seq,ax,ay,az,gx,gy,gz
0,-2728,3392,17140,-84,-5,10
1,-2440,3376,17152,-72,-16,3
2,-2852,3640,18024,-120,19,49
3,-3568,3296,17772,-185,-68,67
4,-3496,3040,17380,-198,-127,1
5,-3084,3200,17420,-226,-74,-67
6,-2832,3188,17540,-275,-89,-58
7,-3096,2764,17020,-288,-136,-27
8,-3432,2684,16924,-273,-129,-42
9,-3608,2736,17048,-272,-139,-76
10,-3720,2556,17200,-280,-185,-115
11,-3504,2492,17000,-309,-213,-167
12,-3184,2464,16804,-362,-189,-205
13,-2912,2396,16768,-382,-193,-211
14,-2936,2076,16592,-377,-236,-182
15,-2936,1708,16368,-386,-229,-186
16,-3268,1648,16312,-405,-197,-225
17,-3448,1468,16204,-400,-205,-282
18,-3092,1536,16076,-384,-229,-347
19,-2808,1256,16004,-397,-222,-362
20,-2820,1056,15684,-412,-245,-362
21,-2984,760,15388,-388,-268,-385
22,-2988,428,15212,-334,-279,-434
23,-2588,416,15212,-293,-276,-485
24,-2580,340,15212,-285,-267,-513
25,-2624,336,14944,-271,-286,-540
26,-2112,428,14424,-240,-273,-607
27,-1676,368,14596,-224,-195,-634
28,-1636,152,14388,-228,-147,-639
29,-1736,112,13776,-211,-102,-684
30,-1560,164,13740,-165,-52,-732
31,-1424,-40,13608,-139,-14,-753
32,-872,72,13000,-108,21,-780
33,-948,112,12656,-62,94,-781
34,-860,-12,12732,22,118,-783
35,-796,120,12788,101,108,-779
36,-424,232,12696,182,72,-766
37,12,524,12836,276,35,-728
38,412,764,12984,379,3,-673
39,624,1076,13164,456,47,-630
40,1136,1532,13676,484,109,-612
41,1352,1912,14016,489,154,-559
42,1516,1924,14052,517,157,-496
43,1480,2132,14336,565,204,-412
44,968,2384,14488,596,230,-336
45,336,2624,14604,630,217,-293
46,484,2328,14560,658,208,-298
47,568,2712,15152,702,256,-287
48,92,2788,15440,700,278,-240
49,136,3308,15488,711,240,-241
50,904,4148,15664,731,235,-226
51,1428,4792,16064,736,281,-154
52,1628,5116,16352,696,328,-44
53,1088,5544,16172,644,344,78
54,804,5760,15704,647,336,142
55,1148,5988,16144,687,381,176
56,1368,6064,17184,682,407,255
57,788,6264,17392,594,411,388
58,364,6552,17156,527,429,457
59,408,6512,17152,496,470,497
60,244,6896,17932,465,509,569
61,-36,7248,17864,417,494,659
62,-420,7280,17980,380,516,716
63,-976,7320,18380,365,558,760
64,-1404,7492,19048,320,567,802
65,-1624,7684,19352,243,563,843
66,-1876,7784,19640,157,545,880
67,-2504,7988,19740,91,516,948
68,-3708,7748,20392,25,455,1035
69,-4876,7428,20624,-40,308,1080
70,-5564,7312,20768,-108,186,1038
71,-5644,7300,20600,-231,116,945
72,-5584,7264,20196,-390,123,852
73,-5372,7384,19560,-526,107,787
74,-5484,7056,19012,-614,67,793
75,-5776,6576,18256,-670,6,783
76,-6080,6060,17408,-716,-24,758
77,-6236,5516,16868,-755,-28,678
78,-6108,5180,16416,-774,-48,589
79,-5952,4636,16000,-765,-63,519
80,-5984,4268,15424,-768,-74,454
81,-5900,4056,14904,-760,-89,358
82,-5536,3776,14732,-742,-98,308
83,-5568,3512,14496,-690,-134,255
84,-5400,2904,14168,-667,-164,210
85,-5252,2572,13804,-651,-155,140
86,-4864,2460,13108,-632,-126,44
87,-4868,2084,12540,-616,-85,-25
88,-4056,1712,12000,-578,-44,-112
89,-3320,1460,11668,-507,32,-170
90,-2512,1388,11116,-429,119,-201
91,-2128,1272,11456,-307,179,-180
92,-1448,1656,12016,-112,142,-116
93,-1428,1872,13220,82,127,-7
94,-2492,1892,14296,147,103,70
95,-2956,2304,15276,177,52,30
96,-2888,2896,16936,242,-14,-63
