seq,ax,ay,az,gx,gy,gz
0,-5032,2400,19204,-130,-29,-51
1,-5136,2348,19264,-235,-77,-47
2,-5936,2196,18668,-328,-101,-42
3,-6084,2224,18580,-344,-116,-90
4,-5748,2168,18612,-387,-121,-161
5,-6060,1808,18676,-433,-143,-176
6,-6532,1692,17836,-493,-196,-223
7,-6800,1592,17992,-512,-177,-278
8,-7032,1208,17780,-568,-205,-332
9,-7424,808,17124,-617,-218,-383
10,-7724,244,16368,-638,-251,-496
11,-7684,288,15912,-632,-278,-575
12,-7228,368,15376,-612,-300,-673
13,-7112,-232,14664,-596,-340,-737
14,-6928,-352,13672,-596,-314,-857
15,-6068,-464,12836,-551,-271,-977
16,-5208,-760,11908,-432,-251,-1046
17,-4836,-708,11688,-331,-278,-1072
18,-4040,-884,11084,-240,-297,-1094
19,-3492,-764,10244,-186,-280,-1127
20,-3152,-860,9636,-58,-217,-1183
21,-2344,-784,9144,44,-184,-1246
22,-996,-640,9296,206,-81,-1257
23,-212,-612,9300,303,-73,-1238
24,912,132,9224,470,-72,-1174
25,1512,168,9360,562,-11,-1124
26,2416,512,10056,696,81,-1023
27,2920,824,9892,745,116,-938
28,2340,1220,10960,919,132,-748
29,2312,1380,10980,1023,107,-673
30,2456,2024,12244,1169,164,-615
31,2888,2544,13820,1263,150,-568
32,3428,3732,14776,1308,64,-409
33,3492,4200,15116,1294,77,-315
34,3580,4688,15212,1267,179,-204
35,3304,4648,15892,1250,289,-149
36,3016,4988,16244,1224,362,-63
37,3328,5800,16488,1238,374,0
38,3584,6880,17796,1252,396,199
39,2872,7152,17988,1221,404,344
40,1588,7384,18320,1126,520,451
41,1588,7720,19032,1094,592,478
42,1308,8520,20840,996,616,628
43,700,9048,21228,888,587,740
44,240,10032,21332,668,614,880
45,-180,10392,21368,544,670,976
46,-1944,10564,21944,392,745,1134
47,-2900,10804,22212,281,739,1175
48,-4004,10420,22372,6,762,1186
49,-4904,10076,22420,-169,738,1214
50,-6188,8984,21924,-425,619,1225
51,-6724,8456,21344,-561,555,1183
52,-6628,8340,20724,-708,463,1082
53,-7200,8208,20268,-763,354,1109
54,-8892,7260,19492,-840,245,1095
55,-8856,6844,19316,-833,143,985
56,-8912,6432,19320,-955,70,844
57,-8824,6100,18820,-1054,25,762
58,-8788,5664,18040,-1127,-48,689
59,-8476,5088,16716,-1183,-126,597
60,-8604,4512,16184,-1217,-51,526
61,-7992,4100,15700,-1144,-72,360
62,-7512,3604,15400,-1128,-85,315
63,-8012,2704,14112,-1114,-127,254
64,-8368,2064,13636,-1073,-130,158
65,-7732,1172,13136,-960,-184,-60
66,-6664,1052,12788,-906,-220,-182
67,-5008,1164,12276,-878,-172,-253
68,-4604,856,11592,-860,-145,-240
69,-3704,448,10496,-675,-155,-268
70,-2756,540,10504,-565,-111,-297
71,-1544,412,10176,-436,-70,-273
72,-1172,228,10088,-351,-36,-249
73,-528,420,10820,-162,-13,-216
74,208,952,12380,-46,-8,-132
75,240,1372,13228,-14,-46,24
76,284,1476,13692,65,-102,178
77,-716,1060,14752,189,-164,320
78,-1436,1336,15508,258,-177,341
79,-2328,1176,16924,214,-122,312
