seq,ax,ay,az,gx,gy,gz
0,-356,3136,16212,3,-62,114
1,-536,3236,16452,3,-62,98
2,-464,3228,16460,0,-38,62
3,-308,3392,16524,-9,-32,51
4,-348,3296,16532,-23,-35,48
5,-552,3232,16652,-32,-53,34
6,-304,3404,16660,-28,-22,26
7,-368,3592,16804,-18,27,35
8,-656,3308,16992,-31,-11,50
9,-576,3264,17240,-45,-62,67
10,-572,3124,17512,-80,-56,67
11,-584,3388,17520,-100,-14,47
12,-272,3204,17716,-127,-37,59
13,-488,3444,18080,-154,-48,102
14,-560,3448,18196,-216,-52,109
15,-588,3588,18104,-301,-43,130
16,-1016,3652,18040,-339,-52,148
17,-1564,3416,17584,-427,-63,105
18,-1856,3388,17252,-450,-25,33
19,-2192,3076,16872,-453,-15,-59
20,-2084,2808,16372,-465,-44,-136
21,-2140,2856,16240,-456,-66,-144
22,-2584,2628,16248,-444,-103,-181
23,-2588,2628,16228,-457,-101,-247
24,-2396,2424,15924,-484,-151,-323
25,-2140,2100,15796,-486,-169,-394
26,-1176,2076,15480,-456,-163,-491
27,-1232,1904,15688,-443,-174,-490
28,-1480,1604,15436,-470,-245,-491
29,-1416,1376,15168,-479,-237,-552
30,-936,1444,14944,-473,-215,-628
31,-692,1500,14684,-473,-231,-659
32,-444,1108,14440,-446,-290,-679
33,-260,880,14376,-405,-266,-726
34,60,900,14676,-364,-236,-783
35,176,840,14860,-382,-257,-802
36,100,672,14580,-434,-339,-803
37,1216,828,13792,-453,-368,-904
38,1840,612,13240,-398,-299,-954
39,1820,364,12740,-310,-182,-938
40,580,168,12500,-236,-160,-827
41,320,340,12200,-163,-482,-752
42,1832,444,12444,-38,-585,-876
43,3156,-64,13148,77,-235,-1028
44,2860,280,12624,79,-132,-923
45,2536,-192,12372,168,-266,-790
46,3832,-156,13104,322,-291,-850
47,4764,384,13460,380,-157,-862
48,4664,548,13136,380,32,-719
49,4472,456,13052,446,62,-619
50,4592,980,13272,541,7,-518
51,4776,1308,12972,602,30,-420
52,4960,1452,13468,745,120,-358
53,4864,1664,14340,849,217,-286
54,4128,2444,14644,853,231,-163
55,4296,3068,14476,867,234,-137
56,5360,3316,15276,932,261,-112
57,5636,3524,15820,919,360,8
58,4480,3488,15752,850,378,180
59,4436,4000,15548,859,317,260
60,4900,3980,16004,927,338,294
61,5820,4504,17464,961,412,335
62,5768,4764,18212,848,466,490
63,4920,5104,17696,729,473,657
64,4296,5228,17884,706,475,725
65,4268,5840,18588,718,446,766
66,3832,6176,19020,676,423,873
67,3092,6352,19400,615,417,975
68,2416,6624,20108,541,417,1007
69,1952,6752,20756,413,372,1029
70,1280,6636,20596,260,336,1063
71,812,6940,20500,163,397,1061
72,400,6868,20344,83,404,1015
73,632,6476,20124,-25,432,928
74,256,6336,19776,-114,475,920
75,-384,6148,19360,-218,454,938
76,-1136,6148,18920,-263,486,947
77,-1392,6072,18868,-296,476,911
78,-1660,6136,19096,-367,453,881
79,-2632,5936,18436,-491,382,876
80,-2988,5632,17624,-543,378,785
81,-3284,5496,17420,-530,398,689
82,-3916,5628,17312,-565,347,633
83,-4920,5508,16692,-629,272,586
84,-5388,5104,16064,-638,232,439
85,-4876,5048,16236,-595,209,245
86,-4376,4964,16460,-622,153,128
87,-3896,4708,16004,-691,120,41
88,-3436,4400,15124,-707,107,-18
89,-2940,3944,14764,-668,64,-100
90,-1804,3264,14308,-662,17,-186
91,-664,2756,13128,-641,48,-238
92,-216,2220,12168,-556,152,-260
93,240,1884,11180,-427,145,-251
94,976,1152,10784,-259,75,-219
95,1520,1120,11104,-73,74,-158
96,892,1128,12076,66,50,-41
97,756,1424,13004,120,-79,16
98,1420,1712,13352,155,-125,44
99,1080,1784,14332,243,-51,117
100,652,2304,15500,309,-94,166
101,316,2508,16740,288,-155,193
102,-68,2420,17412,214,-98,159
103,-128,2780,17168,112,-128,149
104,-428,3212,17440,73,-37,127
