seq,ax,ay,az,gx,gy,gz
0,-7264,2336,15880,3,103,98
1,-6920,2320,16268,62,77,38
2,-7236,2512,17260,88,8,34
3,-7300,2576,17652,48,-76,0
4,-6852,2544,17764,-49,-53,-41
5,-7216,2864,17740,-162,-62,-21
6,-8268,2456,16768,-234,-111,-10
7,-8668,2520,16956,-214,-79,-110
8,-8040,2548,17592,-215,-95,-188
9,-7572,2484,17444,-272,-125,-197
10,-7960,2212,17004,-352,-125,-173
11,-8368,1980,16440,-377,-152,-191
12,-8556,1588,16448,-329,-222,-251
13,-8376,1576,16680,-328,-238,-329
14,-8428,1448,16656,-397,-253,-369
15,-8220,1012,15776,-422,-351,-387
16,-7776,748,15336,-404,-337,-444
17,-7492,796,15332,-379,-310,-486
18,-7628,580,15184,-383,-299,-508
19,-7868,416,14524,-425,-244,-583
20,-7892,-156,14000,-418,-266,-636
21,-7448,-136,13208,-385,-260,-731
22,-6972,-252,12876,-331,-233,-789
23,-6560,-376,12508,-272,-248,-808
24,-6348,-400,12064,-206,-274,-830
25,-6056,-508,11960,-85,-342,-859
26,-5216,-844,11912,-8,-341,-898
27,-4816,-1088,11752,31,-262,-919
28,-4784,-828,11680,50,-227,-934
29,-3948,-744,10764,149,-288,-940
30,-3148,-360,11152,273,-249,-943
31,-2544,-156,12032,371,-257,-885
32,-2436,-212,12408,395,-297,-769
33,-3224,-248,12744,350,-244,-695
34,-3332,-500,10832,266,-230,-734
35,-2940,-288,10488,391,-124,-848
36,-1928,684,11564,601,-56,-910
37,-1180,1404,13000,711,-40,-877
38,392,1936,13236,752,-169,-826
39,1872,2608,13456,810,-182,-697
40,1440,2548,14048,844,-105,-454
41,580,2292,14364,840,-91,-293
42,-372,2140,14200,799,-9,-249
43,-712,2044,13764,781,85,-290
44,-64,2372,14012,861,138,-329
45,332,2608,14436,935,227,-281
46,-56,3004,15540,941,261,-183
47,-396,3580,15172,931,185,-77
48,-1400,4192,15232,973,254,16
49,-1156,4688,16188,1049,217,15
50,-196,5056,17436,1066,181,53
51,140,5960,18596,1002,226,128
52,924,7420,19072,859,304,202
53,988,8052,19760,750,380,372
54,204,8648,20004,632,479,548
55,-564,8880,19852,545,558,681
56,-1200,8684,21016,467,620,756
57,-1488,8504,21856,302,587,841
58,-2776,7728,20624,52,582,969
59,-3928,7500,19500,-40,592,990
60,-4036,7500,20196,9,555,976
61,-5700,7204,20948,-49,397,1140
62,-6976,6968,20340,-132,280,1179
63,-7104,6936,19908,-210,214,1025
64,-5660,7300,20344,-242,202,853
65,-4692,7412,20144,-383,232,843
66,-5264,7176,19652,-528,289,936
67,-6668,6952,18508,-597,223,1002
68,-7300,6716,18348,-612,194,983
69,-7772,6252,18228,-656,196,917
70,-8020,5952,17800,-733,135,856
71,-8236,5400,17184,-762,18,788
72,-8332,4944,16772,-771,-32,723
73,-9028,4468,16548,-840,-39,685
74,-9316,4092,15728,-842,-114,573
75,-9156,3960,15768,-809,-158,435
76,-8784,3612,15608,-792,-192,339
77,-8552,3284,15572,-811,-188,238
78,-7864,3164,15316,-849,-180,103
79,-6724,3056,14860,-842,-191,30
80,-5944,2740,14552,-846,-143,13
81,-5844,2724,13812,-848,-109,20
82,-5756,2332,13208,-754,-133,4
83,-5128,1916,13448,-632,-140,-55
84,-4596,1720,12960,-631,-111,-78
85,-4508,1520,12756,-608,-30,-112
86,-3432,1148,12244,-538,-26,-173
87,-2980,668,12284,-449,14,-142
88,-2988,224,12412,-382,22,-109
89,-3064,68,12644,-298,21,-96
90,-3176,-48,12956,-237,4,-87
91,-2460,292,13464,-135,-63,-76
92,-1836,536,14196,-78,-87,-22
93,-1592,908,15108,-61,-113,109
94,-2388,968,15112,-69,-142,270
95,-4072,452,15428,-24,-120,282
