seq,ax,ay,az,gx,gy,gz
0,-8040,2824,18108,-70,177,140
1,-7072,3520,18144,-231,51,-59
2,-6572,2940,17548,-386,33,-54
3,-6564,2500,16584,-427,-15,5
4,-7132,2040,16052,-353,-98,20
5,-7276,1808,16668,-269,-120,-41
6,-7084,1636,17040,-286,-109,-112
7,-7172,1644,17216,-362,-71,-138
8,-7432,1500,16852,-437,-76,-161
9,-7444,1524,16612,-440,-96,-230
10,-7032,1256,16812,-422,-122,-302
11,-6752,1212,17072,-468,-113,-352
12,-6812,988,16732,-522,-134,-359
13,-6880,788,16460,-516,-207,-393
14,-6892,604,16336,-485,-264,-409
15,-7204,216,16376,-476,-294,-431
16,-7064,100,16412,-504,-306,-525
17,-6700,-28,16016,-581,-243,-626
18,-6580,-300,15476,-622,-226,-698
19,-6116,-604,14736,-603,-267,-748
20,-5580,-680,14100,-576,-270,-789
21,-5312,-952,13696,-533,-271,-804
22,-5248,-1596,12824,-474,-272,-795
23,-5752,-2496,12296,-375,-188,-830
24,-5624,-2656,12208,-290,-76,-963
25,-5724,-2220,11728,-237,-3,-1092
26,-5080,-1856,11284,-135,-22,-1192
27,-4184,-1564,10760,-25,-82,-1219
28,-2972,-1316,10672,125,-132,-1192
29,-2120,-1484,10388,259,-144,-1149
30,-2388,-1616,10728,389,-86,-1073
31,-2820,-2024,10744,464,-50,-1054
32,-2248,-1696,10704,514,-12,-1098
33,-1988,-1460,10992,614,27,-1080
34,-1312,-672,11008,716,23,-1087
35,-412,-12,11516,812,22,-1062
36,52,464,11864,867,92,-1002
37,8,764,12136,922,192,-927
38,316,1320,13360,972,284,-868
39,728,1552,13676,989,231,-763
40,440,1936,13444,990,219,-613
41,-396,2276,14072,1030,324,-534
42,-848,2728,14736,1041,328,-523
43,-160,2968,14744,1042,234,-493
44,960,3396,14940,1097,216,-397
45,524,4084,15628,1131,276,-223
46,-936,4648,16312,1110,334,-83
47,-1276,4552,16588,1073,320,-59
48,-676,5260,16752,1046,336,-61
49,-280,5748,17100,984,388,23
50,-240,5952,17376,928,436,159
51,-360,6508,17456,902,453,301
52,-864,7300,17572,861,539,416
53,-1372,8000,18296,811,647,489
54,-1508,7916,18708,682,629,607
55,-2304,7260,18720,591,615,717
56,-3200,7536,19376,468,690,723
57,-3476,8120,19880,297,697,692
58,-2732,8652,19156,184,658,736
59,-3392,8668,19552,196,648,904
60,-4032,8404,20560,214,557,1028
61,-4688,8544,21360,73,520,1089
62,-5776,8468,20784,-188,550,1130
63,-6844,7980,19648,-364,572,1112
64,-7372,7544,19316,-422,563,1064
65,-7300,7452,19588,-424,472,1020
66,-7544,7392,19576,-519,379,1043
67,-7828,7340,19048,-640,326,1039
68,-8260,7128,18476,-742,287,1019
69,-8476,6620,17760,-777,233,989
70,-9656,5944,17628,-799,197,980
71,-10516,5628,17648,-801,51,895
72,-9904,5228,17608,-837,-74,755
73,-8652,4936,16864,-919,-136,644
74,-8224,4652,15956,-957,-149,637
75,-8856,4324,16212,-927,-148,630
76,-9016,4036,15308,-901,-249,568
77,-8924,3736,15316,-854,-240,475
78,-8588,3384,15640,-825,-250,380
79,-7904,3288,15552,-858,-243,276
80,-7332,3152,14916,-896,-203,201
81,-6900,2916,14828,-874,-185,139
82,-6552,2464,14436,-850,-215,103
83,-6932,2112,13880,-835,-174,87
84,-6784,1424,13896,-787,-151,-4
85,-5184,1412,13716,-763,-186,-135
86,-3748,1372,13404,-753,-110,-132
87,-4040,968,13108,-732,-63,-3
88,-4708,432,12508,-641,-76,33
89,-4736,376,12444,-491,-58,-18
90,-4328,336,13196,-387,-42,-74
91,-4060,260,13232,-355,-50,-86
92,-3988,200,13108,-323,-84,-73
93,-3684,164,12960,-282,-77,-90
94,-3108,120,13144,-205,-60,-82
95,-2888,20,13500,-142,-18,-39
96,-3236,-88,13856,-92,-28,14
97,-2896,-76,14528,-19,-45,30
98,-3308,-16,15412,-10,-20,76
99,-4236,-428,15632,-101,-32,88
100,-4776,-492,15588,-158,-140,17
