seq,ax,ay,az,gx,gy,gz
0,-1208,3072,15768,-143,72,20
1,-856,2848,15464,-1,-55,55
2,-1008,3224,15944,62,-30,48
3,-1176,3188,16776,73,20,33
4,-1088,3252,17012,36,21,25
5,-1036,3276,17036,2,16,30
6,-1076,3408,17288,5,23,33
7,-1008,3312,17808,20,-11,37
8,-636,3608,17900,-4,-25,33
9,-584,3980,18476,-66,37,53
10,-832,3876,19036,-93,-5,95
11,-1252,3804,19016,-166,-83,119
12,-1628,3352,18604,-265,-70,68
13,-1408,3604,18348,-346,-44,-8
14,-1180,3592,18096,-416,-67,-4
15,-1440,3124,17560,-418,-125,44
16,-1892,2728,17184,-378,-188,38
17,-2456,2380,17176,-343,-211,1
18,-2452,2376,17308,-324,-265,-68
19,-2240,2292,17404,-371,-268,-109
20,-2324,2308,17120,-445,-269,-149
21,-2524,2084,16784,-491,-277,-186
22,-2584,1772,16272,-519,-294,-237
23,-2304,1632,15368,-541,-253,-329
24,-2288,1484,15036,-529,-184,-391
25,-2368,1264,14860,-465,-177,-454
26,-2368,804,14628,-427,-196,-511
27,-2256,900,14488,-414,-163,-570
28,-1948,828,13880,-448,-108,-641
29,-2008,432,13404,-431,-32,-682
30,-2032,248,13332,-319,-41,-747
31,-1564,384,13528,-222,-75,-796
32,-1108,780,13536,-171,-109,-807
33,-644,884,13188,-134,-144,-792
34,-192,1080,12532,-62,-134,-795
35,52,1256,12820,-26,-17,-819
36,648,1248,12600,-41,67,-883
37,1408,1328,12140,-66,148,-921
38,2112,1556,11568,-12,215,-900
39,2468,1348,11528,83,283,-805
40,2332,1220,11812,217,266,-694
41,1724,1344,12072,337,191,-593
42,1828,1248,12084,468,99,-538
43,2464,1676,12812,570,125,-484
44,1952,1888,13628,615,168,-388
45,1440,2232,13784,667,133,-341
46,1904,2528,14376,753,124,-367
47,2120,3140,15268,765,153,-356
48,2172,3828,15664,732,161,-295
49,1976,3972,15732,713,159,-228
50,2416,4256,15992,743,144,-187
51,3016,4968,16628,742,193,-146
52,3364,5296,16412,636,264,-61
53,3516,5476,15984,586,350,12
54,3148,5540,16304,633,480,113
55,2192,5480,17692,652,513,242
56,1968,6148,17372,626,344,332
57,1836,6532,17228,664,280,397
58,2076,6632,17988,707,269,435
59,2016,6560,18272,584,314,505
60,1704,6480,18136,423,365,582
61,1280,6528,17616,363,354,671
62,644,6492,17628,385,384,728
63,124,6612,17904,397,376,722
64,328,6952,18252,375,426,685
65,720,7396,19140,281,528,725
66,-228,7560,19732,146,540,882
67,-1700,7356,19760,86,398,1022
68,-2152,7320,19260,74,250,1043
69,-2576,7156,19552,45,226,1015
70,-3196,6976,19912,-44,172,968
71,-2904,7184,19632,-190,113,917
72,-3040,6936,19596,-323,97,913
73,-3404,6532,18636,-441,22,915
74,-4044,6032,18140,-502,24,875
75,-4172,5744,18144,-495,-17,785
76,-3924,5556,17816,-522,-74,718
77,-4212,5304,17780,-553,-106,668
78,-4404,4940,17440,-573,-157,620
79,-4612,4552,17056,-634,-143,536
80,-4332,4296,16628,-682,-133,408
81,-3592,4360,16188,-723,-136,293
82,-2880,4492,15808,-734,-137,228
83,-2800,4268,15384,-735,-136,230
84,-3020,3452,14708,-705,-200,226
85,-2660,3088,14052,-689,-168,139
86,-2072,2692,13048,-687,-71,63
87,-1912,2216,12684,-626,-6,25
88,-2088,1592,12424,-495,-85,15
89,-1656,1432,12448,-340,-171,-54
90,-1948,948,12444,-301,-140,-127
