seq,ax,ay,az,gx,gy,gz
0,-4220,1436,16380,-362,14,-61
1,-3868,1820,16332,-254,-38,-115
2,-3492,1612,16736,-217,-73,-102
3,-3812,1532,16692,-222,-107,-84
4,-4340,1080,16252,-236,-142,-97
5,-4484,840,16376,-224,-134,-143
6,-4648,820,16368,-230,-152,-230
7,-4492,952,16540,-221,-182,-260
8,-4256,824,16608,-222,-226,-259
9,-4300,716,16416,-229,-252,-258
10,-4672,732,16200,-245,-251,-299
11,-4604,564,16232,-245,-240,-348
12,-4264,652,16272,-274,-215,-419
13,-4404,456,15952,-294,-233,-421
14,-4420,200,15304,-279,-261,-472
15,-4488,-148,15144,-275,-244,-502
16,-4160,-560,14760,-230,-269,-579
17,-3720,-784,14724,-202,-261,-615
18,-3680,-736,14860,-205,-192,-643
19,-3936,-528,14440,-196,-204,-672
20,-3576,-256,14508,-127,-124,-771
21,-3588,-380,14864,-137,-40,-831
22,-3000,-332,14076,-211,42,-953
23,-2596,-148,13496,-234,109,-1004
24,-2100,-160,12860,-140,134,-1024
25,-2180,-252,12536,-45,97,-995
26,-1528,-132,11860,84,68,-985
27,-1052,84,11672,158,105,-978
28,-804,164,11632,243,160,-972
29,-272,520,11304,348,153,-953
30,580,816,11412,471,159,-906
31,1144,1112,11480,573,162,-840
32,1320,1368,11984,671,196,-690
33,1156,1492,12412,774,214,-569
34,884,1976,12420,837,225,-493
35,720,2576,12824,930,272,-434
36,1052,3076,13480,982,311,-403
37,1416,3416,14576,1025,290,-280
38,1532,3792,15016,1029,282,-176
39,152,4396,16168,1067,347,-23
40,-220,4928,16732,1033,322,-24
41,1564,5652,16604,996,288,-39
42,2128,6496,17344,989,359,37
43,2492,7000,17892,918,416,210
44,1436,6700,18064,828,487,448
45,808,6812,18316,819,517,536
46,-116,7244,18916,786,520,664
47,-660,7392,19088,759,480,741
48,-820,7332,19768,691,489,807
49,-1612,7568,20252,525,520,875
50,-1620,8088,19944,443,517,878
51,-1440,8612,20276,371,595,911
52,-2004,8752,21284,261,641,1031
53,-3588,8600,21044,22,606,1204
54,-4248,8144,20464,-114,597,1232
55,-5276,7824,20056,-251,636,1223
56,-6200,7588,20188,-377,633,1194
57,-6664,7116,19484,-504,528,1154
58,-7260,6780,18824,-577,438,1100
59,-7544,6532,18616,-588,313,1029
60,-7772,6044,18648,-649,210,969
61,-8244,5796,18000,-710,87,916
62,-8024,5548,17384,-717,1,817
63,-7956,5320,17844,-714,28,731
64,-8644,4848,17684,-807,-75,661
65,-8956,4480,17080,-857,-175,557
66,-8724,4056,16708,-856,-230,425
67,-7764,3976,16440,-850,-209,259
68,-6860,3948,16680,-903,-130,151
69,-6984,3512,16036,-958,-172,148
70,-6920,3012,14884,-944,-203,83
71,-6276,2892,15088,-903,-148,-34
72,-5320,2680,14516,-945,-128,-124
73,-4668,2492,13176,-980,-37,-162
74,-4136,2016,11844,-912,46,-186
75,-3012,1828,11112,-785,150,-236
76,-2296,1604,11032,-667,254,-218
77,-1912,1096,10428,-539,298,-164
78,-2132,500,10288,-375,322,-85
79,-2540,204,10740,-164,288,-7
80,-3524,24,12096,36,159,77
81,-3636,140,13120,179,12,79
82,-3600,524,14720,194,-21,51
83,-3448,1060,16376,171,-23,13
