seq,ax,ay,az,gx,gy,gz
0,-2160,1852,15748,-112,226,-17
1,-1464,1776,15552,-63,219,-19
2,-1424,2260,15160,-23,222,39
3,-2112,2352,15748,41,168,103
4,-2564,1812,15784,148,62,123
5,-2968,2040,16284,219,28,99
6,-2904,2224,17084,215,-4,83
7,-2592,2652,17420,133,19,65
8,-3000,2640,17612,42,85,74
9,-3252,2796,17728,28,48,61
10,-2732,2820,18352,45,28,37
11,-2892,2892,18940,-18,37,57
12,-3372,2804,18628,-110,6,87
13,-3520,2544,18296,-133,-37,79
14,-3380,2524,18908,-153,-40,55
15,-3520,2600,18852,-225,-28,57
16,-4288,2676,18916,-285,-15,46
17,-4264,2652,19404,-338,-12,-3
18,-4916,2272,19160,-430,-53,-7
19,-5696,1820,18548,-509,-114,-58
20,-5356,1764,18048,-494,-216,-176
21,-4520,1492,18016,-513,-220,-233
22,-4608,1296,17668,-593,-207,-239
23,-4920,1108,16828,-622,-220,-258
24,-5280,896,16164,-610,-236,-298
25,-5556,428,15848,-564,-256,-375
26,-5172,-52,15808,-544,-280,-475
27,-4704,-148,15164,-578,-266,-556
28,-4652,-420,14292,-556,-283,-604
29,-4724,-676,13784,-495,-298,-667
30,-4068,-904,13376,-391,-330,-743
31,-3180,-900,13040,-325,-313,-801
32,-3296,-1160,12672,-325,-215,-825
33,-3256,-1864,11624,-280,-127,-916
34,-3420,-1844,11880,-198,0,-1040
35,-2504,-1376,11736,-105,82,-1135
36,-2116,-1028,11492,-59,145,-1147
37,-1596,-660,11108,46,125,-1146
38,-772,-88,10748,216,58,-1098
39,80,180,10336,354,28,-1020
40,352,452,10104,469,59,-942
41,1092,520,10568,581,87,-902
42,1780,900,10740,634,162,-858
43,2020,1216,10784,698,235,-785
44,1828,1612,11296,818,221,-662
45,1924,1540,11688,941,215,-581
46,2336,2052,12384,1026,237,-546
47,2116,2592,13212,1079,275,-459
48,1376,2540,13372,1117,232,-336
49,1432,3220,14016,1154,208,-311
50,2492,4424,14788,1192,236,-292
51,2156,5200,15412,1161,302,-170
52,1920,5332,15676,1178,308,-81
53,1908,6152,16776,1179,404,-41
54,3076,7644,17636,1095,425,55
55,3480,8380,17992,1042,428,181
56,3368,8896,18488,968,509,360
57,2676,9212,18856,882,636,535
58,1128,9240,20340,799,611,766
59,-20,9256,21032,747,514,881
60,-568,9300,21396,636,447,939
61,-580,9612,21780,474,471,965
62,-1012,9912,21492,297,541,1041
63,-2008,9680,21724,188,586,1109
64,-2868,9476,22256,46,567,1144
65,-3588,9048,21584,-129,486,1194
66,-4688,8768,20820,-294,512,1209
67,-5488,8112,20652,-397,463,1181
68,-6740,7072,19368,-511,358,1154
69,-7096,6900,19072,-556,292,1064
70,-7460,6740,19008,-579,209,955
71,-7244,6500,18780,-589,98,848
72,-6984,6272,18452,-655,-9,751
73,-6904,6068,17908,-715,-46,706
74,-6908,5504,17192,-789,-61,639
75,-6672,5196,16584,-819,-76,575
76,-6648,4772,15956,-816,-126,550
77,-6920,4236,15272,-793,-185,498
78,-6676,4000,15380,-763,-190,403
79,-6872,3360,14720,-765,-221,330
80,-6972,3088,14176,-739,-235,213
81,-5784,2940,13560,-684,-243,64
82,-5132,2320,13340,-658,-205,0
83,-4404,2168,12184,-642,-224,-56
84,-3256,2132,11396,-582,-157,-90
85,-2264,1896,10500,-486,-71,-84
86,-1588,1544,10464,-297,31,-56
87,-1812,1444,11264,-178,65,-5
88,-2420,1144,12660,-82,88,17
89,-2528,1472,13148,-57,97,-25
90,-1876,2340,14052,-49,144,-74
91,-1852,2852,14844,0,126,-38
92,-1880,3428,16104,134,-61,57
93,-2276,3268,16692,127,-93,87
94,-2112,2896,17008,15,-77,38
95,-1504,2708,16464,-68,-55,4
96,-948,2764,16216,-61,-110,72
97,-1332,2112,15600,-13,-165,157
98,-1684,2016,16100,108,-174,166
99,-1464,2088,17016,152,-149,140
100,-2224,2332,17412,60,-193,140
101,-2684,2544,17220,-19,-197,94
102,-2304,2604,16896,-136,-150,-24
