seq,ax,ay,az,gx,gy,gz
1,-2824,3828,17392,116,57,117
2,-4064,3684,17740,46,55,170
3,-4564,3736,17732,-16,44,72
4,-4184,3612,18780,-27,39,-16
5,-3880,3392,18600,-98,-9,-35
6,-3992,3320,18120,-177,-2,-18
7,-4080,3248,18544,-165,-30,-4
8,-4696,3244,18836,-157,-74,16
9,-5132,3420,19084,-202,-97,-25
10,-5612,3460,19196,-294,-80,-86
11,-5548,3404,19024,-376,-84,-173
12,-5084,3456,18992,-456,-110,-218
13,-4920,3436,18288,-550,-167,-195
14,-5652,2944,17588,-602,-174,-191
15,-5588,2552,16992,-597,-208,-281
16,-5720,1968,16984,-602,-206,-375
17,-4960,2044,16516,-639,-221,-491
18,-4400,1784,16040,-688,-149,-495
19,-5108,1144,15276,-697,-200,-468
20,-4964,604,14340,-640,-281,-504
21,-4836,72,13604,-563,-315,-545
22,-5080,-460,13304,-489,-331,-584
23,-5140,-996,12508,-414,-317,-642
24,-5336,-1336,12332,-330,-260,-731
25,-5112,-1308,12204,-230,-294,-821
26,-4340,-1108,11228,-120,-328,-894
27,-4020,-824,11616,16,-255,-937
28,-3380,-604,11924,116,-293,-969
29,-3152,-428,11632,188,-342,-956
30,-3056,-304,11748,245,-338,-969
31,-1776,116,11112,307,-269,-1032
32,-2072,-48,10936,380,-134,-1034
33,-1744,392,11316,518,-124,-1059
34,-1044,540,11044,586,-140,-1043
35,324,1228,11632,684,-43,-1010
36,1152,1760,11536,745,-2,-928
37,828,2124,11776,795,65,-792
38,316,2584,11532,831,67,-691
39,676,3120,10936,938,38,-656
40,1776,3588,11952,1028,160,-681
41,2440,4156,13464,1051,268,-614
42,1552,4308,13644,985,344,-473
43,616,4676,13640,954,398,-404
44,900,5180,14124,998,411,-408
45,2136,6176,14788,1041,377,-376
46,3068,6728,15664,1070,402,-250
47,3444,7640,15712,1016,401,-48
48,2848,7976,16268,1020,480,166
49,2396,8772,17548,1002,568,271
50,1956,9224,18700,893,645,373
51,2244,9760,19492,758,655,486
52,2244,10356,19116,613,697,661
53,976,10532,19816,517,788,824
54,-68,10480,20928,447,741,953
55,-792,10520,22232,300,616,1085
56,-1224,10476,22292,94,446,1241
57,-1924,10352,21100,-115,404,1394
58,-4364,9380,20208,-211,438,1503
59,-5284,8888,20252,-156,416,1430
60,-5936,8548,21420,-157,361,1331
61,-6028,8556,21600,-270,242,1230
62,-6376,8504,21600,-424,219,1170
63,-7288,7932,20684,-598,182,1119
64,-7404,7568,19628,-706,204,962
65,-7132,7224,19368,-761,209,841
66,-7684,6852,18724,-809,94,810
67,-8112,6240,17600,-830,-50,733
68,-7248,5928,16752,-819,-13,549
69,-7084,5756,16592,-850,20,497
70,-7516,4880,15740,-897,-29,438
71,-7484,4472,15228,-884,-87,360
72,-6812,4296,14636,-859,-137,242
73,-6320,3980,14048,-837,-143,196
74,-6740,3228,13516,-782,-181,202
75,-7496,2592,13128,-696,-284,139
76,-6448,2476,12880,-593,-375,-42
77,-4216,2840,13272,-557,-340,-188
78,-2352,2788,12356,-605,-225,-186
79,-2180,2492,11620,-615,-82,-104
80,-1984,2216,10940,-486,-48,-67
81,-1516,2152,11324,-315,16,-77
82,-1476,1908,11856,-220,99,-71
83,-1368,2040,13196,-137,147,-60
84,-1388,2528,13812,-94,120,-23
85,-1992,2292,14244,-84,89,32
86,-2576,2204,14096,-51,53,18
87,-2200,2216,14788,48,17,-40
88,-1432,2480,16176,125,-13,-64
89,-1140,2500,16256,91,-72,-3
90,-1720,2440,16172,-13,-107,66
91,-2532,2004,15272,-12,-132,78
