seq,ax,ay,az,gx,gy,gz
0,-6172,2592,16452,157,114,27
1,-5880,3064,16892,119,63,-16
2,-5760,3008,17576,61,-40,35
3,-5916,3204,17356,13,-91,62
4,-6292,3036,17204,-77,-67,74
5,-6660,3132,17376,-86,-35,60
6,-6840,3084,17916,-93,-14,10
7,-7372,3068,18244,-184,-25,-42
8,-7636,2936,18024,-257,-36,-104
9,-7796,3020,18264,-283,-66,-149
10,-7604,2848,18032,-327,-130,-185
11,-7656,2580,17292,-418,-124,-212
12,-7676,2352,16740,-424,-137,-258
13,-7368,1992,16364,-413,-117,-334
14,-7284,1980,16400,-417,-95,-364
15,-7220,1708,15936,-423,-132,-384
16,-6852,1620,15480,-420,-140,-406
17,-7356,1264,14960,-409,-129,-407
18,-7920,848,14780,-373,-160,-448
19,-7508,588,14524,-364,-153,-542
20,-7200,772,14108,-388,-71,-606
21,-7340,252,13016,-342,-100,-648
22,-7468,252,12868,-281,-88,-698
23,-6972,284,12752,-227,-97,-754
24,-6856,-104,12120,-178,-127,-769
25,-7052,-420,11720,-109,-163,-803
26,-6064,-80,11540,-1,-213,-897
27,-5128,-124,11708,52,-181,-941
28,-4844,-8,11352,52,-149,-974
29,-4324,312,10988,108,-167,-987
30,-3904,380,10988,227,-187,-944
31,-3548,-68,11296,345,-262,-843
32,-3204,-72,10960,427,-245,-841
33,-2668,208,11512,510,-151,-857
34,-1668,812,12268,582,-100,-865
35,-776,1128,12800,638,-151,-752
36,-520,1512,12692,675,-148,-609
37,-1316,2168,13380,746,-109,-489
38,-1096,2236,13592,790,-120,-470
39,-844,2132,14320,798,7,-473
40,-56,2656,14692,789,39,-428
41,-740,2688,14520,760,44,-267
42,-1376,2496,14564,798,2,-180
43,-680,2956,15332,862,-22,-167
44,-20,3640,15680,856,20,-97
45,-280,4284,15952,840,110,15
46,-560,4840,16680,879,149,89
47,-284,5468,17532,876,120,150
48,268,5260,17832,790,173,219
49,-104,5636,18184,689,333,302
50,-948,5860,18472,603,355,415
51,-1288,6176,18572,581,284,514
52,-1416,6484,18700,550,211,608
53,-1136,6944,18516,528,206,653
54,-1232,6856,19344,500,319,720
55,-2008,6932,20036,371,378,790
56,-2544,6756,19840,224,317,868
57,-3104,7016,19412,108,329,901
58,-3124,7332,19068,44,365,895
59,-3460,7552,19552,16,410,932
60,-4484,7144,19612,-47,422,1004
61,-5340,6836,19808,-119,380,1001
62,-5076,7012,19712,-244,397,926
63,-5600,7116,19580,-372,491,923
64,-6904,6960,19012,-470,450,968
65,-7840,6620,18676,-473,355,967
66,-8804,6136,18888,-498,269,921
67,-9356,5780,18712,-592,206,799
68,-9488,5524,18156,-697,129,690
69,-9028,5396,17480,-744,66,588
70,-8524,4988,16632,-779,21,515
71,-8256,4908,16412,-792,14,456
72,-8244,4624,15900,-791,-1,407
73,-7900,4360,15904,-816,43,329
74,-8068,3964,15532,-844,58,283
75,-8752,3300,14496,-881,82,242
76,-8684,2944,13912,-795,20,135
77,-8324,2784,13724,-732,32,30
78,-8744,2436,13636,-726,100,-73
79,-8064,1992,13212,-738,131,-241
80,-7104,1756,12508,-749,196,-366
81,-6628,1464,12208,-691,159,-409
82,-5588,1068,12092,-557,60,-426
83,-4488,1316,12760,-429,-6,-368
84,-3228,1564,12772,-348,-75,-251
85,-2976,1620,13216,-294,-9,-98
86,-3956,1536,13004,-284,89,4
87,-4988,1152,13556,-209,102,-32
88,-4476,1140,14068,-144,43,-111
89,-3672,1248,14608,-142,57,-101
90,-3716,972,14476,-132,16,-16
91,-4148,756,14672,-106,5,30
92,-4428,572,14748,-69,-10,38
93,-4324,640,14960,-44,-32,41
94,-4316,580,15456,-36,-29,64
95,-4632,636,15784,-59,-78,90
96,-4976,432,15564,-92,-113,77
