seq,ax,ay,az,gx,gy,gz
0,-3084,3000,16388,266,140,116
1,-3352,2904,17300,270,140,106
2,-3596,3176,17436,186,115,73
3,-3540,3292,17232,105,112,55
4,-3428,3300,17064,87,72,36
5,-3144,3300,16864,102,41,21
6,-3160,3420,16980,96,55,35
7,-3328,3360,17088,86,34,52
8,-3296,3532,17620,67,10,53
9,-3104,3552,17612,-2,6,57
10,-3484,3320,17168,-88,34,48
11,-3212,3192,17060,-77,30,28
12,-3104,3184,17544,-71,9,27
13,-3360,3220,17948,-90,-11,49
14,-3492,3296,18348,-109,-27,72
15,-4216,3180,18624,-157,-72,80
16,-4408,3032,18456,-208,-85,27
17,-4304,3064,18816,-269,-103,-58
18,-3956,3096,18476,-326,-122,-87
19,-3888,3144,18124,-377,-108,-106
20,-4248,2928,18128,-436,-94,-105
21,-4568,2256,17528,-477,-130,-127
22,-4928,2024,17196,-482,-169,-170
23,-5140,1708,16976,-480,-192,-206
24,-5468,1504,17248,-469,-214,-266
25,-5388,1376,16784,-502,-263,-325
26,-5868,904,16420,-501,-256,-377
27,-5980,600,15908,-497,-306,-438
28,-5972,712,15580,-494,-320,-513
29,-5400,616,15336,-463,-344,-584
30,-5476,348,14784,-449,-359,-631
31,-5252,352,14260,-430,-360,-692
32,-5712,-76,13972,-405,-355,-754
33,-5408,-304,12988,-372,-362,-877
34,-4444,-136,12780,-328,-299,-1000
35,-3248,-108,12380,-278,-282,-1044
36,-3000,-360,11916,-216,-219,-1037
37,-3288,-616,11344,-135,-236,-1043
38,-2784,-492,10280,-5,-274,-1094
39,-1912,-44,10656,139,-185,-1160
40,-44,812,10504,238,-132,-1197
41,724,1168,10092,284,-52,-1133
42,1084,1388,9912,382,57,-1084
43,2304,1960,9924,524,87,-1041
44,3576,2548,10692,658,91,-912
45,3720,2600,11444,730,178,-735
46,3500,2752,11736,760,252,-593
47,2864,2792,11620,780,310,-480
48,1920,2996,12028,874,369,-438
49,2600,3432,12424,1003,348,-406
50,2700,3672,12916,1071,355,-310
51,2560,4308,13928,1154,363,-211
52,2756,5236,14380,1154,377,-138
53,2116,5464,14920,1121,456,-24
54,1856,6036,15856,1170,466,56
55,1464,6940,17148,1166,539,128
56,1420,7784,17848,1055,624,180
57,1520,8428,18104,961,629,258
58,1544,8684,18684,889,674,361
59,1552,9144,18916,830,695,503
60,268,9384,19908,782,708,706
61,-572,9512,20544,713,641,839
62,-1108,9632,21428,600,641,901
63,-1640,9608,21792,432,654,962
64,-2864,9560,21900,237,680,1036
65,-4348,9576,21932,79,721,1048
66,-4832,9532,22140,-33,670,999
67,-4956,9384,22480,-188,599,1002
68,-5748,8840,22024,-406,485,1044
69,-6628,8380,20552,-567,443,1048
70,-6992,7628,19180,-678,407,935
71,-6448,7656,19156,-675,311,879
72,-6888,7220,18568,-735,219,941
73,-8360,6624,17792,-798,166,918
74,-8280,6316,17432,-792,118,746
75,-7632,5996,17128,-825,97,633
76,-7912,5496,16000,-887,49,592
77,-8548,5016,15188,-867,-19,528
78,-8424,4412,15212,-753,-159,421
79,-7488,4148,15440,-721,-237,310
80,-6716,4132,15256,-783,-248,227
81,-6120,4076,14388,-840,-220,184
82,-6664,3548,13716,-812,-211,166
83,-6556,3024,13288,-703,-241,82
84,-5480,2964,13568,-667,-176,-47
85,-4768,2576,12692,-724,-98,-108
86,-4272,2196,11564,-693,-59,-146
87,-3416,1824,11048,-560,-22,-161
88,-2436,1880,11116,-436,12,-151
89,-2112,1904,10924,-318,38,-92
90,-2524,1760,11600,-172,4,-30
91,-2860,1488,12484,-37,-47,12
92,-3328,1380,13296,43,-110,1
93,-3352,1520,14300,73,-153,-57
94,-3160,1664,15024,18,-158,-102
