seq,ax,ay,az,gx,gy,gz
0,-5860,2708,17772,-77,145,55
1,-5488,2924,17556,-77,32,20
2,-5380,3088,17736,-57,-1,29
3,-5632,3136,17892,-65,-56,58
4,-5872,2860,17984,-99,-53,63
5,-6380,2728,18464,-152,-72,37
6,-6272,2848,18376,-217,-101,-28
7,-6128,2868,18132,-290,-63,-82
8,-6028,2784,18032,-324,-56,-115
9,-6116,2760,18228,-351,-57,-105
10,-6600,2256,18092,-421,-53,-100
11,-7032,2084,17880,-472,-104,-163
12,-7356,1984,17740,-500,-134,-214
13,-7300,1840,17448,-556,-169,-303
14,-6720,1588,16560,-594,-202,-376
15,-6488,1636,16144,-603,-204,-404
16,-6568,920,15704,-586,-295,-411
17,-6744,340,14996,-551,-382,-441
18,-6720,172,14576,-511,-399,-522
19,-6436,-52,14468,-479,-386,-603
20,-6120,-88,14016,-439,-436,-667
21,-5676,-208,13780,-392,-468,-720
22,-5048,-296,13192,-374,-433,-759
23,-5364,-632,12304,-320,-351,-812
24,-5344,-812,12128,-258,-313,-877
25,-5140,-968,11964,-195,-255,-977
26,-4500,-824,11812,-145,-201,-1037
27,-3912,-876,11412,-61,-172,-1054
28,-3632,-1012,11272,-1,-162,-1052
29,-3264,-1000,11188,103,-143,-1055
30,-2836,-948,10836,184,-103,-1031
31,-3012,-964,11180,290,-77,-1015
32,-2884,-768,11068,383,-64,-1032
33,-1800,-396,11324,453,-1,-1080
34,-1020,380,11128,505,44,-1094
35,-236,864,11112,599,89,-1060
36,180,1068,11716,682,222,-1012
37,328,1388,12212,695,337,-954
38,1160,2080,12108,749,304,-922
39,2132,2944,12044,851,249,-797
40,1660,3192,12076,989,202,-575
41,948,3064,12676,1245,137,-426
42,1360,3524,13744,1378,114,-411
43,2292,3904,15296,1433,141,-349
44,3120,4804,16112,1339,225,-249
45,3516,6012,17080,1221,346,-98
46,3748,6860,17616,1197,349,115
47,1928,7076,18104,1126,445,422
48,896,7220,18252,1086,481,502
49,284,7792,19248,1036,537,518
50,540,8324,20104,922,554,550
51,988,8736,20164,769,502,675
52,1516,9312,20592,697,513,769
53,992,9832,21256,552,561,978
54,152,10040,21104,411,577,1192
55,-2332,9620,21424,203,674,1363
56,-3528,9588,21300,77,704,1377
57,-4480,9012,21464,-135,797,1336
58,-5276,8668,21780,-287,774,1347
59,-6608,8048,21272,-514,564,1382
60,-7444,7820,20848,-643,459,1369
61,-8232,7504,19564,-811,382,1255
62,-7956,7324,19148,-828,335,1139
63,-7128,7676,19564,-798,274,1016
64,-7312,7408,20024,-851,202,1043
65,-8460,6584,19156,-1042,36,1108
66,-9576,6120,17988,-1137,15,1083
67,-10580,4924,16940,-1142,30,876
68,-10776,4356,16824,-1086,7,724
69,-10316,4000,17240,-1023,-166,488
70,-9992,3800,16824,-1053,-226,397
71,-10480,3040,15816,-1154,-212,260
72,-10412,2812,15012,-1147,-243,107
73,-8580,2636,14332,-1062,-281,-135
74,-7708,2204,14104,-1058,-247,-202
75,-6952,1944,12532,-1063,-233,-278
76,-6652,1608,11812,-1020,-207,-328
77,-6388,256,11112,-922,-132,-445
78,-5592,-136,10992,-860,-46,-553
79,-3804,-600,10788,-860,167,-669
80,-2940,-944,9888,-867,294,-682
81,-1416,-556,9668,-648,331,-642
82,-20,72,10552,-395,186,-531
83,860,228,11620,-86,52,-209
84,496,448,13012,17,98,-65
85,-496,1008,14976,95,96,113
86,-1668,884,16080,68,67,196
87,-2788,200,16448,-31,-53,192
88,-3060,-204,16544,-86,-66,145
89,-2976,-508,17052,-93,-173,55
