seq,ax,ay,az,gx,gy,gz
0,-5208,3724,20412,-82,-101,15
1,-5256,4104,20084,-243,-115,2
2,-5300,4008,20448,-393,-48,-13
3,-5584,3492,19628,-511,-105,2
4,-6568,3120,19204,-547,-128,-9
5,-7456,2476,18884,-575,-210,-60
6,-7652,1932,18620,-581,-272,-182
7,-6860,1928,18292,-660,-230,-307
8,-6744,1792,17552,-766,-205,-348
9,-7420,1344,16516,-789,-264,-363
10,-7844,772,15200,-725,-334,-450
11,-7628,444,14840,-667,-298,-603
12,-7236,288,13984,-667,-276,-731
13,-6844,164,13300,-590,-325,-824
14,-6128,-44,12628,-501,-407,-897
15,-5548,-16,11932,-445,-403,-942
16,-5224,-360,10784,-378,-394,-967
17,-5236,-444,9944,-277,-338,-1043
18,-4476,-456,9916,-106,-309,-1168
19,-3596,-476,9860,-24,-254,-1246
20,-2520,-396,9548,41,-152,-1276
21,-2200,-184,9360,117,-78,-1264
22,-1044,192,9148,245,-53,-1268
23,36,628,9840,377,33,-1246
24,1072,1068,9664,496,34,-1151
25,1372,1004,9836,655,81,-1001
26,1672,1124,10740,768,176,-921
27,1736,1612,11368,811,250,-816
28,1836,2168,11672,874,268,-725
29,2256,2820,12528,963,260,-620
30,2280,2992,12872,1029,231,-487
31,2168,3100,13376,1114,269,-386
32,2288,3604,15108,1212,339,-322
33,2824,4364,16012,1162,360,-239
34,2444,4768,15644,1088,357,-95
35,2320,5212,16028,1133,377,-12
36,2728,5876,17564,1183,416,88
37,2796,6604,19024,1137,423,240
38,2512,7116,19548,1012,383,409
39,1756,7624,18896,871,464,541
40,644,7832,19656,800,591,597
41,844,8152,19960,732,626,624
42,484,8448,20532,598,721,727
43,-440,8656,20776,474,664,890
44,-1660,8764,20596,350,599,1010
45,-2476,8904,20272,267,540,1075
46,-3320,8936,21260,187,555,1128
47,-4068,8768,21580,50,495,1175
48,-4972,8656,21472,-145,469,1181
49,-6216,8400,21200,-344,506,1159
50,-7180,7812,20352,-477,489,1110
51,-7748,7248,20032,-534,392,1046
52,-8212,6952,19884,-558,222,991
53,-8456,6676,19720,-624,86,922
54,-8680,6424,18764,-741,36,836
55,-8608,6208,18060,-796,38,729
56,-8972,5768,18012,-817,-41,654
57,-8708,5324,17792,-865,-114,567
58,-8332,4908,16732,-941,-115,481
59,-8640,4548,16200,-957,-128,424
60,-8564,3936,15460,-905,-228,339
61,-8020,3844,15412,-854,-264,215
62,-7080,3940,14748,-878,-272,110
63,-6364,3852,13796,-881,-249,44
64,-6332,3256,13116,-798,-291,21
65,-5696,2752,12544,-721,-324,-38
66,-4216,2424,11792,-700,-299,-100
67,-3000,2052,10588,-683,-227,-105
68,-2064,1556,9532,-542,-184,-91
69,-1676,1100,9972,-302,-164,-22
70,-1460,816,11004,-146,-166,48
71,-1768,668,11060,-37,-168,118
72,-2444,860,12508,99,-74,123
73,-2208,1412,15008,168,16,69
74,-1944,1772,15956,27,89,38
75,-2624,2096,15692,-89,97,66
76,-3004,2028,15572,-21,-16,77
77,-2476,2172,16556,102,-105,60
78,-2536,1980,17440,71,-165,78
79,-2728,1856,17192,-50,-191,54
80,-2268,2024,17348,-105,-154,-1
