seq,ax,ay,az,gx,gy,gz
0,-5096,2004,18400,-84,108,149
1,-5644,2052,18336,-119,-11,72
2,-5716,2096,18344,-171,-28,4
3,-5376,2232,18668,-205,-20,-47
4,-5720,2164,19056,-276,-54,-66
5,-5936,1768,17992,-361,-95,-100
6,-6116,1748,17444,-386,-105,-171
7,-5936,1636,17384,-384,-118,-246
8,-6232,1484,17444,-399,-144,-296
9,-5872,1496,16968,-445,-151,-351
10,-6012,1196,16384,-488,-90,-374
11,-6680,760,16212,-478,-93,-408
12,-7020,572,15608,-449,-179,-487
13,-6980,80,15208,-451,-194,-608
14,-6724,72,14716,-484,-172,-749
15,-6180,184,13492,-456,-180,-824
16,-6060,-224,13108,-366,-134,-860
17,-6648,-620,12716,-271,-147,-925
18,-6036,-692,12280,-158,-142,-1075
19,-4736,-668,11908,-101,-28,-1186
20,-4236,-620,11992,-91,115,-1217
21,-3916,-456,11048,-40,108,-1220
22,-3272,-296,10360,95,86,-1204
23,-2760,-180,10388,261,107,-1143
24,-2476,-32,10632,413,73,-1077
25,-2064,-28,10568,516,31,-1001
26,-1644,484,10924,643,-2,-957
27,-1228,968,11352,711,40,-904
28,-644,1280,11184,753,81,-871
29,400,1780,11228,793,169,-845
30,1328,2240,11164,865,219,-795
31,1788,2584,11312,981,280,-652
32,1004,2744,12456,1127,264,-468
33,1252,3272,13552,1255,169,-362
34,2120,4232,15040,1310,138,-267
35,2588,5100,15864,1229,216,-153
36,2804,5676,15976,1168,303,-39
37,2852,6500,16992,1208,364,76
38,3364,7568,18956,1251,354,235
39,2624,8032,20520,1127,331,465
40,1980,8420,19932,894,344,646
41,1228,8684,19744,765,470,783
42,416,8624,20712,741,536,876
43,324,8764,21356,599,562,925
44,-164,8936,21928,405,632,1036
45,-1576,9084,22068,246,633,1203
46,-3252,8924,22516,104,598,1323
47,-4492,8924,22636,-84,567,1356
48,-6084,8632,22644,-260,537,1371
49,-7808,7972,22700,-407,472,1339
50,-8992,7772,22612,-575,374,1241
51,-9400,7556,22612,-753,244,1124
52,-9912,7116,22012,-946,87,1060
53,-10216,6500,20132,-1099,-95,989
54,-11208,5616,17800,-1218,-46,871
55,-11236,5072,17724,-1070,-106,657
56,-10368,4588,17800,-1020,-178,503
57,-10324,4148,17252,-1096,-261,430
58,-10380,3532,15636,-1195,-303,340
59,-10032,2836,13988,-1147,-342,200
60,-8764,2436,13740,-1032,-337,29
61,-7456,2412,13800,-961,-363,-64
62,-6056,1792,12152,-969,-375,-90
63,-5196,1376,10800,-962,-143,-114
64,-4644,908,10320,-830,-7,-139
65,-4220,828,9620,-653,17,-143
66,-4180,0,9588,-443,24,-163
67,-2884,268,10052,-253,41,-264
68,-1348,616,10976,-140,132,-296
69,-932,676,12424,-69,150,-206
70,-1296,1076,13212,-20,102,-56
71,-2040,1200,15072,62,12,69
72,-2944,1540,16080,26,-98,129
73,-3188,1800,16556,-78,-127,90
74,-3388,1704,16396,-153,-83,22
75,-2940,1024,16348,-122,-109,-51
