seq,ax,ay,az,gx,gy,gz
0,-7312,3504,19064,-103,40,107
1,-7340,3980,18764,-140,8,-26
2,-6292,4196,19984,-146,40,-148
3,-5612,4036,19980,-268,-20,-112
4,-7048,3408,18584,-412,-79,-43
5,-7808,2592,17876,-393,-151,-129
6,-7408,2396,18196,-405,-169,-282
7,-6620,2496,17820,-486,-171,-362
8,-7084,2068,17068,-518,-212,-382
9,-6716,2012,16416,-476,-271,-456
10,-6204,1776,16484,-472,-231,-500
11,-6588,1728,16064,-549,-189,-532
12,-6728,1600,14892,-565,-195,-601
13,-6324,1112,14132,-510,-178,-685
14,-5392,704,13716,-463,-148,-770
15,-5108,612,13488,-427,-134,-806
16,-4944,492,12024,-364,-157,-822
17,-5216,260,11660,-265,-70,-838
18,-5596,12,11020,-153,-26,-868
19,-5288,-208,11176,7,-14,-991
20,-4376,-92,11120,92,56,-1090
21,-3712,-248,10752,140,82,-1147
22,-3436,192,10240,235,105,-1171
23,-2416,264,9768,319,145,-1118
24,-2060,620,9620,475,171,-1055
25,-888,1304,10012,666,96,-992
26,-1192,1584,11596,751,142,-831
27,-1960,1568,11152,750,56,-710
28,-2272,2140,10660,829,33,-759
29,288,3400,11536,987,43,-843
30,1920,4016,13524,1048,46,-696
31,2088,4320,13580,1005,7,-441
32,964,4384,13360,993,31,-263
33,496,4368,12928,1036,96,-214
34,528,4416,13788,1120,149,-201
35,1396,4812,14744,1134,205,-142
36,1808,5904,15832,1129,252,30
37,1396,6404,16236,1107,237,217
38,636,7112,16780,1066,331,297
39,364,7888,17876,984,529,321
40,448,8436,19272,895,597,402
41,296,9340,19556,776,539,551
42,16,9680,19504,656,543,720
43,-960,10008,20080,553,589,860
44,-1640,9752,20716,512,528,960
45,-2244,9768,21468,421,476,1042
46,-3128,9880,21608,217,456,1126
47,-4556,9740,20732,21,513,1155
48,-5412,9768,21532,-15,486,1130
49,-5688,9908,22184,-116,393,1139
50,-6420,9400,22036,-322,361,1158
51,-7688,9092,21016,-522,403,1120
52,-8644,8716,20400,-641,408,1048
53,-9324,8240,20356,-713,297,966
54,-9852,7772,19204,-794,140,908
55,-10228,7172,18732,-826,40,822
56,-10252,6836,18524,-850,-69,733
57,-10676,6292,17964,-929,-181,655
58,-10672,5424,16976,-1005,-215,530
59,-10000,4880,16096,-1057,-251,354
60,-9152,4568,15068,-1071,-252,225
61,-8664,4284,13960,-1057,-273,164
62,-8120,3720,13264,-1006,-313,98
63,-7192,3120,12640,-961,-307,3
64,-7244,2632,12120,-885,-259,-24
65,-7120,2124,11576,-753,-294,-85
66,-5948,1980,11280,-669,-233,-223
67,-3884,2244,11208,-626,-168,-318
68,-2352,2416,10508,-609,-67,-262
69,-2740,1868,10180,-478,-47,-126
70,-3144,1424,11104,-219,-76,-82
71,-2828,1564,11924,-151,-37,-127
72,-1924,1852,13344,-147,63,-166
73,-1736,2480,13340,-200,82,-98
74,-2156,2528,13260,-144,85,-6
75,-1908,2772,14192,53,-26,36
76,-1544,2944,16160,176,-112,126
77,-2308,2736,16880,98,-104,241
78,-3000,2640,16456,15,-94,259
79,-2912,1944,16268,35,-124,212
80,-3044,2000,17000,50,-207,166
81,-3968,1636,16928,0,-249,158
82,-4200,1456,16488,-45,-306,32
