seq,ax,ay,az,gx,gy,gz
0,316,3324,17780,110,-27,205
1,340,3648,16984,-1,-108,248
2,-320,3760,16688,41,-79,221
3,-664,3860,17268,59,-29,138
4,-916,4024,17748,53,-14,121
5,-792,4100,17820,-30,-31,91
6,-432,4340,17496,-43,-13,83
7,-1136,4172,18260,-23,-6,109
8,-1640,4604,18364,-97,-27,104
9,-1428,4444,18276,-161,5,46
10,-1524,4524,18148,-201,111,-14
11,-1632,4276,18372,-259,71,-53
12,-1256,4184,18100,-364,18,-83
13,-896,4140,17480,-435,-5,-111
14,-512,3700,17120,-461,0,-139
15,-496,3568,17244,-483,50,-143
16,-844,3648,16612,-561,-9,-122
17,-740,3204,15744,-610,-66,-174
18,-480,2868,15380,-582,-31,-223
19,-404,2560,15772,-514,-18,-237
20,-548,2400,15764,-552,-59,-236
21,-212,2252,15428,-564,-27,-289
22,-340,2156,15348,-526,15,-319
23,-784,1980,15588,-533,-18,-343
24,-852,1820,15528,-567,-99,-372
25,-432,2012,14800,-591,-111,-445
26,28,1820,14352,-511,-89,-491
27,-452,1712,14940,-426,-141,-452
28,-1140,1672,14744,-474,-236,-453
29,-1296,1528,13936,-517,-248,-544
30,-988,1228,13308,-474,-257,-679
31,-524,844,13260,-388,-256,-754
32,-384,1048,13764,-302,-296,-759
33,-152,1248,13796,-315,-330,-800
34,488,1128,13352,-338,-258,-866
35,604,760,12792,-306,-286,-860
36,788,296,12108,-220,-333,-848
37,1532,-96,12104,-38,-273,-884
38,1940,-40,12852,152,-179,-885
39,1700,232,13404,211,-153,-814
40,1604,592,13204,190,-264,-747
41,2692,232,12628,245,-373,-731
42,3812,640,13316,425,-185,-760
43,3200,580,13984,516,80,-692
44,1648,736,14032,498,85,-533
45,1776,1132,13972,504,-173,-506
46,3316,2072,13832,547,-218,-576
47,3616,2020,13400,607,-14,-563
48,3668,1788,13632,739,124,-485
49,4164,2140,14924,850,30,-399
50,4672,3028,15280,791,-60,-281
51,5312,3564,14704,744,18,-227
52,6004,3032,14600,827,212,-199
53,6104,3200,16008,925,421,-88
54,5968,4004,16472,850,299,189
55,6248,4308,16608,834,324,278
56,6064,4420,17284,851,482,344
57,5652,4476,17640,786,570,464
58,4544,4804,17524,695,518,634
59,4512,5368,17828,682,371,682
60,5512,5764,18892,658,305,715
61,5344,5628,19048,594,352,802
62,4380,5780,19144,504,438,922
63,3272,6280,19508,431,381,1040
64,2160,6548,19320,322,285,1102
65,1548,6364,19412,257,280,1091
66,1384,6472,19576,197,290,1072
67,1080,6784,19964,142,352,1074
68,-192,6732,20296,27,367,1102
69,-756,6740,20068,-66,293,1086
70,-704,6652,19588,-170,265,1013
71,-360,6676,19712,-208,376,945
72,-1560,6660,20068,-272,498,956
73,-3268,6748,20032,-437,479,952
74,-3868,6400,18652,-619,362,784
75,-3368,6056,18068,-632,396,631
76,-2840,5636,17700,-590,500,517
77,-2524,5668,18080,-553,641,428
78,-3244,5396,18032,-643,630,396
79,-4152,5172,16984,-801,471,368
80,-4908,4924,15316,-914,319,261
81,-4648,4560,14312,-872,248,139
82,-4140,4200,13984,-745,249,-2
83,-3760,4000,14128,-651,213,-82
84,-3460,3436,13808,-640,99,-128
85,-2848,3228,12960,-630,26,-220
86,-1972,2624,11696,-577,-22,-298
87,-916,1924,10892,-419,-8,-355
88,184,1156,11148,-194,23,-374
89,1276,992,11564,-10,10,-333
90,1492,620,12272,66,-45,-173
91,1568,944,12612,118,-76,-57
92,1232,1332,13440,205,-59,20
93,796,1520,15068,235,-40,60
94,340,1888,16084,164,-38,75
95,516,1900,14996,147,-12,45
