seq,ax,ay,az,gx,gy,gz
0,-3996,2420,17572,-53,114,1
1,-3656,2168,17876,-28,-4,33
2,-4108,2104,17456,-42,-149,60
3,-4180,2016,17408,-40,-147,25
4,-4380,2380,18176,-56,-69,-38
5,-4264,2472,18160,-97,-81,-48
6,-4068,2416,18260,-184,-38,-45
7,-4164,2296,18380,-245,-18,-35
8,-4892,1984,17744,-300,-79,-19
9,-5244,1860,17728,-304,-78,-56
10,-5448,1680,18016,-325,-83,-159
11,-5352,1664,17660,-366,-112,-224
12,-4972,1460,17328,-413,-171,-322
13,-4668,1176,17108,-433,-193,-357
14,-4364,1188,16472,-467,-228,-386
15,-4388,848,15988,-461,-258,-380
16,-4408,400,15736,-422,-252,-429
17,-4300,168,16020,-398,-244,-452
18,-4068,336,15896,-435,-231,-492
19,-4216,132,15668,-460,-259,-473
20,-4864,-336,14672,-435,-342,-491
21,-4568,-232,14292,-417,-306,-590
22,-3672,-436,14116,-364,-281,-691
23,-3592,-456,13952,-342,-284,-707
24,-3720,-848,13268,-253,-299,-732
25,-3556,-992,12908,-198,-259,-790
26,-3580,-896,13164,-114,-142,-878
27,-3408,-1128,13192,-67,-112,-926
28,-2664,-928,13012,-41,-139,-986
29,-1968,-712,12204,-9,-177,-991
30,-1664,-204,12340,126,-125,-968
31,-1376,-272,12584,226,-122,-944
32,-88,-60,12628,305,-132,-928
33,368,264,12864,334,-86,-881
34,404,300,12948,405,-44,-769
35,48,428,12916,454,-13,-736
36,360,764,13532,541,135,-777
37,392,1052,14388,543,237,-785
38,1404,1296,14400,509,214,-741
39,1768,1656,14032,511,207,-659
40,1440,1752,14092,573,272,-494
41,1332,1788,14276,629,287,-435
42,1168,2396,15168,723,309,-339
43,1184,2740,15684,758,291,-262
44,600,3144,16384,740,322,-137
45,460,3164,16344,707,298,-79
46,188,3428,16120,637,332,-30
47,256,3648,16180,625,359,-12
48,756,3832,16588,636,375,25
49,468,3992,16408,623,383,153
50,-456,4016,16676,634,391,253
51,-644,4680,17064,661,368,266
52,-712,4932,17228,619,408,298
53,-888,5236,17452,575,449,314
54,-896,5572,17580,525,490,343
55,-1292,5644,17724,455,500,419
56,-1492,5492,17548,403,481,470
57,-1160,5448,17616,383,470,499
58,-916,5620,17820,381,474,569
59,-1424,5924,18288,352,503,674
60,-2212,5904,18640,317,495,757
61,-2984,5952,19132,254,503,790
62,-2988,6080,19268,169,483,773
63,-3256,6500,19368,89,497,801
64,-4220,6556,19676,2,500,860
65,-4696,6532,19712,-60,459,880
66,-5188,6516,19456,-153,392,864
67,-5192,6480,19244,-197,314,852
68,-5588,6172,19108,-254,291,856
69,-5436,6216,18924,-370,315,778
70,-5300,6104,18528,-489,370,716
71,-5988,5768,18136,-581,384,742
72,-6652,5208,17752,-625,327,755
73,-7492,4944,17292,-662,233,725
74,-7820,4500,16792,-653,131,664
75,-7908,3948,16892,-640,45,592
76,-7836,3748,16752,-678,-12,527
77,-8536,3272,16152,-702,-70,513
78,-8836,3116,15852,-699,-92,416
79,-8712,2812,15768,-702,-110,275
80,-8144,2632,15292,-722,-146,160
81,-7632,2436,14832,-730,-132,93
82,-7520,2016,14188,-717,-120,50
83,-7236,1772,13696,-662,-143,-30
84,-6260,1736,13932,-583,-143,-124
85,-5608,1764,13784,-545,-122,-136
86,-5124,1672,13872,-521,-51,-137
87,-4556,1628,13420,-508,-46,-135
88,-4120,1300,13156,-459,-35,-116
89,-3548,1432,13184,-369,9,-110
90,-3116,1304,13244,-319,43,-79
91,-3240,1164,13348,-274,55,-46
92,-2868,1124,13540,-213,52,-52
93,-2760,1080,14028,-177,87,0
94,-3864,664,14168,-174,96,66
95,-4596,300,13960,-114,26,48
96,-3892,576,14600,-8,-24,-41
97,-2996,720,15640,44,-52,-29
98,-3304,780,15700,-43,-29,51
99,-4132,712,15532,-69,-53,72
100,-4176,680,15476,-29,-70,14
101,-3688,448,16228,15,-105,-32
102,-3336,804,16864,35,-158,-44
103,-3672,968,17064,-80,-178,-13
104,-3832,992,16524,-203,-195,-12
