seq,ax,ay,az,gx,gy,gz
0,-1948,2684,15816,-41,-11,31
1,-2088,2908,15908,28,-40,21
2,-1756,3124,16752,52,3,1
3,-1780,3208,16944,14,-1,10
4,-1864,2976,16788,-48,27,28
5,-1888,2676,16824,-40,32,36
6,-2000,2732,17584,-7,80,40
7,-2360,2828,18408,9,79,61
8,-3680,2932,19132,-2,-39,114
9,-3944,3248,19528,-16,-106,79
10,-3460,3692,19932,-120,-121,-34
11,-3080,3696,19988,-235,-99,-81
12,-2900,3500,19248,-426,-108,-81
13,-3136,3072,18512,-512,-122,-72
14,-3256,2616,17392,-563,-129,-118
15,-3208,2420,17100,-536,-132,-151
16,-2924,2028,17096,-484,-143,-179
17,-3172,1940,17080,-488,-156,-180
18,-3528,1696,16384,-502,-169,-204
19,-3724,1508,16452,-513,-147,-237
20,-3924,1268,16136,-504,-155,-322
21,-3632,1092,16088,-501,-172,-368
22,-3524,944,15528,-523,-200,-424
23,-3608,836,15092,-505,-230,-447
24,-3328,476,14576,-434,-258,-506
25,-3296,356,14472,-401,-229,-549
26,-2948,264,14432,-359,-205,-612
27,-2756,192,14256,-349,-173,-667
28,-2348,176,14124,-323,-148,-707
29,-1960,316,13968,-296,-155,-725
30,-1504,172,13836,-228,-151,-706
31,-1472,156,13576,-173,-141,-693
32,-1044,120,13640,-98,-119,-699
33,-952,-84,13872,-55,-113,-688
34,-676,12,13696,-1,-121,-685
35,-524,-28,13568,34,-93,-682
36,-192,-8,13600,94,-86,-680
37,-112,-28,14048,156,-72,-669
38,280,116,14176,166,-51,-659
39,408,384,14172,152,-15,-637
40,700,420,14096,196,-13,-594
41,564,572,13964,227,6,-566
42,424,212,13564,254,27,-557
43,1112,432,13788,313,73,-594
44,2152,1028,14196,361,146,-540
45,1908,1160,14192,378,154,-439
46,1080,1100,14172,433,132,-339
47,348,1316,14112,522,125,-342
48,968,1560,14488,561,151,-402
49,1632,1804,14648,567,184,-399
50,1244,2260,15092,591,186,-297
51,36,1988,14820,674,49,-146
52,-472,1956,14912,735,29,-150
53,-700,2072,15324,729,70,-201
54,-1240,2144,15200,637,176,-307
55,-884,2436,15072,538,368,-487
56,-920,2908,15892,457,625,-622
57,124,3664,16104,426,563,-612
58,828,4216,15772,441,444,-493
59,992,4840,15228,563,280,-269
60,1148,5432,15208,726,163,-66
61,1120,5552,16104,834,193,97
62,1060,5788,16772,755,323,219
63,52,5752,16896,598,462,280
64,-560,5768,16744,520,504,316
65,-976,5732,16932,527,482,357
66,-1428,6032,17108,564,418,418
67,-1672,6152,17096,561,350,446
68,-1284,6508,17164,523,369,407
69,-588,6700,17316,422,448,400
70,-304,7076,17064,331,510,462
71,-656,7276,17188,311,564,569
72,-1456,7468,17768,318,577,664
73,-1952,7824,18092,283,590,714
74,-2636,7916,18772,188,640,753
75,-3344,7864,18940,83,591,811
76,-4000,7740,18820,5,536,838
77,-4024,7704,18840,-82,504,811
78,-4064,7548,19020,-163,463,823
79,-4824,7304,18820,-241,362,889
80,-5268,7144,18124,-309,283,897
81,-5360,6900,17776,-364,263,848
82,-5244,6896,17972,-410,249,785
83,-5008,6760,17588,-498,205,761
84,-4792,6776,17168,-560,163,762
85,-4956,6708,16704,-571,126,789
86,-5204,6172,16436,-586,115,793
87,-5964,5736,16416,-610,110,767
88,-6064,5336,16176,-627,107,672
89,-6100,5108,16496,-618,122,581
90,-6168,4844,16608,-621,43,543
91,-6124,4608,16320,-637,-51,518
92,-6304,4160,16128,-646,-85,476
93,-6504,3928,15956,-647,-104,391
94,-5984,3904,15860,-633,-130,293
95,-5576,3588,15844,-636,-141,242
96,-5864,3404,15856,-658,-167,218
97,-5788,2884,15600,-647,-201,161
98,-4972,2760,15456,-689,-177,41
99,-4416,2660,14756,-781,-93,-17
100,-4052,2408,13580,-758,-86,-38
101,-3388,1984,13000,-636,-79,-47
102,-2920,1840,12808,-513,-52,-42
103,-2888,1340,12368,-398,-73,-22
104,-2784,904,11904,-255,-87,-39
105,-2816,1032,12200,-71,-85,-91
106,-2324,1592,12588,117,-183,-96
