seq,ax,ay,az,gx,gy,gz
0,-4540,2196,18052,-165,3,-166
1,-3980,2128,18680,-185,-1,-156
2,-4040,1912,18564,-246,-82,-57
3,-5100,1644,18568,-300,-101,-43
4,-5788,1196,18164,-308,-144,-137
5,-5464,1124,18356,-340,-125,-274
6,-4688,1476,17928,-425,-96,-351
7,-4452,1288,17236,-460,-117,-313
8,-5176,1020,16868,-432,-182,-288
9,-5116,552,16600,-421,-213,-362
10,-4500,712,16320,-475,-142,-458
11,-4216,352,15772,-510,-111,-471
12,-4440,184,15264,-477,-152,-459
13,-4660,20,14800,-407,-196,-450
14,-5116,-320,14600,-354,-206,-489
15,-4960,-280,14476,-296,-228,-574
16,-4528,-556,14156,-283,-233,-625
17,-4284,-684,13596,-257,-200,-694
18,-4000,-736,13388,-225,-149,-766
19,-3804,-804,13188,-171,-124,-811
20,-3468,-856,13100,-123,-122,-844
21,-3276,-880,13312,-52,-145,-847
22,-3192,-980,12844,-9,-209,-851
23,-3172,-992,12180,32,-152,-882
24,-3268,-920,11996,115,-38,-965
25,-2336,-740,12088,216,-2,-1061
26,-544,-152,12016,303,37,-1111
27,200,336,12324,345,145,-1028
28,224,504,12136,392,163,-888
29,416,572,11300,483,159,-768
30,932,1100,11456,592,186,-714
31,896,1452,12288,680,254,-641
32,1460,1628,12444,733,232,-547
33,1232,1472,12804,787,245,-395
34,664,1720,13152,831,264,-305
35,384,2196,13472,869,294,-269
36,780,2832,14076,938,275,-213
37,260,3276,14972,978,318,-129
38,336,3548,15628,996,305,-114
39,340,3740,16216,965,307,-43
40,260,4044,16640,952,302,40
41,680,4696,16576,953,263,110
42,784,5404,16708,935,348,191
43,972,6088,17544,959,394,254
44,720,6788,18140,934,428,353
45,-304,7152,19036,859,449,448
46,-228,7488,19372,770,432,501
47,-8,7852,19700,674,448,581
48,44,8012,20020,567,496,688
49,-744,8064,20044,446,554,821
50,-2000,8048,20336,355,565,926
51,-2948,8316,20596,247,565,977
52,-3860,8168,20468,88,619,1002
53,-5112,7784,20332,-16,600,1034
54,-5892,7464,20568,-104,523,1023
55,-5956,7456,20820,-228,444,974
56,-5808,7372,20512,-390,364,968
57,-6444,7132,20772,-529,317,1011
58,-7396,6960,20452,-666,198,1052
59,-8864,6220,19092,-790,114,1056
60,-9948,5744,18508,-773,63,921
61,-9340,5856,19480,-731,33,699
62,-8396,5820,20028,-812,-40,612
63,-7928,5272,18588,-1064,-144,623
64,-9308,4356,17288,-1186,-91,582
65,-9472,3856,16304,-1112,-77,397
66,-8888,3600,16980,-1025,-156,262
67,-8172,3340,16320,-1068,-285,187
68,-7860,2828,14932,-1156,-320,113
69,-7488,2156,13088,-1130,-320,18
70,-6416,1652,12384,-998,-330,-92
71,-4976,1280,11216,-901,-309,-169
72,-3664,912,10176,-803,-258,-207
73,-2344,660,9144,-666,-197,-210
74,-1688,12,8596,-495,-115,-166
75,-1168,-460,8804,-276,-55,-123
76,-1052,-144,10060,-103,26,-67
77,-1456,120,11404,28,18,27
78,-1900,376,12812,139,-34,86
79,-2232,940,14324,186,-61,140
80,-2564,1340,15588,194,-26,168
81,-2944,1496,16908,144,-4,171
82,-3152,1396,17336,49,-29,131
83,-2884,1592,17544,-26,-39,67
84,-2704,1288,17432,-112,-58,42
85,-2500,1012,16916,-146,-64,37
