seq,ax,ay,az,gx,gy,gz
0,-4792,2544,17704,-124,47,19
1,-5124,2460,17708,-190,67,35
2,-5392,2400,17908,-192,50,38
3,-5980,2116,18072,-218,19,34
4,-6528,1952,17984,-270,-4,-15
5,-6340,2056,17572,-333,-1,-113
6,-5908,2120,17504,-384,67,-176
7,-5708,2016,17312,-427,81,-156
8,-6592,1744,17200,-434,43,-102
9,-7572,1284,16892,-441,-5,-116
10,-7620,1172,17140,-431,-20,-216
11,-7412,1204,16804,-473,-58,-275
12,-7536,780,16276,-526,-111,-303
13,-7536,628,15712,-512,-136,-360
14,-7608,328,15340,-491,-193,-428
15,-7260,172,14936,-474,-205,-500
16,-7148,-124,14584,-458,-193,-549
17,-6888,-328,14108,-432,-223,-607
18,-6772,-648,13596,-383,-197,-664
19,-6440,-724,13120,-313,-198,-740
20,-5904,-784,12600,-286,-182,-812
21,-5676,-896,11964,-207,-149,-860
22,-5432,-652,11744,-92,-168,-898
23,-5036,-688,11568,14,-178,-943
24,-3924,-792,11692,81,-137,-994
25,-3608,-760,11844,88,-52,-966
26,-4620,-1184,10948,68,52,-941
27,-5492,-1520,11056,123,324,-1076
28,-4924,-1536,11688,132,492,-1282
29,-3392,-700,11768,141,459,-1365
30,-2012,-340,11044,239,286,-1247
31,-1216,-332,10860,462,166,-1049
32,-748,-160,11636,673,87,-859
33,-248,416,12180,838,-3,-676
34,-740,936,13080,944,30,-514
35,-816,1056,14476,973,100,-458
36,-264,1392,15192,915,164,-438
37,-412,1980,15592,862,231,-339
38,-696,2408,15188,830,228,-237
39,-1236,2928,15620,850,264,-162
40,-1240,3040,16300,899,226,-102
41,-1168,3480,16604,890,169,-37
42,-1552,3232,16072,821,194,40
43,-1768,3308,16184,780,252,41
44,-1252,3448,16308,773,233,69
45,-1076,3940,16368,784,269,156
46,-1240,3992,16464,791,275,270
47,-1292,4276,16956,793,295,365
48,-1804,5140,17444,763,329,453
49,-2116,5424,17956,736,298,531
50,-2144,5928,18444,700,304,606
51,-2656,6380,19236,596,384,681
52,-3236,6608,19476,463,445,724
53,-3972,6920,19760,360,413,766
54,-3980,7000,20004,310,302,816
55,-4004,7072,20204,214,299,868
56,-4628,7020,20260,44,350,889
57,-4496,6908,19832,-84,385,879
58,-4448,6860,19728,-177,399,910
59,-5740,6760,19228,-280,389,1022
60,-7152,6384,19096,-286,329,1059
61,-7244,6456,19120,-310,265,966
62,-6568,6636,19028,-408,277,871
63,-6560,6432,18620,-528,313,885
64,-7428,6068,18016,-589,242,958
65,-8160,5600,17404,-600,190,931
66,-8136,5468,17064,-625,169,841
67,-8396,5248,16988,-668,173,791
68,-9352,4720,16432,-709,129,775
69,-9992,4248,16056,-697,47,704
70,-10436,3712,15872,-663,-70,593
71,-9912,3752,15856,-657,-169,441
72,-8988,3556,15636,-680,-204,338
73,-8272,3588,15120,-677,-219,288
74,-7964,3424,15216,-669,-143,242
75,-7956,3120,15184,-702,-105,207
76,-8328,2680,14700,-718,-113,168
77,-8572,2496,14436,-691,-127,81
78,-7920,2076,14388,-647,-135,-28
79,-6924,2152,14752,-609,-130,-85
80,-6804,1984,14520,-630,-123,-71
81,-7084,1640,14016,-633,-113,-88
82,-6696,1384,13796,-577,-100,-168
83,-6244,1320,13760,-544,-84,-210
84,-5904,924,13552,-496,-95,-229
85,-5100,696,13672,-449,-103,-251
86,-4160,688,13704,-455,-80,-260
87,-3864,740,13104,-458,-35,-219
88,-3612,596,13036,-346,-38,-189
89,-2980,568,13384,-216,-53,-135
90,-2528,612,13784,-160,1,-53
91,-2664,660,14124,-139,48,59
92,-3552,260,14124,-101,42,148
93,-4400,-32,14520,-45,26,124
94,-4604,-324,15052,-22,-39,16
95,-4172,204,15528,-69,-72,-107
