seq,ax,ay,az,gx,gy,gz
0,-5180,3848,20104,-162,78,-57
1,-5800,3844,19532,-237,-11,-35
2,-6456,3020,18972,-298,-77,-60
3,-6700,2312,17960,-370,-115,-172
4,-6012,2728,17840,-424,-120,-316
5,-6276,2352,17436,-437,-182,-318
6,-6564,2264,17016,-452,-246,-356
7,-6316,2020,16788,-482,-229,-410
8,-6568,1408,15912,-513,-260,-453
9,-6588,1112,15320,-498,-290,-511
10,-6488,912,15248,-478,-276,-608
11,-6096,984,14632,-480,-274,-670
12,-6012,748,14084,-464,-307,-708
13,-5772,408,13356,-423,-344,-763
14,-5476,196,12284,-350,-342,-852
15,-5064,124,12284,-261,-326,-947
16,-4320,52,11740,-206,-259,-1030
17,-4216,156,12048,-124,-201,-1042
18,-3708,28,11260,-34,-274,-1078
19,-2608,464,10804,37,-239,-1133
20,-1752,580,10348,98,-145,-1136
21,-1544,732,10124,237,-79,-1105
22,-1080,752,10840,367,-48,-1107
23,-260,960,10588,460,-57,-1103
24,928,1252,11108,583,-33,-1030
25,1572,1868,11196,677,17,-934
26,2120,2552,11544,730,115,-823
27,2196,2676,11776,763,190,-704
28,2204,3008,12460,879,223,-611
29,1964,3416,13360,974,271,-492
30,1204,3560,13736,986,317,-382
31,868,3916,14432,1004,361,-358
32,896,4232,15168,1019,358,-308
33,1168,5100,15592,1058,272,-215
34,1756,6156,16276,1074,311,-153
35,2340,7136,17160,1017,375,-51
36,2408,7316,16824,922,468,101
37,1488,7572,17484,844,630,219
38,1032,8152,17908,783,670,317
39,372,8344,17548,752,625,431
40,168,8328,18308,723,660,518
41,-496,8192,18368,607,593,657
42,-1144,8204,17724,515,551,732
43,-584,8444,18316,517,592,760
44,-1200,8884,19612,471,650,878
45,-2312,9232,20352,351,679,977
46,-3380,9420,20708,199,671,1029
47,-4220,9576,20564,51,679,1035
48,-5252,9592,21064,-58,659,1060
49,-6384,9484,21244,-177,596,1061
50,-6504,9560,21164,-273,461,1016
51,-6656,9060,20760,-421,392,995
52,-7108,8544,19688,-570,336,986
53,-7708,8076,18824,-664,295,952
54,-7756,7780,18144,-700,225,902
55,-8052,7292,18052,-717,138,894
56,-9604,6676,17220,-769,15,905
57,-10228,6208,16976,-760,-91,766
58,-8908,6212,17144,-756,-193,595
59,-7588,6024,16908,-817,-228,530
60,-7040,5828,15968,-916,-232,516
61,-7344,5428,15284,-947,-192,491
62,-6960,4904,15124,-879,-199,407
63,-6456,4596,15300,-881,-180,350
64,-6716,4008,15100,-920,-185,317
65,-7140,3308,14412,-916,-208,253
66,-6596,2944,14224,-874,-211,130
67,-6096,2656,13992,-850,-223,54
68,-6056,2184,13556,-809,-260,18
69,-5748,1440,13000,-737,-277,-41
70,-4752,1168,12440,-679,-239,-112
71,-4936,820,11772,-642,-187,-117
72,-5220,204,10700,-545,-236,-129
73,-4608,80,10396,-391,-262,-189
74,-3832,-20,10316,-225,-299,-234
75,-1720,364,10352,-79,-276,-305
76,-308,892,11156,16,-99,-292
77,112,1476,11932,87,-4,-216
78,264,2224,13752,232,36,-110
79,44,3312,16204,261,122,-14
80,-1348,3144,17264,123,165,91
81,-2672,3032,17304,-10,131,94
82,-2792,2532,17092,8,-13,41
83,-2116,2412,17364,63,-146,47
