seq,ax,ay,az,gx,gy,gz
0,-2996,2136,17292,3,-194,-35
1,-3064,2208,17788,10,-173,-41
2,-3460,2452,18524,-17,-132,-61
3,-3348,2712,18744,-95,-142,-111
4,-3036,2996,18832,-191,-132,-139
5,-3024,2876,18848,-264,-149,-120
6,-3040,2716,18424,-321,-186,-116
7,-3284,2432,18076,-370,-189,-121
8,-3468,2176,17788,-385,-215,-139
9,-3676,1828,17776,-383,-233,-155
10,-3776,1660,17548,-404,-274,-186
11,-3660,1556,17056,-425,-287,-236
12,-3824,1388,17004,-447,-288,-272
13,-3824,916,16260,-455,-316,-312
14,-3628,912,16060,-448,-310,-373
15,-3244,596,15328,-448,-297,-428
16,-3112,164,15116,-410,-280,-456
17,-2972,-24,14800,-355,-297,-490
18,-2668,268,14980,-341,-271,-534
19,-2628,160,14768,-331,-246,-558
20,-2692,-76,14444,-313,-214,-600
21,-2796,-204,14344,-295,-159,-672
22,-2304,-60,14228,-257,-130,-763
23,-1592,8,14200,-210,-125,-798
24,-868,248,14336,-163,-142,-771
25,-732,392,14288,-123,-169,-691
26,-764,152,13796,-78,-183,-636
27,-1104,52,13760,-18,-143,-642
28,-1012,-164,13796,36,-145,-685
29,-304,-52,13696,85,-151,-729
30,284,224,13744,107,-115,-723
31,692,240,13244,110,-78,-688
32,764,272,13280,142,-9,-673
33,880,356,13096,185,10,-641
34,688,124,13048,249,-3,-580
35,652,176,13140,340,9,-553
36,676,188,13204,381,71,-546
37,832,532,13472,418,149,-557
38,784,1020,14144,462,191,-525
39,696,1048,14116,471,172,-488
40,956,1480,13928,523,160,-475
41,1244,2220,14280,599,194,-433
42,976,2324,14608,636,199,-354
43,780,2300,15016,644,229,-315
44,404,2252,15256,643,236,-286
45,188,2776,15112,659,206,-260
46,-372,3056,15032,705,195,-239
47,-176,3320,15448,715,230,-287
48,608,3712,15296,652,264,-315
49,932,4028,14948,620,309,-261
50,416,3948,14636,622,357,-170
51,140,3624,14720,675,318,-119
52,688,4316,15104,774,223,-80
53,1364,5172,15684,854,187,1
54,1644,6080,16664,875,242,101
55,1396,6696,17412,798,335,200
56,1004,7136,17556,698,401,293
57,620,7260,17840,637,442,354
58,668,7524,18212,558,485,413
59,188,7744,18316,444,540,488
60,-176,7736,18080,386,526,530
61,-368,7520,17568,367,524,577
62,-916,7568,17960,346,546,637
63,-1556,7492,18288,339,478,721
64,-1784,7452,18120,280,420,741
65,-1636,7736,18084,189,453,724
66,-1796,7712,17948,82,513,752
67,-2256,7888,18052,31,541,785
68,-2800,7892,18336,4,487,844
69,-3396,7820,18504,-37,452,880
70,-4064,7760,19172,-122,444,898
71,-4696,7424,18952,-242,353,901
72,-5216,7376,18680,-338,284,880
73,-5268,7088,18144,-418,217,809
74,-5144,6948,17792,-461,157,755
75,-4860,6776,17596,-451,106,710
76,-4676,6644,17644,-442,72,696
77,-4572,6584,17764,-477,41,686
78,-4752,6336,17492,-574,66,675
79,-4872,6016,16940,-658,79,639
80,-4832,5620,16460,-675,72,593
81,-4812,5384,16204,-663,48,551
82,-4916,5076,16080,-643,18,525
83,-5100,4528,15748,-625,-47,513
84,-5408,4036,15332,-598,-75,466
85,-5268,3804,15004,-567,-72,355
86,-5096,3824,15476,-553,-6,270
87,-5032,3472,15636,-561,-47,238
88,-5016,3152,15380,-579,-136,212
89,-5064,2816,14784,-587,-186,158
90,-4612,2692,14268,-563,-156,59
91,-4016,2496,14404,-521,-116,-19
92,-3644,2484,14240,-483,-120,-45
93,-3408,2584,13960,-433,-133,-41
94,-3392,2260,13696,-384,-126,-38
95,-2608,2276,13500,-310,-122,-76
96,-1896,2392,13596,-230,-94,-72
97,-1692,2364,13792,-204,-58,-17
98,-1604,2112,13456,-178,-40,13
99,-1912,1720,13528,-102,-16,8
100,-1976,1780,14068,8,-28,-45
101,-1788,2212,14352,88,-120,-101
