seq,ax,ay,az,gx,gy,gz
0,-140,3564,17920,187,-35,111
1,192,3592,17592,-32,-17,73
2,544,3388,16548,-128,-10,48
3,620,3220,16508,-94,22,31
4,812,3320,16864,-10,39,52
5,640,3196,17348,-6,31,84
6,360,3180,17348,-75,-4,104
7,288,3192,17136,-108,-24,114
8,640,3144,17084,-92,-1,91
9,412,3208,17604,-70,42,94
10,-212,3368,17796,-152,17,137
11,-764,3424,17588,-204,-20,156
12,-1184,3148,17856,-237,-70,99
13,-752,3252,17964,-254,-73,45
14,-960,3420,18568,-300,-23,31
15,-1296,3468,18420,-363,-88,41
16,-1168,3620,18288,-437,-138,-4
17,-1344,4032,18232,-454,-120,-38
18,-1768,3572,18280,-501,-130,-115
19,-1688,3372,18108,-552,-97,-198
20,-1016,2920,17424,-627,-74,-338
21,-772,2324,16960,-652,-61,-378
22,-488,1824,15900,-678,-80,-377
23,-364,1316,15240,-666,-123,-361
24,-480,916,14624,-555,-133,-365
25,-612,944,14500,-482,-122,-375
26,-560,752,14164,-387,-201,-414
27,-256,272,14080,-326,-208,-458
28,964,272,14076,-229,-161,-488
29,1072,96,14256,-170,-144,-448
30,560,380,14760,-110,-184,-395
31,920,456,14860,-114,-233,-396
32,1612,440,14568,-126,-214,-363
33,1628,488,14592,-104,-175,-341
34,1312,436,15736,-76,-149,-321
35,1268,656,15708,-150,-131,-325
36,1716,680,14752,-257,-169,-346
37,1812,624,14808,-234,-178,-356
38,1640,648,14460,-244,-173,-354
39,1568,612,13844,-225,-158,-360
40,1544,260,14004,-111,-144,-391
41,1312,652,14284,-87,-172,-366
42,188,644,13656,-160,-286,-345
43,340,420,13076,-142,-352,-407
44,1792,224,13060,8,-306,-564
45,2172,332,13584,88,-210,-582
46,1808,532,14124,79,-301,-488
47,1824,320,13784,54,-348,-496
48,3096,24,13916,104,-229,-656
49,3596,104,13904,111,-113,-677
50,3740,88,13148,135,-116,-558
51,3900,-84,12884,227,-159,-493
52,4748,444,14004,442,-89,-487
53,4988,964,14332,467,-11,-450
54,3200,1336,13652,462,93,-284
55,2440,1292,14068,563,89,-327
56,2880,1484,14232,602,21,-368
57,4004,2012,14024,629,-39,-387
58,5004,2152,14316,730,-14,-386
59,5324,2312,15656,839,24,-297
60,4332,3116,15984,737,-4,-119
61,4020,3408,15508,680,-40,-64
62,4452,3424,15736,727,-11,-103
63,5020,3568,16408,737,91,-105
64,5400,3660,16104,674,138,-51
65,5704,3828,15640,661,186,37
66,5896,3928,15968,687,185,134
67,5484,3948,16140,676,201,234
68,4908,4068,16280,653,235,310
69,5496,4668,16456,634,189,347
70,5772,5296,16288,648,199,437
71,4560,5504,16676,679,291,578
72,3584,5556,17504,646,298,639
73,3416,5920,17668,571,239,648
74,3376,6352,17372,481,200,663
75,3356,6180,17408,458,183,663
76,3740,6168,18324,445,220,668
77,3892,6220,18808,384,246,700
78,3600,6156,18788,284,272,771
79,2704,6108,19052,227,294,841
80,1904,6388,19528,136,231,864
81,2196,6724,19972,84,240,840
82,1700,6980,20264,-39,293,857
83,832,7136,20204,-166,346,844
84,360,6980,19672,-291,351,790
85,-64,6972,19216,-394,386,735
86,-800,6576,18672,-488,398,695
87,-836,6300,18072,-562,369,591
88,-764,5908,17244,-624,339,528
89,-812,5476,16620,-671,331,447
90,-332,4996,16036,-687,314,368
91,32,4596,15300,-675,352,316
92,-256,4412,14608,-634,394,297
93,-816,4244,14284,-610,313,308
94,-616,3816,13724,-592,207,243
95,-372,3284,13088,-550,288,167
96,-320,3124,12460,-483,291,128
97,-512,2784,12240,-398,184,135
98,-536,2700,12628,-318,106,121
99,-304,2840,13088,-262,39,94
100,-216,2780,13596,-217,24,54
101,-28,2824,13828,-205,8,16
102,28,2608,13716,-179,-51,11
103,96,2544,14192,-111,-72,-17
104,428,2276,14848,-71,-66,-75
105,1160,2216,15076,-69,-61,-112
106,1304,2152,14928,-66,-93,-78
107,1480,2092,15036,-20,-116,-61
108,1436,2140,15668,26,-80,-78
109,1360,2284,16124,36,-91,-111
110,1356,2144,16360,28,-66,-145
