seq,ax,ay,az,gx,gy,gz
0,1388,2888,16248,-99,-79,77
1,1648,2844,16160,-19,-95,96
2,1508,2404,16752,24,-67,109
3,1516,2844,16792,7,-36,115
4,900,3164,16832,13,-58,168
5,304,3000,17452,31,-96,181
6,148,2748,18088,-1,-103,126
7,168,2976,18524,-86,-134,94
8,468,3060,18180,-157,-142,86
9,272,3520,18308,-165,-118,107
10,-208,3836,18636,-165,-81,91
11,-692,3960,19232,-217,-35,41
12,-1184,3688,19228,-333,39,-30
13,-1244,3596,18224,-471,54,-107
14,-1052,3008,17156,-505,-11,-143
15,-824,2692,16836,-472,-7,-194
16,-764,2660,16968,-456,-2,-240
17,-564,2344,16524,-504,-44,-282
18,-392,2152,15864,-520,-77,-309
19,-524,2188,15892,-515,-154,-298
20,-1040,2144,15808,-567,-205,-330
21,-696,2200,15216,-625,-214,-451
22,100,2092,14664,-608,-221,-567
23,464,1724,14608,-586,-242,-594
24,416,1476,14524,-615,-313,-554
25,1036,1488,13988,-606,-400,-561
26,1404,1048,14044,-549,-360,-609
27,1400,880,13816,-540,-235,-681
28,1628,860,13140,-538,-217,-709
29,2188,952,12680,-479,-270,-723
30,2132,520,12488,-405,-304,-715
31,1832,176,12172,-364,-298,-736
32,2208,184,11812,-290,-324,-801
33,2688,368,11776,-216,-389,-828
34,2672,556,11160,-184,-401,-775
35,2388,180,10868,-65,-422,-711
36,3764,48,11888,122,-373,-844
37,4972,396,12600,196,-221,-906
38,5236,564,12048,157,-78,-818
39,3476,52,11292,189,-91,-607
40,4104,176,11504,391,-237,-606
41,5404,864,12664,565,-59,-684
42,5988,1424,12488,586,151,-659
43,4272,1084,12864,638,176,-433
44,3444,1016,13412,696,-75,-357
45,5284,1864,13744,759,-63,-483
46,7740,2612,14360,836,114,-536
47,8644,2460,15212,884,326,-397
48,7604,2928,16100,880,401,-111
49,6664,3656,15940,784,262,62
50,6788,4264,14800,751,296,97
51,7344,4200,15024,874,548,44
52,7208,3676,16776,954,693,155
53,7004,4248,17416,809,523,394
54,6416,4540,16708,712,411,538
55,6316,4520,17076,764,452,552
56,6328,4652,18112,834,499,600
57,5640,5316,19576,773,463,737
58,5148,5772,19208,605,335,840
59,5284,6160,18524,537,354,870
60,4304,6280,19212,536,411,968
61,3076,6444,19300,436,349,1055
62,2192,6596,18916,325,338,1039
63,2268,6348,18616,274,367,952
64,2280,6512,18944,252,409,920
65,1860,6412,18960,160,375,963
66,1400,6056,18508,75,348,1000
67,540,6296,18936,57,391,1024
68,-240,6572,19564,-28,362,996
69,-512,6612,19536,-148,356,917
70,-864,6584,18756,-288,330,856
71,-1524,6336,18252,-354,332,789
72,-1680,6080,18248,-395,336,673
73,-1380,5936,17956,-455,339,591
74,-2024,5788,17484,-499,345,559
75,-2288,5384,17432,-529,294,483
76,-1948,5268,17100,-594,242,383
77,-1908,4908,16376,-643,232,318
78,-1864,4472,15928,-633,247,239
79,-1704,4248,15696,-624,225,185
80,-1584,3980,15256,-631,169,121
81,-1448,3804,14916,-648,115,59
82,-1200,3592,14040,-655,68,4
83,-1040,3044,13480,-605,38,-55
84,-448,2384,13180,-539,26,-123
85,468,2036,13036,-472,17,-167
86,1028,1996,12920,-388,-23,-145
87,1680,1564,13164,-336,-85,-100
88,2120,1460,13156,-295,-116,-43
89,2080,1456,13408,-234,-133,25
90,1824,1680,13620,-186,-128,47
91,2028,1844,13900,-133,-74,15
92,1952,1944,14692,-84,-13,-1
93,2108,2296,15204,-96,-18,12
94,2100,2464,15460,-152,4,14
95,1868,2328,15364,-210,131,-59
96,1308,1784,15728,-236,243,-167
