seq,ax,ay,az,gx,gy,gz
0,-280,3432,16772,62,-25,123
1,-184,3500,17016,47,-22,88
2,44,3700,17040,32,-7,59
3,-128,3636,17432,19,4,56
4,-308,3560,17560,-55,9,32
5,0,3504,17440,-112,-15,12
6,320,3264,17536,-92,54,9
7,-100,3060,17744,-102,79,29
8,-748,3096,17928,-121,18,73
9,-856,3360,18212,-146,-61,83
10,-1360,3676,18800,-205,-41,49
11,-1376,3916,18628,-267,-18,-3
12,-1368,3720,18428,-351,17,-67
13,-1624,3884,17912,-416,3,-82
14,-2024,3648,17248,-465,-1,-111
15,-1948,3212,16952,-457,43,-193
16,-2024,2836,17220,-464,37,-231
17,-2104,2652,17068,-520,12,-265
18,-1920,2652,16160,-579,-28,-297
19,-1960,2404,16164,-547,-78,-331
20,-1828,2172,16032,-537,-67,-400
21,-1460,2600,15828,-546,-66,-453
22,-1580,2016,15636,-548,-120,-479
23,-968,1724,15764,-537,-188,-539
24,-168,1780,15664,-571,-206,-583
25,-136,1232,14928,-617,-171,-595
26,-276,1164,14220,-597,-161,-592
27,-356,648,13928,-536,-242,-584
28,220,900,14272,-480,-327,-625
29,832,588,14088,-500,-366,-655
30,756,704,13604,-492,-306,-649
31,88,968,13176,-479,-346,-628
32,-800,1124,12704,-471,-471,-625
33,-432,460,12176,-428,-579,-727
34,852,584,12084,-320,-502,-877
35,712,788,11700,-251,-386,-899
36,-288,56,11400,-218,-464,-863
37,0,-468,11172,-127,-585,-937
38,1472,-304,11312,15,-485,-1099
39,2556,532,11164,129,-380,-1122
40,2844,20,10916,254,-331,-1049
41,4328,-484,11680,482,-289,-1078
42,5648,-176,13204,628,-148,-1045
43,5604,476,13092,594,25,-884
44,4720,352,12476,609,118,-695
45,5660,272,13540,825,58,-671
46,7100,1128,14936,920,204,-606
47,7072,2308,14804,881,312,-384
48,5924,2336,15120,915,392,-191
49,5492,2768,16272,980,379,-99
50,5864,3568,16796,944,343,-34
51,6232,4004,17120,911,416,41
52,6580,3780,17860,907,554,103
53,6532,3984,18660,836,636,247
54,5840,4472,18348,688,585,417
55,5764,4540,17872,615,565,487
56,5984,4476,17824,604,655,508
57,5280,4528,17884,583,757,608
58,4248,4716,17608,530,676,767
59,3324,4956,17236,490,504,876
60,3116,5216,17080,480,465,890
61,2520,5208,17316,490,501,921
62,1676,5252,17716,458,463,937
63,1476,5416,17568,402,326,953
64,1568,5548,17896,400,242,975
65,1464,5892,18560,400,224,993
66,1264,6244,19232,357,230,1001
67,884,6444,19340,274,253,1017
68,412,6480,19648,181,242,1038
69,-104,6768,19764,95,214,1052
70,-508,6804,19632,-2,260,1016
71,-1060,6724,19772,-57,351,962
72,-1448,6840,20136,-160,362,915
73,-1884,6748,19264,-317,345,894
74,-2648,6580,18576,-400,343,882
75,-3788,6292,18220,-428,332,812
76,-4324,5960,17972,-477,259,675
77,-3960,5724,17456,-538,208,532
78,-3788,5388,16984,-575,187,424
79,-3848,5408,16588,-596,108,350
80,-3740,5232,16332,-617,8,282
81,-3012,4760,16212,-607,-8,167
82,-2688,4556,16224,-615,47,106
83,-2156,4488,15792,-662,3,54
84,-1804,4092,14812,-713,-23,8
85,-1628,3764,13744,-689,-24,-46
86,-1124,3108,12908,-632,-54,-115
87,-472,2444,12120,-548,-37,-183
88,-80,2036,11596,-437,-47,-192
89,-64,1660,11412,-313,-94,-204
90,868,1076,11468,-191,-192,-240
91,2312,1100,11808,-98,-210,-202
92,2460,1420,12756,-9,-269,-32
93,2088,1824,13612,79,-293,103
94,1344,2400,15300,149,-271,155
95,884,2776,16308,106,-242,130
96,852,2976,16540,43,-139,56
97,1264,2892,16616,6,-33,-30
98,1404,2472,16736,-23,40,-47
99,1116,2224,16248,-62,52,-25
100,856,2276,16132,-38,32,-21
101,476,1964,16336,-5,-11,-69
102,940,2128,16512,-11,16,-159
