seq,ax,ay,az,gx,gy,gz
0,960,3032,16316,112,-158,283
1,696,3196,16456,115,-53,242
2,484,3316,16568,90,-34,180
3,496,3324,16996,30,-106,158
4,700,3524,16832,-37,-128,154
5,744,3284,16952,-12,-50,88
6,1564,2928,17384,35,46,21
7,1952,3060,18160,36,140,49
8,1508,3084,18160,-54,119,166
9,880,3100,18228,-99,101,224
10,44,3432,18912,-129,140,248
11,-148,3536,18944,-230,142,212
12,-380,3824,18768,-311,169,205
13,-908,3812,18568,-362,112,201
14,-1240,4076,18892,-436,41,129
15,-1460,4068,18728,-578,-41,70
16,-1148,3616,18356,-673,-91,-4
17,-788,3392,17380,-779,-64,-63
18,-1092,3044,17332,-799,-26,-111
19,-1380,2768,17400,-877,-95,-159
20,-1468,2324,16688,-1034,-252,-184
21,-1768,2140,16592,-1052,-197,-285
22,-1724,2152,16340,-1076,-214,-407
23,-1588,1708,16336,-1145,-296,-549
24,-784,1356,15624,-1263,-387,-690
25,-564,1016,14660,-1311,-430,-764
26,-288,580,13784,-1276,-505,-859
27,-40,216,13040,-1196,-523,-947
28,68,268,12188,-1072,-472,-1037
29,224,-224,11948,-903,-448,-1113
30,1020,-200,12248,-742,-460,-1248
31,2076,-600,12392,-663,-467,-1332
32,2720,-644,12240,-611,-363,-1339
33,3684,-768,11856,-545,-375,-1305
34,5420,-620,11068,-446,-402,-1264
35,5852,-1276,10456,-293,-255,-1138
36,5084,-1888,9944,-100,18,-993
37,5192,-1800,9564,140,112,-930
38,6256,-1780,10068,422,49,-902
39,6840,-1716,10448,646,253,-829
40,7060,-1372,11072,888,538,-698
41,7132,-964,12436,1093,550,-525
42,6992,-572,13576,1171,444,-318
43,5816,-48,13840,1129,586,-148
44,4836,316,14192,1121,799,-103
45,4384,480,15140,1120,761,-61
46,4092,1036,15252,1056,563,54
47,4060,1640,14608,1024,370,152
48,3892,2328,14812,1140,392,202
49,3552,2560,16360,1269,464,222
50,3296,3036,17664,1224,546,224
51,3200,3768,18264,1092,468,310
52,3344,4324,17996,927,239,405
53,3396,4392,17800,834,143,443
54,3352,4492,17840,790,263,437
55,3356,4424,18344,732,335,451
56,3700,4388,18344,633,316,473
57,3868,4776,18016,554,201,584
58,3632,4684,17720,554,152,709
59,3028,4980,18612,604,317,758
60,2728,5392,19760,534,333,796
61,2700,5532,19676,377,263,850
62,2568,5412,19396,281,288,879
63,2500,5472,19776,229,331,893
64,1976,5356,19992,142,340,946
65,1364,5396,19988,25,380,978
66,788,5520,19996,-59,419,983
67,204,6032,20436,-167,403,988
68,-648,5968,20216,-330,385,975
69,-1360,5856,19604,-472,432,915
70,-2432,5864,19156,-559,409,878
71,-3252,5388,18856,-624,349,785
72,-3544,5508,18848,-687,327,649
73,-4264,5384,18296,-785,306,547
74,-4348,5032,17312,-837,272,382
75,-3836,4916,16904,-826,262,208
76,-3548,4436,16584,-853,275,78
77,-3040,3908,15672,-905,270,-33
78,-2372,3228,15132,-910,229,-115
79,-1888,2788,14020,-929,160,-152
80,-892,2036,12688,-878,85,-213
81,-72,1316,12152,-741,59,-245
82,196,1008,11564,-638,-8,-223
83,804,408,10756,-511,-55,-213
84,1544,-140,10604,-284,-87,-206
85,2108,-320,11416,-49,-150,-145
86,2140,-384,12636,73,-229,-31
87,1720,-20,14752,88,-285,51
88,1524,424,14536,156,-299,83
