seq,ax,ay,az,gx,gy,gz
0,-5744,2584,17368,-194,43,12
1,-6176,2568,17052,-241,-23,-16
2,-6996,1896,16892,-252,-60,-71
3,-6560,2208,17396,-265,-39,-220
4,-5968,2432,17272,-342,-23,-249
5,-6480,2296,16664,-374,-74,-178
6,-7044,1776,16236,-330,-131,-161
7,-7120,1376,16432,-281,-174,-227
8,-6732,1328,16628,-295,-173,-319
9,-6340,1604,16456,-358,-135,-387
10,-6112,1560,15764,-413,-128,-399
11,-6088,1288,15048,-380,-139,-394
12,-6392,764,15344,-318,-122,-404
13,-6132,604,15148,-328,-127,-464
14,-6064,408,14552,-353,-98,-503
15,-6152,64,14088,-313,-92,-540
16,-5976,-108,13784,-262,-56,-600
17,-6208,-272,13328,-222,-40,-650
18,-6152,-384,12976,-140,-86,-714
19,-5544,-380,13288,-41,-129,-770
20,-4772,-188,12836,-2,-134,-764
21,-5104,-556,12612,40,-106,-749
22,-4760,-652,12588,120,-82,-816
23,-3784,-244,12472,154,-56,-856
24,-3916,-148,11872,194,-12,-803
25,-4284,-152,12100,329,-34,-776
26,-3776,108,11920,421,-92,-789
27,-2896,452,12236,489,-41,-818
28,-2608,624,12212,518,19,-792
29,-2948,632,12324,575,56,-741
30,-2540,868,12756,659,9,-722
31,-2580,1168,13248,689,-33,-661
32,-2700,1492,12896,709,-81,-625
33,-1856,1932,13520,794,-94,-629
34,-296,2452,14332,832,-79,-573
35,48,2808,14824,791,-18,-426
36,-840,3000,14316,733,26,-248
37,-1348,3184,14328,795,55,-183
38,-588,3528,15048,856,99,-194
39,-228,4108,15772,827,169,-131
40,-384,4196,15832,769,164,-9
41,128,4668,15840,753,190,73
42,-456,4828,16340,736,295,193
43,-1016,5220,16528,713,320,257
44,-1332,5684,16808,705,314,328
45,-1092,5888,17396,731,238,407
46,-792,6124,18072,668,223,487
47,-608,6796,18332,560,257,560
48,-872,6944,18028,468,316,668
49,-1584,6952,18300,467,349,769
50,-1984,7340,19440,469,322,836
51,-2328,7584,20304,362,312,897
52,-3096,7648,20304,200,366,951
53,-3720,7668,20672,112,351,984
54,-4072,7828,20532,8,362,1000
55,-4832,7616,20660,-93,420,1002
56,-5332,7560,21016,-206,451,970
57,-6064,7528,20676,-346,402,984
58,-7092,7176,19856,-438,317,1002
59,-7480,6804,19824,-488,284,929
60,-7852,6388,19844,-572,249,863
61,-7856,6420,19064,-716,226,782
62,-7824,6356,18076,-812,231,729
63,-8680,5656,17328,-800,153,717
64,-8864,5236,17740,-753,62,642
65,-8804,4860,17552,-808,12,575
66,-9048,4584,16920,-874,-29,512
67,-9668,4380,16512,-890,-69,441
68,-9228,3764,16816,-899,-95,296
69,-8332,3772,16000,-1028,-42,171
70,-8396,3752,15056,-1029,-47,136
71,-8468,3308,14452,-950,-107,111
72,-9108,2768,13808,-926,-138,38
73,-8600,2344,12816,-887,-198,-119
74,-6988,2136,12032,-844,-181,-281
75,-4924,2064,11008,-803,-149,-337
76,-4012,1568,9848,-693,-166,-266
77,-2860,864,9644,-466,-195,-218
78,-1672,468,10480,-289,-119,-161
79,-1756,288,11560,-244,72,-81
80,-2944,784,12564,-182,92,5
81,-3416,964,13092,-48,-16,41
82,-3448,1096,13800,49,-77,4
