seq,ax,ay,az,gx,gy,gz
0,-3348,936,16524,-43,28,229
1,-3196,1224,16548,-27,53,259
2,-3932,1148,16980,31,51,333
3,-4536,940,17116,61,-4,347
4,-5056,1120,17372,62,10,290
5,-5624,1236,18320,45,75,189
6,-5368,1676,18732,-79,85,79
7,-4720,1652,18336,-269,67,68
8,-5028,1684,17624,-325,75,124
9,-5792,1188,17576,-275,72,166
10,-6112,1068,18064,-253,35,125
11,-6252,856,17804,-312,-24,85
12,-6420,436,17592,-387,-15,18
13,-6532,344,17328,-422,15,-72
14,-6836,320,17292,-436,15,-123
15,-7356,-160,16904,-464,-58,-151
16,-7324,-320,16372,-462,-117,-246
17,-7144,-532,16252,-434,-155,-324
18,-7572,-676,15792,-456,-155,-392
19,-7728,-952,15420,-455,-153,-492
20,-7532,-916,15152,-453,-170,-598
21,-6768,-1044,14280,-455,-158,-700
22,-6652,-1376,13964,-445,-86,-741
23,-6488,-1596,13068,-412,-110,-778
24,-6704,-1820,12160,-370,-76,-811
25,-6640,-2176,11692,-268,4,-899
26,-5872,-2008,12136,-124,7,-970
27,-4932,-2020,11636,-51,-60,-977
28,-4884,-1804,11588,7,-123,-927
29,-4188,-1436,10944,96,-250,-897
30,-4060,-1152,10488,205,-259,-856
31,-3912,-1816,11028,347,-105,-916
32,-3428,-1852,11628,357,-16,-996
33,-2380,-1780,11208,298,16,-1083
34,-1840,-1852,10696,302,85,-1089
35,-2112,-1480,10828,440,200,-1033
36,-1864,-1180,11384,583,184,-1021
37,-844,-436,12184,721,125,-991
38,-652,-224,12680,764,151,-858
39,-1080,-72,13148,806,217,-807
40,-660,520,13796,881,204,-783
41,-4,1292,14244,915,198,-710
42,-172,1544,14720,971,205,-568
43,-632,1796,15272,994,225,-456
44,-572,2448,16232,954,247,-383
45,-716,2544,16320,911,260,-317
46,-1068,2952,16700,873,316,-241
47,-1236,3656,16764,818,314,-179
48,-1624,3780,16568,761,312,-96
49,-1536,3628,16596,752,348,-78
50,-1016,4204,16708,745,392,-33
51,-856,4912,16636,706,406,45
52,-764,4704,16236,696,411,153
53,-376,4832,16160,724,456,213
54,-384,5220,16760,739,586,309
55,-1144,5436,17672,678,631,455
56,-1748,5736,18024,600,547,581
57,-2276,6024,18212,558,523,632
58,-3020,6640,18556,412,636,671
59,-3412,6820,18676,385,657,701
60,-3512,6992,19348,395,618,763
61,-3468,7180,20396,355,566,847
62,-4112,7232,20216,167,525,974
63,-4872,6968,19336,37,511,1042
64,-5276,6980,19320,-2,551,1036
65,-5672,7144,19752,-32,517,1037
66,-6116,7068,19604,-138,459,1093
67,-6288,6972,19056,-266,451,1105
68,-6104,7004,18608,-363,505,1067
69,-6656,6988,18748,-423,504,1109
70,-7952,6720,18248,-496,420,1187
71,-9020,6284,17480,-556,366,1156
72,-8816,6412,17652,-557,410,982
73,-8280,6344,18284,-643,444,902
74,-8492,5940,17904,-785,397,907
75,-9512,5380,16856,-869,337,941
76,-10792,4924,16772,-856,258,943
77,-11460,4472,16472,-813,81,852
78,-11164,4080,16420,-795,-37,672
79,-10508,3964,16068,-794,-123,547
80,-10192,3772,16144,-765,-139,475
81,-9716,3628,16348,-778,-149,400
82,-9624,3612,16120,-848,-150,353
83,-9872,3260,15528,-870,-167,310
84,-9388,3120,15564,-824,-190,212
85,-8544,3140,15632,-816,-185,146
86,-8844,2844,15172,-837,-189,144
87,-8648,2484,15116,-805,-222,65
88,-7540,2596,15532,-787,-190,-28
89,-7420,2328,15436,-868,-136,-26
90,-8028,1620,14600,-905,-136,-32
91,-7744,1352,14008,-860,-173,-121
92,-7252,972,14088,-784,-213,-174
93,-7156,568,13908,-700,-325,-179
94,-7344,264,13864,-609,-441,-184
95,-6964,-176,13792,-519,-491,-226
96,-6704,-384,14316,-498,-360,-302
97,-6596,-164,14072,-600,-262,-406
98,-6140,-272,12980,-650,-228,-492
99,-5188,-648,12800,-546,-239,-549
100,-3988,-884,13000,-439,-259,-530
101,-4196,-1244,12652,-409,-228,-429
102,-5096,-1668,12060,-353,-187,-399
103,-4892,-2024,12056,-194,-209,-490
104,-3492,-1804,13008,-62,-215,-589
105,-1712,-1424,13964,-43,-205,-577
106,-1032,-984,14012,-130,-127,-429
107,-1272,-900,13468,-134,-80,-293
108,-1500,-1152,13672,-36,-40,-225
109,-1320,-1244,14552,60,-31,-203
110,-1208,-1396,15016,72,18,-178
111,-1240,-1604,15288,44,59,-134
112,-1168,-1672,15812,46,64,-97
113,-1828,-1860,16504,19,43,-8
114,-2544,-2068,16516,-91,8,33
115,-2636,-2024,16372,-161,-14,8
