seq,ax,ay,az,gx,gy,gz
0,-5484,1544,16412,-52,101,-8
1,-5392,1980,16632,-53,122,-60
2,-4992,1852,16924,-59,106,-52
3,-5092,2248,16644,-72,21,6
4,-5768,1684,16896,-62,6,33
5,-6188,1636,17488,-79,-12,-29
6,-5848,1920,17716,-149,-6,-102
7,-5612,1976,17292,-214,8,-102
8,-5828,1788,16972,-195,-38,-43
9,-6152,1400,17120,-156,-63,-28
10,-6424,1152,17624,-154,-47,-73
11,-6756,1356,17816,-215,-57,-92
12,-7404,1336,17464,-297,-73,-99
13,-7388,1224,17036,-306,-124,-167
14,-6784,980,16820,-301,-139,-254
15,-6912,996,16964,-337,-123,-275
16,-6964,812,16304,-343,-203,-308
17,-6812,800,16100,-329,-221,-361
18,-6528,800,16456,-309,-233,-404
19,-6664,400,15472,-364,-229,-397
20,-7224,-60,14924,-355,-229,-420
21,-6900,-236,14796,-281,-245,-530
22,-6292,-280,14916,-259,-262,-599
23,-5996,-304,14556,-276,-259,-615
24,-5632,-324,14116,-261,-272,-624
25,-5760,-460,13716,-238,-240,-620
26,-6040,-1084,13344,-195,-196,-646
27,-5872,-956,13132,-182,-178,-743
28,-5548,-1072,12376,-151,-155,-793
29,-5304,-1080,12284,-46,-135,-833
30,-4732,-992,12604,82,-215,-850
31,-4080,-656,12860,152,-323,-826
32,-3308,-552,12420,202,-354,-798
33,-3172,-728,12456,250,-250,-772
34,-3304,-912,12624,290,-205,-776
35,-2708,-800,12644,302,-188,-841
36,-2020,-692,12208,353,-124,-851
37,-1900,-544,12604,434,-49,-818
38,-1180,-164,13068,469,0,-831
39,-572,336,13184,487,51,-792
40,144,328,12660,536,71,-680
41,-856,488,13232,619,58,-574
42,-908,924,14052,701,110,-542
43,-1248,1172,14628,687,144,-507
44,-1156,1428,14636,692,149,-486
45,-1216,1624,14692,728,151,-439
46,-1088,2192,15248,760,124,-394
47,-1224,2572,15048,771,66,-329
48,-808,2860,15928,818,91,-291
49,-460,3344,16548,800,122,-254
50,-508,3580,16332,715,150,-160
51,-1064,3436,15736,658,199,-56
52,-1284,3284,15624,661,235,-27
53,-1748,3584,15880,678,302,-17
54,-1476,3804,16136,702,335,-9
55,-1572,4092,16540,658,374,66
56,-1452,4492,16264,639,312,120
57,-1248,4836,16288,667,311,207
58,-1632,5288,16588,663,364,295
59,-1784,5668,17156,648,377,372
60,-1708,5816,17328,584,360,470
61,-1556,6288,17732,537,372,492
62,-508,6748,17568,447,466,493
63,-800,7252,18080,293,721,556
64,-1752,7368,18012,226,775,704
65,-3628,7132,18392,239,733,875
66,-4328,7244,19752,252,642,912
67,-4512,7200,20684,143,556,920
68,-5268,7224,19820,-102,509,969
69,-6428,7332,19424,-215,592,956
70,-6488,7040,19504,-231,584,902
71,-6324,7200,20276,-335,545,859
72,-7088,6976,19384,-469,431,940
73,-8228,6744,18644,-533,374,952
74,-8372,6616,18296,-560,330,845
75,-8084,6660,18260,-604,313,761
76,-8228,6276,18104,-701,331,725
77,-8464,5568,17064,-823,305,662
78,-8700,5056,16088,-867,275,623
79,-9216,4764,15984,-841,232,598
80,-9664,4220,15528,-793,75,580
81,-9980,3864,15764,-744,-27,513
82,-10356,3300,15572,-759,-118,447
83,-9888,3232,15280,-765,-191,316
84,-9184,3120,15056,-773,-207,208
85,-8480,2992,14664,-772,-209,138
86,-8032,2820,14428,-743,-197,107
87,-7932,2468,14412,-711,-176,96
88,-7888,2252,14348,-673,-232,57
89,-7664,2088,14252,-639,-229,-13
90,-6800,2168,14300,-638,-193,-94
91,-6128,2124,13988,-639,-165,-106
92,-6492,1708,13724,-582,-165,-83
93,-6676,1200,13740,-520,-150,-121
94,-6136,1100,13480,-504,-143,-185
95,-5784,992,13164,-500,-137,-214
96,-5364,564,12604,-451,-148,-217
97,-4868,384,12604,-369,-113,-229
98,-4320,116,12796,-285,-104,-238
99,-3756,208,12736,-237,-83,-239
100,-3236,360,13180,-161,-62,-216
101,-2752,584,13796,-80,-47,-159
102,-2688,492,14540,-55,-12,-78
103,-3296,528,15108,-80,-3,-4
104,-3892,232,15288,-110,-26,16
105,-4212,320,15204,-152,-18,-19
106,-4372,80,15548,-152,-26,-41
107,-3876,136,15264,-146,-79,-42
108,-3544,416,15352,-110,-78,13
109,-3532,-88,14972,-66,-70,122
110,-4192,-732,14992,-23,-66,187
