seq,ax,ay,az,gx,gy,gz
0,-4520,3360,16688,-8,75,-61
1,-4384,3440,17140,-9,47,-3
2,-4696,3048,17072,-52,21,60
3,-5148,3008,17568,-89,66,41
4,-4916,3204,17500,-115,50,2
5,-4936,3236,17904,-121,43,1
6,-5264,3216,18340,-124,27,27
7,-5856,3036,18744,-181,-11,34
8,-5844,3336,18600,-234,-49,-31
9,-5484,3340,18544,-312,-28,-70
10,-5824,2972,18272,-389,-32,-69
11,-6080,2836,17992,-404,-128,-80
12,-5936,2304,17716,-411,-197,-105
13,-5996,2028,17356,-443,-180,-140
14,-6032,2028,17256,-471,-189,-175
15,-5644,1988,17212,-489,-222,-215
16,-5852,1800,17144,-532,-224,-223
17,-5820,1612,16728,-559,-264,-240
18,-6288,1272,16460,-604,-240,-266
19,-6464,852,16296,-596,-283,-301
20,-5884,844,15824,-585,-341,-352
21,-5932,568,15388,-605,-302,-386
22,-5564,32,14724,-561,-327,-470
23,-5548,-208,14800,-553,-295,-514
24,-5364,-484,14552,-551,-268,-563
25,-5276,-692,13908,-548,-265,-605
26,-5176,-1004,13556,-509,-279,-630
27,-5052,-1316,13024,-445,-303,-648
28,-5248,-1624,12516,-375,-260,-705
29,-5336,-1828,12040,-338,-207,-782
30,-5084,-1848,11836,-247,-149,-894
31,-4920,-2056,11936,-154,-109,-973
32,-3648,-1908,11900,-91,-128,-1084
33,-2944,-1576,11416,-52,-140,-1088
34,-1876,-1132,11344,94,-122,-1037
35,-1968,-1160,11492,175,-81,-982
36,-2444,-1192,12016,260,-92,-909
37,-2080,-1304,11352,275,-157,-927
38,-1164,-1072,10236,359,-45,-1030
39,-352,-572,10496,458,126,-1116
40,576,-344,12360,579,329,-1090
41,728,-284,12200,575,329,-1028
42,992,408,12172,655,312,-930
43,1124,872,12216,747,208,-817
44,1440,1684,13204,999,48,-638
45,1744,1856,14516,1061,33,-559
46,1124,2132,15108,992,78,-391
47,260,2096,15460,948,155,-351
48,-672,2580,15392,852,182,-387
49,-432,2512,15268,830,194,-404
50,-496,2688,16084,902,290,-371
51,-116,3232,16704,912,278,-359
52,404,3768,16260,860,246,-232
53,276,3576,16556,859,319,-143
54,-280,4256,17128,842,382,-22
55,-1292,4348,17144,813,414,44
56,-896,4820,17292,799,406,15
57,340,5560,17920,796,437,36
58,544,6520,18728,706,498,316
59,-232,6544,18012,664,505,491
60,-1888,6588,18668,672,541,632
61,-1936,6968,19460,656,529,630
62,-2328,7276,20540,494,548,703
63,-2808,7316,20388,350,493,737
64,-2788,7280,19744,196,455,759
65,-2708,7444,19512,155,439,836
66,-2968,7292,19856,129,440,891
67,-3432,7404,20224,-9,457,943
68,-3836,7352,20288,-132,428,993
69,-4180,7112,19816,-231,392,1059
70,-5284,7160,18768,-366,458,1095
71,-5804,7076,18968,-404,521,1036
72,-6560,6516,18824,-462,429,1033
73,-6932,6152,18452,-487,322,1057
74,-6808,5848,18296,-487,158,1021
75,-6656,5828,18368,-484,64,1019
76,-7176,5760,18224,-512,-127,1082
77,-7556,5552,17648,-533,-200,1104
78,-8752,5168,17688,-562,-116,993
79,-9184,4776,18012,-615,-39,847
80,-8376,4424,18140,-788,-30,575
81,-7720,4604,17132,-912,-41,483
82,-7636,4080,15816,-903,-58,446
83,-7848,3884,15892,-810,-105,423
84,-7916,3360,16260,-742,-161,340
85,-7632,3128,16364,-794,-154,257
86,-7148,2628,15416,-907,-105,113
87,-6920,2624,14668,-936,-69,48
88,-7164,2212,14172,-887,-65,6
89,-6660,1892,14352,-778,-151,-90
90,-5868,1596,14012,-764,-160,-140
91,-5500,1604,13576,-775,-111,-153
92,-5392,1208,12416,-736,-140,-131
93,-4692,336,11964,-577,-110,-199
94,-3796,-36,11996,-490,-94,-256
95,-2532,-140,11844,-402,-51,-282
96,-1780,-188,12352,-322,31,-229
97,-1728,116,12464,-263,51,-131
98,-2292,104,12784,-168,57,-64
99,-2584,260,13916,-34,54,-63
100,-2252,404,15280,9,58,-72
101,-2516,540,15632,-83,30,-37
102,-2464,528,15240,-134,8,-22
103,-1976,596,15384,-81,-8,13
104,-1560,260,15668,-13,12,136
105,-2580,-16,16016,-19,34,232
106,-3620,-368,14996,-24,-65,261
