seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,15296,8228,20496,-71,48,275,-0.17,0.06,-0.32,-0.928894,15.996095,13.043088,-38.635166
1,15088,8580,20768,-267,-18,686,-0.17,0.07,-0.33,-0.926636,15.759268,13.672964,-39.382488
2,15420,9088,18840,-336,-113,944,-0.17,0.08,-0.34,-0.923462,15.306077,14.540033,-40.469345
3,15652,9360,18360,-311,5,1194,-0.17,0.08,-0.35,-0.919189,14.797866,15.491065,-41.857155
4,15156,10304,18548,-295,82,1472,-0.16,0.09,-0.36,-0.913879,14.235556,16.351669,-43.533482
5,14488,10876,19008,-284,126,1756,-0.16,0.1,-0.38,-0.907349,13.61593,17.172119,-45.522221
6,13520,11368,18916,-346,116,2041,-0.16,0.1,-0.39,-0.899475,12.873005,17.951586,-47.825775
7,12296,11692,18032,-438,148,2285,-0.16,0.11,-0.41,-0.89032,11.951382,18.706367,-50.42263
8,10848,12076,17264,-515,291,2475,-0.16,0.11,-0.43,-0.880066,10.828013,19.309612,-53.239616
9,9060,12328,16936,-544,416,2647,-0.15,0.11,-0.46,-0.868835,9.571672,19.642338,-56.226299
10,7632,12784,16320,-511,422,2783,-0.14,0.12,-0.48,-0.856445,8.259881,19.755369,-59.366653
11,6028,13548,16268,-416,454,2892,-0.14,0.12,-0.51,-0.842773,7.01702,19.74329,-62.632275
12,3888,13628,16664,-360,499,2968,-0.13,0.12,-0.53,-0.827942,5.900156,19.54228,-65.985443
13,1788,13260,16768,-389,540,3004,-0.13,0.11,-0.56,-0.812134,4.835951,19.120958,-69.3955
14,-264,13036,16924,-459,623,2995,-0.12,0.11,-0.58,-0.795654,3.747761,18.475243,-72.827042
15,-2876,12148,17040,-537,624,3012,-0.11,0.11,-0.61,-0.778687,2.62785,17.565327,-76.253212
16,-5352,10480,16348,-594,539,2970,-0.1,0.1,-0.63,-0.760864,1.434227,16.520376,-79.72551
17,-7312,9120,16264,-538,458,2779,-0.09,0.1,-0.66,-0.742859,0.262833,15.405609,-83.104485
18,-8788,7988,16280,-469,371,2501,-0.08,0.09,-0.68,-0.725525,-0.727655,14.247481,-86.237762
19,-9596,6572,16096,-429,290,2211,-0.07,0.09,-0.7,-0.709412,-1.537782,13.083445,-89.058014
20,-10184,5388,15872,-433,222,1900,-0.06,0.09,-0.71,-0.694763,-2.255795,11.961933,-91.556999
21,-9792,4472,15012,-402,205,1528,-0.05,0.08,-0.72,-0.68219,-2.886335,10.905908,-93.659531
22,-9320,4048,15740,-310,219,1180,-0.04,0.08,-0.73,-0.672058,-3.364688,9.863662,-95.33036
23,-8384,3888,16048,-227,98,881,-0.04,0.08,-0.74,-0.664185,-3.643493,8.926004,-96.608055
24,-6940,3744,16000,-162,-20,637,-0.03,0.07,-0.75,-0.658203,-3.780345,8.225197,-97.560898
25,-5284,4208,16644,-63,-85,442,-0.03,0.07,-0.75,-0.653809,-3.77081,7.754201,-98.247246
26,-3972,4276,17452,13,-191,319,-0.03,0.07,-0.76,-0.650696,-3.582399,7.466533,-98.720375
27,-2860,3824,16868,7,-318,222,-0.03,0.06,-0.76,-0.648315,-3.328185,7.412759,-99.069016
28,-2128,3072,16500,21,-303,110,-0.03,0.06,-0.76,-0.646667,-3.099399,7.519979,-99.299675
