seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,11924,5748,19440,260,79,-60,0.17,-0.04,0.8,0.571228,8.472464,18.517086,-107.230927
1,13664,7332,20188,89,97,91,0.18,-0.03,0.8,0.570557,8.867275,18.70223,-107.218376
2,14932,7716,19776,-84,62,323,0.18,-0.03,0.8,0.568604,9.042176,18.994589,-107.389175
3,15420,7912,18920,-167,7,561,0.18,-0.04,0.8,0.564758,8.966256,19.418716,-107.825417
4,15936,8012,18308,-144,50,759,0.18,-0.04,0.81,0.559021,8.75698,19.965418,-108.507996
5,15788,7940,18584,-145,188,943,0.19,-0.04,0.81,0.551636,8.49908,20.437731,-109.442818
6,15112,7876,18540,-207,312,1163,0.19,-0.04,0.82,0.542847,8.109604,20.775158,-110.620346
7,14732,8280,18064,-235,348,1307,0.19,-0.05,0.82,0.532593,7.575496,20.986467,-112.047249
8,13488,8864,17648,-269,453,1596,0.19,-0.05,0.83,0.520691,6.933382,21.11721,-113.718468
9,12208,9064,17836,-267,506,1756,0.18,-0.05,0.84,0.506775,6.193631,21.107073,-115.696571
10,10556,9444,17360,-271,482,1931,0.18,-0.05,0.85,0.49115,5.398286,20.970066,-117.914772
11,8664,9324,16952,-293,521,2094,0.18,-0.05,0.86,0.473938,4.555529,20.756378,-120.336403
12,6600,9244,17156,-289,473,2191,0.17,-0.05,0.87,0.455322,3.66392,20.393169,-122.94809
13,5204,9052,16652,-255,421,2219,0.17,-0.06,0.88,0.435852,2.786988,20.000107,-125.633804
14,3668,9032,16816,-249,471,2232,0.16,-0.06,0.89,0.415955,1.973354,19.519964,-128.351486
15,1940,8740,17068,-270,486,2265,0.15,-0.06,0.9,0.395691,1.170954,18.864365,-131.115356
16,312,8512,16860,-253,443,2243,0.15,-0.06,0.91,0.375061,0.392009,18.120266,-133.902512
17,-1436,7764,17532,-212,371,2224,0.14,-0.06,0.92,0.354309,-0.305567,17.329041,-136.668442
18,-3116,6508,17200,-262,270,2187,0.13,-0.06,0.93,0.333435,-0.953953,16.529774,-139.40799
19,-4224,5580,16704,-315,267,2125,0.13,-0.06,0.94,0.312622,-1.667196,15.719781,-142.103271
20,-5996,4728,16112,-271,189,1941,0.12,-0.06,0.95,0.292664,-2.403203,14.846661,-144.664307
21,-6752,4104,16412,-177,107,1807,0.11,-0.06,0.95,0.273865,-3.008854,13.988296,-147.055603
22,-6808,3420,16740,-64,1,1581,0.1,-0.06,0.96,0.256592,-3.407982,13.225217,-149.226898
23,-6272,3224,17312,-18,-62,1329,0.1,-0.06,0.96,0.241394,-3.641714,12.573799,-151.123245
24,-5572,3220,16932,-51,-23,1074,0.09,-0.06,0.97,0.22876,-3.76488,12.016765,-152.692566
25,-5020,3136,17260,-117,89,875,0.09,-0.05,0.97,0.218567,-3.883765,11.421117,-153.97049
26,-4664,2892,17152,-95,16,708,0.08,-0.05,0.97,0.210205,-3.997112,10.801248,-155.025314
27,-3924,2924,17300,29,-116,534,0.08,-0.05,0.97,0.203064,-4.031203,10.318297,-155.919128
28,-2804,3484,17344,147,-249,367,0.08,-0.05,0.98,0.197571,-3.87744,10.052946,-156.599594
29,-1756,3540,17792,181,-249,267,0.08,-0.05,0.98,0.193604,-3.528418,10.004543,-157.086884
30,-860,3564,17836,154,-289,201,0.08,-0.04,0.98,0.190613,-3.121165,10.024413,-157.455994
