seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,6268,3240,19632,178,271,-343,0.09,0.12,0.93,-0.327026,9.212471,14.367834,140.593475
1,6820,3700,18776,-31,355,-380,0.09,0.12,0.93,-0.324158,9.361179,13.997243,141.004883
2,7556,3904,18888,-48,317,-332,0.09,0.11,0.94,-0.321045,9.420337,13.622703,141.440598
3,8724,4276,18812,-7,159,-199,0.08,0.11,0.94,-0.318665,9.481183,13.422953,141.75856
4,9456,4252,18596,33,23,-31,0.09,0.12,0.94,-0.317688,9.573739,13.49752,141.862656
5,10028,4680,18716,72,-12,60,0.09,0.12,0.94,-0.318054,9.684306,13.752724,141.776428
6,11072,5280,19452,56,19,100,0.09,0.12,0.94,-0.319031,9.818339,14.054834,141.609955
7,12428,6232,19380,-32,49,229,0.09,0.12,0.93,-0.320679,9.912362,14.383549,141.355743
8,12920,6324,19864,-77,15,477,0.09,0.12,0.93,-0.323914,9.89745,14.777178,140.900238
9,13460,6512,19060,-106,-65,729,0.1,0.12,0.93,-0.329651,9.760079,15.318125,140.11293
10,13368,6904,19560,-140,32,956,0.1,0.12,0.93,-0.337585,9.521249,15.93755,139.045486
11,13136,7168,19120,-227,69,1197,0.11,0.12,0.92,-0.347778,9.130325,16.488934,137.711578
12,12228,7488,19012,-283,121,1434,0.11,0.12,0.92,-0.360229,8.575008,16.992636,136.102982
13,11276,7712,19096,-292,105,1625,0.12,0.12,0.91,-0.374634,7.912193,17.420395,134.258606
14,10804,8072,18764,-314,65,1772,0.12,0.12,0.91,-0.390442,7.175684,17.840065,132.227524
15,10396,8540,18396,-339,85,1919,0.12,0.11,0.9,-0.40741,6.364892,18.249983,130.03183
16,9736,8964,18676,-362,165,2067,0.13,0.11,0.89,-0.425476,5.502154,18.560877,127.69384
17,8396,9312,19044,-404,193,2230,0.13,0.11,0.88,-0.444763,4.569795,18.727262,125.200836
18,7056,9352,18556,-464,163,2396,0.13,0.1,0.87,-0.465332,3.538435,18.781334,122.528755
19,5392,9216,18576,-452,154,2526,0.13,0.1,0.86,-0.486938,2.424424,18.763531,119.688576
20,4188,9244,18296,-408,80,2578,0.13,0.09,0.85,-0.509216,1.316026,18.651657,116.730476
21,3272,9420,17896,-373,58,2577,0.13,0.09,0.83,-0.531433,0.291255,18.503231,113.736931
22,2040,9196,18172,-422,116,2591,0.13,0.08,0.82,-0.553345,-0.699543,18.242958,110.749123
23,20,8324,17476,-542,182,2598,0.13,0.08,0.8,-0.574951,-1.765059,17.791613,107.769341
24,-3052,7036,17020,-628,224,2591,0.13,0.07,0.79,-0.596313,-2.982721,17.10977,104.779457
25,-4936,5784,16060,-584,118,2442,0.13,0.06,0.77,-0.617004,-4.234538,16.246662,101.833961
26,-5508,5160,15940,-431,10,2186,0.13,0.05,0.76,-0.635864,-5.305737,15.409013,99.094452
27,-5612,4964,16420,-256,-70,1952,0.13,0.05,0.75,-0.652588,-6.067443,14.670823,96.627472
28,-6028,4584,17096,-177,-160,1801,0.13,0.04,0.73,-0.667664,-6.549884,14.016456,94.38121
29,-5860,4056,17060,-173,-252,1604,0.13,0.04,0.72,-0.681335,-6.920513,13.463254,92.303734
30,-5152,3728,16748,-151,-258,1368,0.12,0.04,0.71,-0.693115,-7.243626,13.036841,90.468864
31,-4636,3452,17128,-127,-185,1141,0.12,0.03,0.7,-0.703064,-7.468143,12.64673,88.906113
32,-3848,3448,17428,-148,-147,917,0.12,0.03,0.69,-0.711182,-7.610595,12.233645,87.635208
33,-3344,3692,18152,-175,-187,730,0.12,0.03,0.69,-0.71759,-7.707977,11.876937,86.626671
34,-2576,3796,18112,-209,-370,607,0.12,0.03,0.68,-0.722656,-7.784463,11.697018,85.80471
35,-1956,3616,17476,-268,-471,500,0.12,0.03,0.68,-0.726807,-7.884854,11.776062,85.083786
