seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,7920,4056,19416,98,52,-292,0.01,0.15,0.8,-0.587402,13.128094,11.484797,108.256989
1,9472,5060,18996,152,-174,-209,0.02,0.15,0.8,-0.585449,13.329782,11.739737,108.534737
2,11068,5968,19588,169,-146,-103,0.02,0.16,0.8,-0.583923,13.608358,12.195365,108.746826
3,12532,6156,19940,51,-91,55,0.02,0.16,0.8,-0.583496,13.856514,12.693453,108.800865
4,13396,6800,20232,-97,-16,231,0.02,0.16,0.79,-0.584595,13.887225,13.217232,108.620789
5,14408,7556,20048,-195,-78,436,0.03,0.17,0.79,-0.587219,13.722005,13.793756,108.205872
6,15472,8232,19296,-241,-93,792,0.03,0.17,0.79,-0.591492,13.453869,14.555586,107.534645
7,15148,8616,19256,-252,-24,1121,0.04,0.17,0.78,-0.598206,13.083193,15.419805,106.49675
8,14684,8476,19268,-265,-13,1362,0.05,0.17,0.77,-0.607544,12.589439,16.257942,105.066673
9,13628,8960,18740,-306,-18,1676,0.05,0.17,0.76,-0.619202,11.949669,17.098034,103.275475
10,13120,9288,18564,-323,49,1819,0.06,0.17,0.75,-0.632446,11.200101,17.907763,101.222908
11,12436,10020,18156,-363,183,2030,0.06,0.17,0.74,-0.647034,10.345318,18.560057,98.947372
12,11340,10788,18128,-370,310,2284,0.07,0.17,0.73,-0.663269,9.390596,19.017855,96.394852
13,9688,11764,19032,-341,338,2548,0.07,0.17,0.71,-0.681152,8.374986,19.285305,93.553162
14,7808,11708,19116,-336,196,2782,0.08,0.16,0.69,-0.7005,7.335913,19.483204,90.416733
15,6312,11964,18340,-391,170,2881,0.08,0.16,0.67,-0.720459,6.20256,19.708536,87.078613
16,4280,11860,18600,-502,252,2901,0.08,0.16,0.65,-0.740234,4.969338,19.756519,83.672173
17,2096,10908,16952,-663,241,2861,0.09,0.15,0.63,-0.759399,3.588132,19.568703,80.262398
18,1004,10708,16236,-659,257,2814,0.09,0.14,0.61,-0.777649,2.115928,19.246101,76.895569
19,-872,10192,16456,-520,181,2773,0.09,0.14,0.58,-0.795044,0.752853,18.759733,73.587433
20,-1840,9712,16356,-422,60,2763,0.09,0.13,0.56,-0.811707,-0.422043,18.24925,70.311295
21,-3392,8796,16316,-324,-56,2700,0.09,0.12,0.54,-0.827637,-1.42388,17.794727,67.054199
22,-4664,7704,15880,-267,-38,2472,0.1,0.12,0.52,-0.842468,-2.30238,17.32896,63.902157
23,-5412,7188,15568,-260,86,2274,0.1,0.11,0.5,-0.855835,-3.072857,16.728786,60.958549
24,-6152,6544,15660,-255,191,2141,0.09,0.11,0.48,-0.86792,-3.743662,15.915616,58.217167
25,-7044,6064,16184,-174,168,1918,0.09,0.1,0.46,-0.878784,-4.297113,14.93239,55.678627
26,-6692,5940,16372,20,128,1499,0.09,0.09,0.44,-0.888123,-4.600563,14.012937,53.447849
27,-6312,5872,17652,46,218,1243,0.08,0.09,0.43,-0.895691,-4.603836,13.126345,51.611237
28,-6028,5472,18284,-27,187,1048,0.08,0.08,0.42,-0.901978,-4.48771,12.197948,50.074413
29,-5352,5196,18552,-59,63,841,0.08,0.07,0.41,-0.907166,-4.407001,11.365221,48.772972
30,-4860,5276,18556,-48,-27,591,0.07,0.07,0.4,-0.911133,-4.309759,10.739792,47.75272
31,-3852,4940,17704,-151,-119,339,0.07,0.07,0.39,-0.913879,-4.148834,10.283772,47.042969
