seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,12612,5948,20524,-14,277,221,-0.15,-0.05,-0.94,-0.292419,11.076458,15.159986,-145.56868
1,13096,6328,20508,-92,34,369,-0.16,-0.05,-0.94,-0.290771,11.060372,15.249913,-145.765335
2,13680,6744,19332,-190,2,533,-0.16,-0.05,-0.94,-0.283997,10.794772,15.976805,-146.500702
3,13804,6928,19704,-211,26,634,-0.16,-0.05,-0.94,-0.281128,10.659683,16.236382,-146.816696
4,13880,6672,18720,-272,41,857,-0.17,-0.04,-0.95,-0.270386,10.112452,17.05299,-148.011063
5,13224,7012,19060,-276,75,984,-0.17,-0.04,-0.95,-0.26593,9.86187,17.318769,-148.513
6,13472,7028,19020,-275,-2,1197,-0.17,-0.03,-0.95,-0.250244,9.070571,18.098381,-150.307983
7,13300,7772,18404,-392,81,1353,-0.17,-0.03,-0.95,-0.244141,8.760367,18.390701,-151.006683
8,11244,8044,18008,-547,216,1617,-0.18,-0.02,-0.96,-0.223145,7.445168,18.996832,-153.422806
9,10292,7764,17224,-497,120,1742,-0.18,-0.02,-0.96,-0.21521,6.917945,19.126736,-154.341415
10,9084,7716,17088,-303,43,1851,-0.18,-0.01,-0.97,-0.189148,5.454015,19.628086,-157.36412
11,8584,7916,17388,-257,28,1890,-0.18,-0.01,-0.97,-0.179932,5.044514,19.785479,-158.446793
12,7360,8256,17364,-322,113,1990,-0.18,-0.0,-0.97,-0.151367,3.825649,20.114998,-161.813385
13,5968,8136,17672,-351,113,2067,-0.18,-0.0,-0.97,-0.141479,3.373405,20.144066,-162.977982
14,4348,7912,17280,-270,-28,2127,-0.18,0.0,-0.98,-0.110474,1.988988,20.135679,-166.62764
15,3672,8144,16912,-236,-28,2145,-0.18,0.0,-0.98,-0.099854,1.560722,20.146868,-167.877335
16,1404,7652,16976,-283,98,2221,-0.17,0.01,-0.98,-0.0672,0.306214,19.95472,-171.733658
17,-104,7440,16824,-292,103,2238,-0.17,0.01,-0.98,-0.05603,-0.139187,19.776257,-173.050415
18,-2508,7092,16564,-162,62,2189,-0.17,0.02,-0.99,-0.022339,-1.405341,19.068176,-177.019089
19,-3304,6580,16960,-71,53,2122,-0.16,0.02,-0.99,-0.01123,-1.73884,18.789755,-178.335144
20,-4876,5492,17628,-72,55,1944,-0.16,0.02,-0.99,0.020935,-2.525463,17.833588,177.845642
21,-5772,4828,17232,-118,53,1815,-0.15,0.02,-0.99,0.030884,-2.768574,17.472298,176.671265
22,-6056,4424,16852,-74,16,1513,-0.14,0.02,-0.99,0.057861,-3.464525,16.350285,173.510696
23,-5336,4392,17348,-18,37,1319,-0.14,0.02,-0.99,0.065613,-3.612213,15.995308,172.599777
24,-4804,4248,17444,-56,90,1089,-0.13,0.02,-0.99,0.085266,-3.844284,14.951004,170.284714
25,-4500,4088,17496,-73,74,956,-0.13,0.02,-0.99,0.090881,-3.902973,14.605545,169.626389
26,-3524,4128,17156,-28,-55,748,-0.12,0.02,-0.99,0.104858,-3.991322,13.732757,167.987091
27,-3460,3832,17464,-2,-56,657,-0.12,0.02,-0.99,0.108765,-3.972023,13.52648,167.523605
28,-3044,3424,17900,-7,-40,459,-0.12,0.02,-0.99,0.118347,-3.8304,12.946389,166.382309
29,-2628,3360,17916,-7,-47,345,-0.11,0.02,-0.99,0.120728,-3.772468,12.756412,166.098526
30,-1532,3624,18968,11,-46,135,-0.11,0.02,-0.99,0.125366,-3.525307,12.28864,165.537216
31,-416,3720,18940,-70,-13,31,-0.11,0.02,-0.99,0.125977,-3.414679,12.160021,165.458389
32,132,3916,18440,-235,45,-32,-0.11,0.01,-0.99,0.125977,-3.260455,11.77596,165.45871
33,276,3996,18676,-180,-62,-36,-0.1,0.02,-0.99,0.125366,-3.266131,11.563117,165.539627
34,272,3956,18980,-73,-230,-48,-0.1,0.01,-0.99,0.125122,-3.22137,11.5199,165.566147
35,940,3964,17916,-20,-359,-50,-0.11,0.01,-0.99,0.124329,-2.911447,11.787584,165.618866
