seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,8156,5332,17440,-109,115,134,0.19,-0.04,0.72,0.66394,12.093016,19.684082,-92.508148
1,8484,5104,17848,48,174,121,0.19,-0.04,0.72,0.663391,12.065153,19.663477,-92.605095
2,9988,5124,18176,107,179,136,0.19,-0.04,0.72,0.661377,12.184322,19.562132,-92.91346
3,11268,5112,17828,110,208,157,0.19,-0.04,0.72,0.660583,12.235936,19.556904,-93.024178
4,12388,5452,18624,109,229,311,0.2,-0.04,0.73,0.657288,12.37795,19.58704,-93.487358
5,12904,5344,18268,56,166,424,0.2,-0.04,0.73,0.65564,12.39225,19.650372,-93.718971
6,13172,5400,18268,-1,179,610,0.2,-0.04,0.73,0.649109,12.233659,19.990353,-94.658905
7,13256,5612,18008,-31,164,725,0.2,-0.04,0.74,0.646362,12.122536,20.127779,-95.064133
8,13100,6012,17756,-41,146,960,0.2,-0.04,0.74,0.636169,11.643321,20.631313,-96.568932
9,12892,6212,17716,-6,147,1074,0.2,-0.04,0.75,0.63208,11.445999,20.822573,-97.169044
10,12524,6696,18352,22,109,1244,0.2,-0.05,0.76,0.617798,10.874855,21.402008,-99.238434
11,12144,7124,18688,21,102,1340,0.2,-0.05,0.76,0.612427,10.669178,21.60792,-100.009888
12,11624,7372,18992,-34,70,1501,0.2,-0.05,0.78,0.59491,9.963787,22.209591,-102.508453
13,11264,7568,18804,-74,87,1591,0.2,-0.05,0.78,0.588562,9.671802,22.407684,-103.414978
14,9960,8180,18724,-138,99,1757,0.2,-0.06,0.8,0.568054,8.630999,22.926535,-106.349503
15,8984,8204,18684,-167,78,1866,0.2,-0.06,0.8,0.56073,8.230453,23.068165,-107.398056
16,7300,8540,18908,-229,-85,2013,0.2,-0.07,0.82,0.536865,6.871529,23.483265,-110.775238
17,6504,8504,18560,-248,-183,2078,0.2,-0.07,0.82,0.528381,6.374675,23.664829,-111.945992
18,5136,8336,18488,-230,-180,2098,0.2,-0.07,0.84,0.501892,4.82711,24.203918,-115.533173
19,4408,8276,18328,-206,-128,2048,0.2,-0.08,0.84,0.492981,4.313637,24.325432,-116.736679
20,3180,7948,18480,-171,-8,1925,0.2,-0.08,0.86,0.467041,2.902551,24.401947,-120.260345
21,2216,7852,18432,-154,44,1823,0.2,-0.08,0.86,0.458801,2.477998,24.321569,-121.394005
22,1232,7752,18000,-145,62,1676,0.19,-0.08,0.88,0.435791,1.363605,23.881142,-124.584129
23,672,7620,18096,-105,92,1609,0.19,-0.08,0.88,0.428589,1.041077,23.695435,-125.582703
24,-20,7136,18116,-69,76,1453,0.18,-0.08,0.89,0.407898,0.261655,23.020868,-128.460068
25,-480,6920,18032,-69,96,1343,0.18,-0.08,0.89,0.40155,0.050796,22.777763,-129.343033
26,-672,7020,18156,-28,157,1124,0.17,-0.08,0.9,0.384583,-0.41189,21.965078,-131.726974
27,-696,6664,18488,-50,142,1014,0.17,-0.08,0.91,0.379639,-0.504265,21.662842,-132.436493
28,-596,5904,17876,-110,165,822,0.17,-0.07,0.91,0.367004,-0.740736,20.780943,-134.257095
29,-520,5892,17740,-129,199,696,0.16,-0.07,0.91,0.363525,-0.819886,20.4858,-134.770691
30,76,5460,17684,-108,178,514,0.16,-0.07,0.92,0.355347,-0.958352,19.563787,-136.021362
31,404,5268,18064,-104,145,447,0.15,-0.07,0.92,0.353271,-0.965956,19.287046,-136.344818
32,792,4756,17808,-137,38,337,0.15,-0.06,0.92,0.348083,-0.980041,18.622005,-137.145721
33,1188,4520,17660,-135,31,259,0.15,-0.06,0.92,0.346741,-0.994506,18.456625,-137.350708
34,2068,4232,17780,-119,-37,134,0.14,-0.06,0.93,0.344177,-0.97363,18.063629,-137.757645
35,2560,4096,17800,-87,-49,69,0.14,-0.06,0.93,0.34375,-0.941464,17.988369,-137.828644
36,2904,4172,18096,-45,-25,-48,0.14,-0.06,0.93,0.343567,-0.736702,17.806362,-137.893692
37,3308,3800,18112,-26,-18,-170,0.14,-0.06,0.93,0.344055,-0.628843,17.740484,-137.848526
38,3572,3416,19336,-15,47,-350,0.14,-0.06,0.93,0.347656,-0.205372,17.515312,-137.457581
