seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,7788,4640,19408,180,-55,-28,-0.05,0.14,0.52,-0.840454,13.051335,10.636405,64.251366
1,9396,4936,19332,86,-26,73,-0.05,0.14,0.52,-0.840393,13.14574,10.796134,64.24469
2,10168,5072,19792,-67,88,224,-0.05,0.14,0.52,-0.840881,13.216683,11.121895,64.113922
3,10728,5460,19616,-172,69,358,-0.04,0.14,0.52,-0.842407,13.076415,11.42138,63.791756
4,11376,6080,18936,-170,54,460,-0.04,0.15,0.51,-0.844604,12.814366,11.793246,63.335537
5,12304,7088,19648,-117,88,607,-0.04,0.15,0.51,-0.847229,12.571684,12.230419,62.764645
6,12964,7700,20108,-131,24,883,-0.03,0.15,0.5,-0.850708,12.383734,12.711765,61.975533
7,12816,7968,20292,-217,-25,1182,-0.03,0.15,0.49,-0.855408,12.111014,13.358663,60.88195
8,12500,8200,19444,-339,-47,1395,-0.03,0.16,0.48,-0.861389,11.667668,14.110453,59.476017
9,12736,8788,18612,-416,56,1550,-0.02,0.16,0.47,-0.868225,11.021927,14.878744,57.848423
10,12440,9444,19208,-433,149,1755,-0.01,0.16,0.46,-0.875671,10.267796,15.527156,56.0261
11,12076,9876,18712,-489,105,2021,-0.01,0.16,0.44,-0.883972,9.436301,16.081257,53.927284
12,11436,10528,17964,-515,133,2299,-0.0,0.16,0.42,-0.893005,8.473732,16.671858,51.541817
13,10408,11076,18260,-512,248,2513,0.0,0.16,0.4,-0.902771,7.403161,17.179897,48.828205
14,8892,11940,18492,-574,297,2685,0.01,0.16,0.37,-0.913025,6.28349,17.475609,45.841415
15,7588,12680,18328,-620,296,2814,0.01,0.16,0.35,-0.923279,5.074282,17.592354,42.672756
16,6300,13460,18328,-656,356,2918,0.02,0.16,0.32,-0.93335,3.842919,17.575277,39.363419
17,3844,14052,18524,-719,393,3072,0.02,0.15,0.3,-0.943054,2.588309,17.360933,35.920467
18,836,13196,17828,-840,314,3256,0.03,0.14,0.27,-0.952515,1.265664,16.930008,32.293667
19,-2552,11892,16564,-915,240,3367,0.04,0.14,0.24,-0.961487,-0.220599,16.373016,28.486992
20,-5740,10300,15684,-879,157,3307,0.04,0.13,0.2,-0.969604,-1.819425,15.650169,24.575794
21,-7644,8556,15336,-735,62,3052,0.05,0.12,0.17,-0.976501,-3.337413,14.788424,20.726727
22,-8560,7504,15256,-556,42,2703,0.06,0.11,0.14,-0.981934,-4.603292,13.863602,17.144535
23,-9056,6616,15864,-461,19,2377,0.06,0.11,0.11,-0.986084,-5.549483,12.879778,13.932261
24,-8936,6080,15836,-414,-62,2074,0.06,0.1,0.09,-0.989136,-6.271195,11.914826,11.07494
25,-8616,5596,15812,-367,-86,1806,0.07,0.09,0.07,-0.991272,-6.849992,11.059948,8.569637
26,-8328,5024,16096,-323,-58,1551,0.07,0.09,0.05,-0.992798,-7.292287,10.266283,6.375569
27,-7832,4752,16188,-281,-105,1302,0.07,0.08,0.03,-0.993835,-7.617466,9.507393,4.481555
28,-6820,4284,16796,-219,-186,1075,0.07,0.08,0.02,-0.994507,-7.826876,8.864771,2.875986
29,-5748,4020,16840,-185,-286,883,0.07,0.07,0.01,-0.994934,-7.931555,8.417984,1.541371
30,-4860,3364,16464,-152,-335,700,0.07,0.07,-0.0,-0.995056,-7.973345,8.18206,0.43757
