timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,748,1112,15732,417,-243,-287,0.01,0.1,-0.36,-0.925476,-6.05375,10.532374,-43.214405,-1206,409,96,-1154,-520,-169
20,1,1712,-3272,17620,286,-241,-588,0.01,0.1,-0.36,-0.92627,-5.701154,10.666929,-43.010532,-1036,553,94,-1130,-294,-153
40,2,3524,-7660,16224,-42,-26,-417,0.01,0.11,-0.35,-0.929077,-5.300984,10.999574,-42.1054,-555,-784,481,14,-981,435
60,3,3812,-5536,14752,-130,9,-190,0.01,0.11,-0.35,-0.929688,-5.443318,11.037432,-41.878639,-398,-1361,347,528,-1304,389
80,4,4588,-7552,14596,-152,-53,-219,0.01,0.11,-0.35,-0.930481,-6.030918,11.15103,-41.478619,124,-1947,-329,1420,-1373,-96
100,5,5628,-11016,13200,-187,-75,-239,0.02,0.11,-0.35,-0.930725,-6.265652,11.245,-41.338348,305,-2213,-463,1751,-1454,-155
120,6,8384,-15256,14868,-59,-331,189,0.02,0.12,-0.35,-0.930359,-7.317825,11.810959,-41.110741,1124,-4229,-899,3737,-2444,-115
140,7,9084,-15400,15800,-182,-336,579,0.03,0.12,-0.35,-0.92926,-7.765122,12.120319,-41.308964,1468,-4809,-734,4327,-2654,232
160,8,9148,-14516,13668,-527,-376,1111,0.04,0.14,-0.36,-0.922913,-9.721744,12.922316,-42.723431,2195,-5452,-553,5258,-2543,857
180,9,9752,-14964,13788,-520,-509,1304,0.04,0.14,-0.36,-0.919861,-10.547189,13.188133,-43.413097,2319,-5477,-665,5409,-2409,868
200,10,11220,-17372,15008,-294,-663,1707,0.05,0.16,-0.38,-0.908264,-13.098026,14.113257,-46.051369,2760,-5853,-679,6014,-2105,1318
220,11,12324,-16676,16676,-275,-685,2082,0.06,0.16,-0.39,-0.90332,-13.938943,14.426958,-47.209396,2959,-5995,-468,6186,-1942,1695
240,12,13480,-14908,14188,-429,-676,2600,0.07,0.18,-0.42,-0.884766,-16.664551,15.053576,-51.561638,3634,-5612,-16,6165,-720,2483
260,13,14448,-15372,14704,-376,-814,2881,0.07,0.19,-0.44,-0.877319,-17.661118,15.20805,-53.262913,3890,-5400,-99,6161,-200,2510
280,14,16164,-13640,15720,-336,-879,3477,0.09,0.21,-0.48,-0.85022,-20.72678,15.561728,-59.340675,4788,-4800,217,5836,1496,3116
300,15,16856,-11764,15328,-301,-937,3787,0.09,0.21,-0.49,-0.839539,-21.751358,15.559818,-61.695232,5103,-4414,299,5523,2190,3212
320,16,19104,-8048,18200,-148,-1026,4194,0.1,0.23,-0.54,-0.802551,-24.587801,15.339256,-69.689171,6095,-2721,796,3742,4428,3402
340,17,20080,-6940,18268,-149,-942,4387,0.1,0.23,-0.56,-0.788879,-25.38553,15.159272,-72.581505,6492,-2055,1129,2893,5176,3532
360,18,21128,-3620,19380,69,-891,4746,0.1,0.25,-0.61,-0.743835,-27.507633,14.196477,-81.720627,7642,-263,1816,305,7003,3553
