timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,-3896,-3972,13704,-440,339,-413,0.19,0.09,-0.78,-0.585693,-21.692282,-11.616061,-105.149612,-168,1727,129,-1536,-664,-474
20,1,-3424,-4616,14188,-271,83,-473,0.2,0.09,-0.78,-0.587341,-21.933374,-11.696324,-104.822418,-203,1538,-137,-1254,-659,-645
40,2,-3008,-5732,15204,-232,56,-415,0.2,0.09,-0.78,-0.590698,-22.315674,-11.591967,-104.255913,-133,1153,-167,-919,-472,-553
60,3,-3136,-5164,14288,-305,151,-238,0.2,0.09,-0.77,-0.593506,-22.686329,-11.475183,-103.778427,-41,741,26,-656,-243,-248
80,4,-2624,-4460,12512,-305,125,-225,0.2,0.09,-0.77,-0.59491,-23.094986,-11.539385,-103.457771,-55,725,-160,-559,-267,-411
100,5,-3152,-5488,12592,-226,56,-318,0.2,0.1,-0.77,-0.596313,-23.466648,-11.559956,-103.155426,96,860,-538,-546,-192,-838
120,6,-3016,-7440,12288,-216,-3,-297,0.21,0.1,-0.77,-0.59845,-23.800783,-11.477004,-102.771065,87,635,-792,-233,-160,-978
140,7,-2820,-7216,11148,-266,-54,-189,0.21,0.1,-0.77,-0.600159,-24.210724,-11.347203,-102.455368,75,219,-1026,242,-81,-1020
160,8,-2676,-7976,10532,-353,-146,-143,0.21,0.1,-0.76,-0.600891,-24.693359,-11.192824,-102.292778,128,0,-1363,580,-1,-1239
180,9,-2708,-8676,9992,-322,-244,-107,0.21,0.11,-0.76,-0.600952,-25.292959,-10.954725,-102.246826,128,-248,-1663,944,42,-1396
200,10,-2332,-9548,10452,-152,-346,-121,0.21,0.11,-0.76,-0.600708,-25.841351,-10.627811,-102.293549,122,-480,-1929,1280,86,-1523
220,11,-1536,-11572,10772,-105,-364,-127,0.21,0.12,-0.76,-0.60083,-26.218473,-10.179561,-102.357414,198,-842,-1967,1603,262,-1405
240,12,-832,-13992,10368,-172,-349,34,0.21,0.13,-0.76,-0.600891,-26.645916,-9.673602,-102.442719,388,-1507,-1927,2129,629,-1096
260,13,-376,-13804,8820,-151,-360,286,0.21,0.13,-0.76,-0.599365,-27.218485,-9.243157,-102.745789,601,-2274,-2048,2809,1040,-867
280,14,36,-14640,8352,-77,-517,444,0.21,0.14,-0.76,-0.595886,-27.754444,-8.915287,-103.357658,778,-2683,-2396,3286,1334,-980
300,15,644,-15496,10000,-105,-694,655,0.21,0.14,-0.77,-0.590942,-28.218044,-8.478786,-104.278046,974,-3068,-2573,3643,1675,-951
320,16,1476,-15348,9836,-242,-717,903,0.21,0.15,-0.77,-0.583801,-28.695524,-7.974044,-105.604172,1200,-3402,-2307,3708,2068,-552
340,17,2296,-15472,8996,-272,-825,1063,0.2,0.16,-0.78,-0.574463,-29.278408,-7.54918,-107.267578,1475,-3487,-2280,3645,2452,-474
360,18,2920,-17348,10976,-213,-949,1256,0.2,0.17,-0.78,-0.563416,-29.883816,-7.071064,-109.242302,1762,-3663,-2253,3623,2890,-344
380,19,3668,-16848,10872,-183,-900,1566,0.2,0.18,-0.79,-0.550415,-30.429459,-6.608662,-111.54747,2043,-4028,-1889,3540,3376,173
400,20,4644,-16296,9992,-121,-983,1832,0.2,0.19,-0.8,-0.534973,-30.88349,-6.343972,-114.186806,2394,-4124,-1759,3289,3860,339
420,21,5864,-16836,11660,-49,-1134,2059,0.19,0.2,-0.81,-0.516968,-31.235117,-6.11094,-117.212975,2812,-4032,-1745,2869,4346,296
440,22,7560,-16848,12292,104,-1137,2371,0.18,0.2,-0.82,-0.496826,-31.419119,-5.829144,-120.535507,3331,-4076,-1425,2289,4917,565
460,23,9396,-14136,13056,233,-1180,2734,0.18,0.21,-0.84,-0.473877,-31.378807,-5.674339,-124.162392,3994,-3990,-1163,1495,5525,684
480,24,10588,-12584,15916,469,-1263,3023,0.17,0.21,-0.85,-0.447876,-31.022074,-5.581148,-128.082947,4699,-3464,-773,218,5847,660
500,25,10828,-7988,17796,563,-1166,3408,0.16,0.21,-0.87,-0.419067,-30.200352,-5.513004,-132.179016,5363,-2748,75,-1429,5781,925
520,26,9304,-760,18176,432,-1182,3749,0.14,0.21,-0.9,-0.368896,-28.382236,-5.809734,-138.79155,5717,-223,1032,-4216,3979,430
540,27,7532,6940,21088,176,-1341,3848,0.14,0.2,-0.9,-0.350159,-27.670248,-5.939429,-141.149246,5584,1102,1341,-5166,2738,94
560,28,6224,11660,23792,1,-1270,3595,0.12,0.19,-0.93,-0.292969,-25.372818,-6.103817,-148.05542,4869,5244,2804,-7445,-1893,-232
