seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,2968,452,15668,-1,179,-141,0.06,0.06,1.0,-0.015137,6.835621,6.439723,177.876709
1,3132,328,15224,-14,161,-195,0.05,0.06,1.0,-0.014404,6.798512,6.357379,177.968033
2,3272,392,15936,17,139,-208,0.05,0.06,1.0,-0.012634,6.725717,6.218698,178.183777
3,3596,288,15564,20,-28,-127,0.05,0.06,1.0,-0.010986,6.693767,6.17228,178.377457
4,3452,616,15160,82,-58,-74,0.05,0.06,1.0,-0.01001,6.650681,6.298472,178.484161
5,3284,676,15880,191,-76,-82,0.06,0.06,1.0,-0.009521,6.709845,6.449191,178.527725
6,3632,1108,15908,228,-109,-112,0.06,0.06,1.0,-0.008972,6.889684,6.621387,178.570145
7,3960,1444,15416,223,-52,-112,0.06,0.06,1.0,-0.008179,7.121049,6.826912,178.634933
8,3628,1972,15976,250,-8,-79,0.06,0.06,1.0,-0.007446,7.373097,6.969278,178.694778
9,3512,2272,15644,283,-71,-60,0.06,0.07,1.0,-0.007019,7.672843,7.072056,178.718872
10,3724,2400,15080,312,-73,-54,0.06,0.07,1.0,-0.006836,8.034821,7.23938,178.705811
11,3928,2436,14916,329,1,-54,0.06,0.07,1.0,-0.006653,8.42515,7.399315,178.690384
12,3940,2584,14796,342,16,-27,0.07,0.08,0.99,-0.006653,8.842199,7.490771,178.65657
13,3720,2532,14264,375,7,11,0.07,0.08,0.99,-0.006958,9.271616,7.578243,178.586731
14,3560,2600,13700,434,-20,1,0.07,0.08,0.99,-0.007629,9.740402,7.669095,178.471359
15,4196,2936,13068,509,-29,-32,0.07,0.09,0.99,-0.008118,10.28214,7.786858,178.36908
16,4692,3208,12772,571,-14,-14,0.07,0.1,0.99,-0.008484,10.93868,7.938569,178.268646
17,4944,3516,12208,649,18,31,0.07,0.1,0.99,-0.009155,11.671568,8.101118,178.125412
18,4824,3536,12092,758,71,80,0.07,0.11,0.99,-0.010376,12.507382,8.243767,177.913071
19,4744,4076,12068,911,81,126,0.07,0.12,0.99,-0.012268,13.479162,8.348116,177.618103
20,4520,4832,12360,1068,42,182,0.07,0.13,0.99,-0.014893,14.637015,8.459665,177.225861
21,4508,5212,12224,1189,42,220,0.07,0.14,0.99,-0.018066,15.992243,8.614657,176.752365
22,4244,5712,13104,1287,132,260,0.07,0.15,0.99,-0.02179,17.48805,8.76025,176.209961
23,3696,6316,13724,1361,126,290,0.07,0.17,0.98,-0.026123,19.081177,8.831443,175.608978
24,3700,7276,13316,1423,85,288,0.07,0.18,0.98,-0.030762,20.753817,8.908352,174.974823
25,3792,7940,13480,1523,130,251,0.07,0.2,0.98,-0.035278,22.540371,9.005426,174.351349
26,4228,9172,14124,1640,140,203,0.07,0.21,0.97,-0.039551,24.463518,9.058481,173.765503
27,4604,9772,14196,1660,152,253,0.07,0.23,0.97,-0.043579,26.534967,9.103118,173.212631
28,4252,10368,14156,1661,189,316,0.07,0.25,0.96,-0.048218,28.604942,9.179984,172.602493
29,4088,10884,13516,1720,195,309,0.07,0.27,0.96,-0.053528,30.663454,9.266369,171.937454
30,4356,12184,13180,1834,241,258,0.07,0.28,0.95,-0.058777,32.821224,9.333572,171.300842
31,4676,13372,13900,1946,274,300,0.07,0.3,0.95,-0.063721,35.144218,9.351016,170.730133
32,4444,13888,14428,2032,216,427,0.06,0.32,0.94,-0.069519,37.589142,9.4141,170.087601
33,3564,14556,14792,2107,261,508,0.06,0.35,0.93,-0.076294,40.082405,9.617245,169.33493
34,2704,15456,16024,2183,267,501,0.06,0.37,0.92,-0.083862,42.613811,9.808119,168.552612
35,2728,16320,16204,2179,242,432,0.06,0.39,0.92,-0.091125,45.165676,9.957931,167.860947
36,2260,17148,17152,2093,383,381,0.05,0.41,0.91,-0.097595,47.673157,10.058038,167.306931
37,1868,18224,17996,1973,346,358,0.05,0.43,0.9,-0.103943,50.010124,10.013433,166.875229
38,2028,18808,17500,1961,203,382,0.04,0.44,0.89,-0.10968,52.169342,9.993419,166.521774
39,1392,19008,18552,1961,202,406,0.04,0.46,0.88,-0.11499,54.32555,10.09762,166.183044
40,972,20036,19268,1902,119,380,0.04,0.48,0.87,-0.1203,56.380577,10.216074,165.867462
41,860,20780,19096,1793,62,334,0.03,0.49,0.86,-0.124634,58.321121,10.346867,165.642136
42,148,21356,20136,1647,178,213,0.03,0.5,0.85,-0.128174,60.106716,10.42743,165.514282
43,476,21984,21868,1375,136,62,0.03,0.52,0.85,-0.130859,61.627964,10.281109,165.573029
44,1288,21984,21452,1062,-89,52,0.02,0.52,0.84,-0.131897,62.72974,10.046371,165.766586
45,1412,21324,20500,763,-213,111,0.02,0.53,0.84,-0.131836,63.474033,9.974678,165.897354
46,1284,20680,19884,469,-211,95,0.02,0.53,0.84,-0.131653,63.883121,10.040731,165.914795
