seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,4820,924,13548,-248,116,-282,-0.03,0.07,0.45,-0.891296,6.608963,5.485205,53.329311
1,4800,960,13828,-244,176,-367,-0.03,0.07,0.45,-0.890686,6.450678,5.472904,53.512337
2,4808,1320,14168,-154,188,-448,-0.03,0.07,0.45,-0.888977,6.179685,5.384144,53.989506
3,4964,1876,14660,-87,75,-417,-0.03,0.07,0.46,-0.887085,6.032403,5.302887,54.497448
4,5500,1512,14864,-100,9,-346,-0.02,0.07,0.46,-0.885193,5.974411,5.367436,54.977795
5,5612,1192,14224,-180,77,-234,-0.02,0.07,0.46,-0.883667,5.874004,5.528811,55.368481
6,4988,728,13768,-269,207,-146,-0.02,0.07,0.46,-0.882751,5.652582,5.615676,55.623283
7,4192,264,12916,-273,190,-78,-0.02,0.06,0.47,-0.882385,5.302023,5.552063,55.759422
8,3692,-116,12592,-94,56,-50,-0.02,0.06,0.47,-0.882263,4.954485,5.489039,55.82782
9,3852,-404,12480,128,-73,-82,-0.01,0.06,0.47,-0.882141,4.804791,5.575605,55.872643
10,4348,-72,12752,263,-45,-113,-0.01,0.06,0.47,-0.881775,4.911904,5.795628,55.946644
11,3968,404,13476,329,20,-75,-0.02,0.07,0.47,-0.881287,5.18602,5.982134,56.034153
12,3536,1152,13672,371,21,-42,-0.02,0.07,0.47,-0.880981,5.549683,6.090178,56.063431
13,3512,1160,13384,412,-48,-38,-0.02,0.07,0.47,-0.880798,5.986785,6.191561,56.051109
14,3572,1416,13200,463,-43,-63,-0.02,0.08,0.47,-0.880554,6.47349,6.353851,56.042461
15,4156,1648,12416,466,-6,-92,-0.03,0.08,0.47,-0.880127,7.031455,6.50937,56.060593
16,4388,1996,11828,493,83,-60,-0.03,0.08,0.47,-0.879639,7.599141,6.634877,56.088394
17,4432,2248,11536,617,55,20,-0.04,0.09,0.47,-0.879333,8.227758,6.689876,56.052727
18,4400,2644,11220,822,-37,103,-0.04,0.09,0.47,-0.879333,9.025875,6.810686,55.897701
19,4120,3128,11416,1034,-91,158,-0.05,0.1,0.46,-0.879517,10.071732,7.05324,55.625214
20,4108,3792,11516,1179,-93,163,-0.06,0.1,0.46,-0.879639,11.378701,7.349569,55.262566
21,4132,4248,12656,1270,-33,154,-0.07,0.11,0.46,-0.879517,12.863187,7.624511,54.854927
22,3948,5600,13240,1324,-109,178,-0.08,0.12,0.45,-0.879272,14.460351,7.847134,54.39323
23,4424,6436,12256,1398,-214,183,-0.09,0.13,0.45,-0.878723,16.15925,8.171076,53.889187
24,5536,7016,11932,1502,-113,126,-0.1,0.14,0.45,-0.877747,17.99474,8.607429,53.354691
25,6572,8020,12940,1599,-5,82,-0.12,0.15,0.44,-0.876221,19.976248,8.943354,52.792675
26,6784,8992,13620,1624,70,171,-0.13,0.16,0.44,-0.87439,22.068897,9.20148,52.142483
27,5712,9088,13084,1679,87,383,-0.15,0.17,0.43,-0.872864,24.168564,9.447509,51.260273
28,4468,9180,12736,1854,48,486,-0.16,0.18,0.43,-0.871826,26.30727,9.744681,50.048141
29,4280,9588,13496,2054,36,409,-0.18,0.19,0.42,-0.870483,28.629641,10.07655,48.603092
30,4476,11244,14468,2164,78,334,-0.2,0.2,0.41,-0.868042,31.165924,10.354069,47.079563
31,4092,12636,15288,2183,54,440,-0.22,0.21,0.4,-0.864685,33.821171,10.567165,45.456734
32,3636,12068,15640,2244,-47,575,-0.24,0.22,0.39,-0.861267,36.47509,10.893447,43.565769
33,3016,12220,16832,2406,-86,546,-0.26,0.23,0.38,-0.857544,39.14381,11.373632,41.427158
34,2440,14160,18268,2495,-175,419,-0.28,0.24,0.37,-0.852844,41.91935,11.839941,39.140366
35,3180,16820,19248,2532,-288,209,-0.3,0.25,0.36,-0.846558,44.803314,12.236448,36.887009
36,4252,18084,21132,2445,-225,95,-0.32,0.26,0.35,-0.838623,47.76553,12.531147,34.739429
37,4680,18420,21856,2138,-117,108,-0.34,0.27,0.35,-0.83075,50.507202,12.699886,32.614342
38,4280,18868,21836,1902,-16,149,-0.35,0.28,0.34,-0.824219,52.759533,12.815764,30.613184
39,3060,19360,22592,1787,56,159,-0.37,0.29,0.33,-0.818848,54.668713,12.873967,28.67267
40,2584,20388,22900,1651,55,90,-0.38,0.29,0.33,-0.814026,56.367668,12.834768,26.823357
41,3212,21368,23624,1457,9,42,-0.39,0.29,0.32,-0.809509,57.856346,12.692523,25.240499
42,3852,21460,22924,1182,-25,58,-0.4,0.29,0.32,-0.805481,59.091148,12.55514,23.962627
43,3728,20364,21944,831,106,69,-0.41,0.3,0.32,-0.802734,59.966923,12.49091,22.973682
44,3572,19552,20968,531,241,-12,-0.41,0.3,0.31,-0.80188,60.389412,12.354687,22.332178
45,3600,18908,20048,309,259,-55,-0.42,0.29,0.31,-0.802368,60.458702,12.080684,22.053606
46,3544,18164,19108,165,156,-29,-0.42,0.29,0.31,-0.803528,60.301884,11.788612,22.056915
47,3708,17540,18156,70,9,-17,-0.42,0.29,0.31,-0.804932,60.031467,11.605316,22.2045
48,4016,17072,17152,-15,-116,-12,-0.41,0.28,0.31,-0.806213,59.714672,11.54409,22.474911
49,4164,16564,16504,-135,-142,-28,-0.41,0.28,0.31,-0.807434,59.349411,11.590122,22.84667
50,3560,16772,16208,-276,-139,-56,-0.41,0.28,0.31,-0.80896,58.870773,11.628622,23.362082
51,3260,16560,15616,-364,-237,-85,-0.4,0.28,0.32,-0.810791,58.259102,11.631548,24.060568
