seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,3892,964,16568,77,27,-163,-0.06,-0.05,-0.97,-0.241882,7.435943,5.499084,-152.201004
1,3508,960,16856,163,-61,-84,-0.06,-0.05,-0.97,-0.242615,7.523039,5.616507,-152.116165
2,3512,1344,16760,177,-91,-102,-0.07,-0.05,-0.97,-0.243164,7.67021,5.799342,-152.056946
3,3876,1404,16340,141,-60,-146,-0.07,-0.05,-0.97,-0.244019,7.833563,5.976146,-151.963165
4,4112,1556,15992,118,44,-180,-0.07,-0.05,-0.97,-0.245239,7.948959,6.09738,-151.822159
5,4240,1720,15576,134,67,-174,-0.07,-0.05,-0.97,-0.246704,8.076921,6.119791,-151.655579
6,4380,1644,14828,180,89,-122,-0.07,-0.06,-0.96,-0.247864,8.246845,6.146964,-151.526596
7,3856,1652,14740,229,133,-68,-0.07,-0.06,-0.96,-0.248352,8.470979,6.150379,-151.484848
8,3512,1528,13972,261,115,-53,-0.07,-0.06,-0.96,-0.248413,8.728867,6.104373,-151.497742
9,3452,1596,13028,302,122,-73,-0.07,-0.06,-0.96,-0.248413,9.030701,6.061582,-151.520889
10,3928,1948,12028,389,139,-110,-0.07,-0.07,-0.96,-0.248657,9.407674,6.018751,-151.520737
11,4388,2248,11592,501,209,-114,-0.07,-0.07,-0.96,-0.249084,9.930917,5.943039,-151.511841
12,4532,2492,11168,601,278,-102,-0.07,-0.08,-0.96,-0.249268,10.603095,5.8077,-151.544708
13,4768,3128,10848,693,297,-73,-0.07,-0.08,-0.96,-0.249146,11.400146,5.628006,-151.628281
14,4848,3548,10684,838,259,-20,-0.07,-0.09,-0.96,-0.248474,12.344985,5.472695,-151.791458
15,4820,4064,10912,1037,201,51,-0.08,-0.1,-0.96,-0.247009,13.511801,5.399598,-152.076431
16,4968,4532,11680,1234,105,169,-0.08,-0.11,-0.96,-0.244568,14.927051,5.435371,-152.511246
17,4896,5448,11732,1382,17,304,-0.08,-0.13,-0.96,-0.240662,16.545986,5.640237,-153.162506
18,4508,6160,12332,1499,-32,402,-0.09,-0.14,-0.96,-0.235352,18.338594,5.963331,-154.026276
19,4388,6788,12440,1606,-34,422,-0.1,-0.16,-0.96,-0.229248,20.25779,6.348307,-155.028717
20,4560,7736,13304,1715,12,405,-0.1,-0.17,-0.95,-0.222839,22.31604,6.715373,-156.113907
21,4636,8548,14084,1773,50,407,-0.11,-0.19,-0.95,-0.216309,24.488447,7.027972,-157.260117
22,4360,9328,13832,1779,116,433,-0.11,-0.21,-0.95,-0.209351,26.681856,7.323862,-158.487564
23,3552,10320,14320,1842,191,490,-0.12,-0.23,-0.95,-0.201782,28.903246,7.540734,-159.812408
24,2748,11236,14748,1965,106,542,-0.12,-0.25,-0.94,-0.193481,31.218397,7.741657,-161.26059
25,2436,12336,15040,2102,-2,516,-0.13,-0.27,-0.94,-0.184937,33.686016,8.057549,-162.809494
26,3100,14132,15928,2181,-73,432,-0.13,-0.29,-0.93,-0.177124,36.31089,8.419129,-164.345383
27,3872,15488,16160,2186,-134,478,-0.14,-0.31,-0.92,-0.169739,39.012772,8.849236,-165.899887
28,3420,15936,16268,2148,-106,592,-0.15,-0.33,-0.92,-0.161499,41.68314,9.422285,-167.60994
29,2608,15832,17136,2114,-6,570,-0.15,-0.35,-0.91,-0.152344,44.231358,9.962363,-169.408585
30,2872,16636,18272,2120,-93,479,-0.16,-0.37,-0.9,-0.14386,46.666698,10.369274,-171.083313
31,3780,17936,18536,2105,-187,469,-0.16,-0.39,-0.9,-0.136475,49.077435,10.832918,-172.671402
32,3384,18720,18836,2049,-122,534,-0.17,-0.41,-0.89,-0.128845,51.432079,11.38875,-174.316086
33,2288,19000,20184,1910,5,500,-0.17,-0.42,-0.88,-0.120667,53.609333,11.848718,-175.928589
34,2256,19348,20468,1693,28,329,-0.18,-0.44,-0.87,-0.113647,55.471058,12.107681,-177.246277
35,2936,19936,20660,1524,47,199,-0.18,-0.45,-0.87,-0.108521,57.057026,12.185134,-178.218536
36,3076,20492,21256,1358,114,205,-0.18,-0.46,-0.86,-0.104065,58.414791,12.1946,-179.018356
37,2348,20460,21584,1143,126,246,-0.18,-0.47,-0.86,-0.099487,59.483128,12.197056,-179.71991
38,2284,20252,21304,922,79,232,-0.18,-0.48,-0.86,-0.095398,60.239483,12.208745,179.721252
39,2232,19960,20992,691,57,184,-0.18,-0.48,-0.85,-0.092224,60.735245,12.210896,179.325684
40,2560,19616,20232,443,18,124,-0.17,-0.48,-0.85,-0.090088,60.946148,12.185805,179.114502
41,2772,19088,19724,218,-5,84,-0.17,-0.48,-0.85,-0.088928,60.906387,12.141174,179.064224
42,2804,18256,19060,13,-117,55,-0.17,-0.48,-0.86,-0.088684,60.624294,12.114576,179.144592
43,2712,17524,18048,-161,-226,6,-0.17,-0.48,-0.86,-0.089661,60.158352,12.136063,179.345795
44,2668,17228,16884,-320,-251,-88,-0.17,-0.47,-0.86,-0.091919,59.554981,12.140419,179.697098
