seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw
0,3556,-24,15472,367,-21,-138,0.03,0.06,0.78,-0.620789,3.326078,6.640876,103.169975
1,3812,608,16008,400,16,-168,0.03,0.06,0.78,-0.6203,3.552144,6.698168,103.248367
2,3312,616,17388,182,104,-161,0.02,0.06,0.78,-0.618713,4.182338,6.702981,103.504189
3,3328,260,16508,-5,77,-181,0.02,0.07,0.78,-0.618164,4.263534,6.670948,103.588394
4,3528,-68,15328,-98,110,-223,0.02,0.06,0.78,-0.616028,4.128404,6.593108,103.89637
5,3952,-76,14940,-50,96,-218,0.02,0.06,0.79,-0.615234,4.056858,6.563516,104.009651
6,4420,-360,14776,135,15,-135,0.02,0.06,0.79,-0.61322,3.987547,6.583884,104.29744
7,4336,-268,15132,263,-37,-79,0.02,0.06,0.79,-0.612793,4.049199,6.644613,104.359566
8,4252,-24,14868,361,-97,-19,0.02,0.07,0.79,-0.612427,4.490375,6.972672,104.416931
9,4104,448,15220,372,-48,-18,0.02,0.07,0.79,-0.612488,4.675213,7.08954,104.4105
10,4048,980,14496,381,-31,-26,0.02,0.08,0.79,-0.61261,5.283664,7.348782,104.407661
11,4016,1544,14116,401,1,-49,0.02,0.08,0.79,-0.61261,5.503507,7.421458,104.414444
12,4388,1896,13416,412,20,-102,0.02,0.08,0.79,-0.612122,6.248974,7.564881,104.510681
13,4740,2140,13152,435,39,-100,0.02,0.09,0.79,-0.611816,6.514409,7.614892,104.564804
14,4620,2132,12144,517,46,-20,0.01,0.09,0.79,-0.611267,7.397563,7.764571,104.675385
15,4476,2344,11760,620,27,20,0.01,0.09,0.79,-0.611389,7.733644,7.813351,104.669884
16,4632,2672,10948,797,-52,58,0.01,0.1,0.78,-0.612122,9.010972,8.051624,104.608917
17,4788,2748,10892,887,-82,77,0.01,0.11,0.78,-0.612488,9.524627,8.17281,104.573822
18,5920,2488,9956,1092,-99,82,-0.0,0.12,0.78,-0.613647,11.266455,8.651969,104.464592
19,6000,3560,10976,1315,-22,88,-0.0,0.13,0.78,-0.614014,11.948445,8.827135,104.435898
20,5716,5560,12592,1572,-69,216,-0.01,0.15,0.77,-0.615479,14.576047,9.26558,104.314667
21,5204,6204,12916,1619,-139,322,-0.02,0.16,0.77,-0.616272,15.575881,9.450882,104.232498
22,4788,6968,12244,1677,-56,337,-0.03,0.18,0.76,-0.619507,18.661913,10.097817,103.85463
23,4864,7516,12788,1742,70,243,-0.04,0.19,0.76,-0.620483,19.72575,10.250802,103.738922
24,5644,8776,12852,1756,223,141,-0.05,0.21,0.75,-0.622009,23.039412,10.396149,103.569824
25,5132,9616,13292,1813,277,232,-0.06,0.22,0.75,-0.622375,24.171936,10.379751,103.521324
26,3756,10404,12912,1994,152,431,-0.08,0.24,0.74,-0.624634,27.685081,10.393694,103.152611
27,3288,10560,13180,2119,107,481,-0.09,0.25,0.73,-0.62561,28.942141,10.478082,102.983788
28,3068,10692,14636,2285,48,376,-0.11,0.28,0.72,-0.627686,32.947861,10.776587,102.557388
29,3648,11880,15304,2364,5,273,-0.12,0.28,0.72,-0.627747,34.327202,10.870128,102.500366
30,4824,14688,16720,2439,60,209,-0.14,0.31,0.7,-0.625732,38.700916,11.142697,102.660957
31,4472,15384,17696,2344,188,288,-0.15,0.32,0.7,-0.624817,40.171436,11.206083,102.73732
32,2320,15168,17916,2153,271,428,-0.17,0.34,0.68,-0.624207,44.13961,11.309848,102.477203
33,1492,16152,18300,2180,257,395,-0.18,0.35,0.67,-0.624329,45.336231,11.329264,102.297188
34,1856,18072,20328,2312,211,188,-0.2,0.37,0.66,-0.622681,49.054474,11.229357,101.996895
35,2320,18956,21360,2247,241,114,-0.21,0.38,0.65,-0.621338,50.331394,11.14398,102.012619
36,1960,19872,21992,1829,298,156,-0.23,0.39,0.64,-0.617615,53.696861,10.790811,101.927094
37,1500,20096,21340,1570,259,195,-0.24,0.4,0.64,-0.616882,54.56987,10.678625,101.796303
38,1572,19480,19404,1361,187,116,-0.25,0.41,0.63,-0.615295,56.699814,10.44622,101.35437
39,1864,19576,19972,1294,267,2,-0.26,0.41,0.62,-0.613708,57.951294,10.210846,101.153679
40,2032,19924,20620,1150,237,7,-0.27,0.41,0.62,-0.612244,59.046417,9.894136,100.865921
41,1496,19956,20444,932,69,78,-0.28,0.42,0.61,-0.611267,59.886841,9.682305,100.58297
42,1708,19188,18840,775,-61,67,-0.28,0.42,0.61,-0.610291,60.508453,9.623502,100.527977
43,1880,18956,19024,652,13,-34,-0.29,0.42,0.61,-0.609131,61.007195,9.548516,100.583153
44,2364,19112,18912,454,5,-134,-0.29,0.42,0.61,-0.608154,61.303337,9.353085,100.571365
45,3052,19280,18120,256,-35,-175,-0.29,0.42,0.61,-0.607178,61.371502,9.123592,100.658524
46,3188,19052,17864,79,-20,-170,-0.29,0.42,0.61,-0.606567,61.2439,8.921503,100.755844
47,2968,18236,17708,-89,-41,-160,-0.29,0.42,0.61,-0.606628,60.919952,8.742392,100.750259
48,2312,18288,17456,-285,-159,-166,-0.29,0.41,0.61,-0.606934,60.384029,8.583162,100.798531
