seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,60,-9836,11556,672,-41,-742,-0.07,0.1,-0.26,0.956909,-11.190918,-8.517466,30.178194,1540,-2220,-2670,-392,-2924,-2392
1,-52,-11148,14136,547,-152,-607,-0.07,0.1,-0.27,0.956055,-11.087493,-8.315423,30.651249,1323,-2650,-2322,-723,-3141,-1941
2,1184,-13516,12768,235,-131,-307,-0.07,0.09,-0.27,0.95459,-11.052133,-7.889531,31.405327,1281,-3488,-1721,-1080,-3767,-1186
3,1732,-11628,12652,-177,-354,129,-0.08,0.09,-0.28,0.953674,-11.44779,-7.4909,31.703201,1299,-4179,-1708,-1433,-4359,-1006
4,2388,-16868,15164,36,-634,180,-0.08,0.09,-0.28,0.953735,-12.132838,-6.872708,31.460047,1481,-4386,-1552,-1331,-4633,-768
5,4304,-20212,18200,19,-592,548,-0.09,0.08,-0.27,0.954346,-12.73544,-5.930216,31.08568,1843,-5443,-852,-1379,-5640,176
6,5164,-20704,15360,-237,-355,1119,-0.1,0.07,-0.27,0.95575,-13.501428,-5.098648,30.225302,2297,-6642,-70,-1346,-6779,1272
7,6912,-21952,14816,5,-463,1608,-0.11,0.07,-0.25,0.958069,-14.551165,-4.650689,28.66098,2684,-7395,-145,-1197,-7631,1494
8,8364,-19488,18444,106,-561,2274,-0.12,0.07,-0.24,0.961731,-15.30245,-4.176301,26.5417,3254,-8008,-96,-673,-8432,1778
9,8836,-17800,16740,-38,-322,2766,-0.13,0.06,-0.21,0.966797,-15.82457,-3.805197,23.676401,3867,-7708,572,539,-8287,2389
10,10032,-15864,15720,117,-378,3150,-0.13,0.06,-0.18,0.972107,-16.30261,-3.827381,20.265371,4342,-7132,466,1657,-7908,2153
11,11336,-15008,18160,231,-456,3575,-0.14,0.06,-0.15,0.977478,-16.484245,-3.860508,16.458902,4971,-6429,391,2971,-7341,1859
12,12360,-10000,17364,224,-257,4066,-0.14,0.05,-0.11,0.982605,-16.440554,-3.925407,12.151032,5644,-5641,848,4403,-6396,2017
13,13356,-6424,16840,252,-234,4331,-0.14,0.05,-0.07,0.986877,-16.119171,-4.273885,7.355803,6220,-4227,773,5678,-4775,1447
14,13228,-3672,17856,320,-118,4429,-0.13,0.04,-0.03,0.989685,-15.518934,-4.673296,2.283049,6746,-2675,723,6672,-2814,858
15,13172,-1936,17212,476,64,4452,-0.13,0.04,0.02,0.990662,-14.615396,-5.160644,-2.882606,7101,-1314,809,7199,-863,471
16,12852,1476,16200,543,171,4523,-0.12,0.04,0.07,0.989746,-13.392717,-5.767752,-8.087458,7267,-218,651,7252,818,-49
17,12180,8016,16200,378,147,4592,-0.11,0.04,0.11,0.986633,-11.91134,-6.386661,-13.417162,7361,1139,333,6902,2721,-728
18,11284,7212,15612,77,237,4305,-0.1,0.05,0.16,0.981201,-10.347825,-6.885366,-18.830196,7265,3098,180,5876,5129,-1247
19,10000,10652,14532,194,255,4302,-0.09,0.05,0.2,0.973694,-9.014791,-7.332496,-23.984188,6952,3795,-93,4796,6104,-1568
20,7716,15960,14504,198,208,4078,-0.08,0.05,0.25,0.964172,-7.462775,-7.752044,-29.145189,6488,5093,-455,3155,7372,-1977
21,5048,17736,15852,200,128,3668,-0.07,0.05,0.29,0.953369,-5.613025,-8.017486,-34.055107,5768,6686,-619,994,8549,-2061
22,3636,18708,15036,-106,197,3232,-0.05,0.06,0.33,0.941956,-3.76011,-8.142349,-38.507549,4803,7933,-446,-1208,9057,-1635
23,1964,17464,15052,-139,150,2856,-0.04,0.06,0.36,0.93042,-2.266449,-8.248887,-42.464508,3963,8505,-523,-2850,8841,-1418
24,-264,20796,14624,-162,211,2502,-0.04,0.06,0.39,0.919067,-0.949767,-8.289853,-45.99509,3097,8802,-503,-4207,8271,-1088
25,-1700,20996,13420,-184,191,1919,-0.03,0.07,0.41,0.908264,0.431486,-8.422428,-49.088791,2136,9496,-666,-5813,7781,-900
26,-2308,18524,13524,-263,41,1465,-0.02,0.07,0.43,0.899414,1.670293,-8.558001,-51.468807,1332,9556,-1008,-6716,6937,-919
27,-2736,19420,15568,-250,-89,1135,-0.01,0.08,0.44,0.892273,2.6067,-8.517414,-53.313107,768,9222,-1085,-7016,6080,-770
28,-3308,20608,16340,-176,15,723,-0.01,0.08,0.46,0.886597,3.527531,-8.342172,-54.725212,367,9276,-640,-7378,5666,-120
29,-4028,20856,14316,-78,186,228,0.0,0.08,0.46,0.882751,4.518657,-8.344256,-55.621864,-2,9398,-318,-7719,5352,419
30,-3784,19136,12220,-72,133,-275,0.01,0.09,0.46,0.881042,5.509388,-8.616158,-55.934086,-302,9407,-691,-7966,5050,258
31,-3376,18980,13516,-9,-13,-649,0.01,0.09,0.46,0.881775,6.379262,-8.876548,-55.634899,-429,8984,-1212,-7750,4718,-137
32,-3316,18604,12196,-38,-11,-1034,0.02,0.1,0.46,0.88446,7.165332,-9.028867,-54.828037,-418,8605,-1268,-7381,4616,-116
33,-2000,17880,12088,1,-221,-1449,0.02,0.1,0.45,0.888977,7.823783,-9.20529,-53.5392,-310,8355,-1605,-7084,4702,-397
34,-332,16788,14752,-17,-361,-1814,0.03,0.1,0.43,0.895508,8.423965,-9.142958,-51.691402,60,8012,-1603,-6447,5002,-416
35,704,16576,14428,-68,-300,-2145,0.04,0.1,0.41,0.903564,8.834224,-8.954348,-49.377106,540,7562,-1169,-5512,5332,-77
36,2628,15176,14936,-118,-297,-2524,0.04,0.1,0.39,0.91272,9.081115,-8.826213,-46.659084,1092,7251,-960,-4623,5770,26
37,4300,14060,14796,-17,-273,-2813,0.05,0.1,0.37,0.922974,9.170768,-8.705028,-43.49147,1786,6701,-755,-3400,6090,48
38,5140,12840,14264,121,-217,-3125,0.05,0.1,0.34,0.933655,9.249222,-8.593513,-39.953941,2528,6189,-720,-2143,6372,-96
39,6664,12096,16344,469,-220,-3496,0.05,0.1,0.31,0.944397,9.437697,-8.537477,-36.019913,3186,5680,-705,-897,6483,-239
40,8216,8516,18644,823,-112,-3869,0.06,0.1,0.27,0.955078,9.939496,-8.513334,-31.541523,3858,5018,-162,612,6300,127
41,8904,5700,17816,850,33,-3974,0.07,0.1,0.23,0.965027,10.549884,-8.662898,-26.621841,4574,3836,499,2421,5456,490
42,9396,5492,18512,912,-41,-3935,0.08,0.1,0.19,0.973511,11.015057,-8.965146,-21.617016,5150,2606,680,3884,4308,348
43,9188,5556,19320,925,-46,-3967,0.09,0.09,0.15,0.980225,11.468319,-9.19997,-16.646338,5496,1900,1011,4828,3361,472
44,9064,4632,18956,785,-15,-4007,0.09,0.09,0.11,0.985229,11.871736,-9.469935,-11.653068,5707,1433,1324,5458,2486,629
45,9276,2324,17520,724,-61,-4041,0.1,0.09,0.07,0.988586,12.028728,-9.798077,-6.674328,5869,955,1321,5865,1570,470
46,9152,436,19276,739,-164,-3987,0.1,0.09,0.02,0.990417,12.005958,-10.052943,-1.708616,6008,197,1177,6113,358,125
47,8892,-2600,18244,562,-73,-3896,0.1,0.09,-0.02,0.990601,11.829187,-10.200153,3.169901,6033,-656,1439,6144,-1051,185
48,9056,-6668,16780,380,-167,-3745,0.1,0.09,-0.06,0.989258,11.309256,-10.402411,7.868198,5997,-1761,1205,5817,-2569,-260
49,9584,-13084,18444,305,-361,-3515,0.1,0.08,-0.1,0.986816,10.434691,-10.390075,12.353904,6021,-3307,859,5243,-4440,-844
50,9304,-19472,21408,191,-320,-2820,0.08,0.07,-0.15,0.981873,8.41451,-9.718809,18.354195,6041,-6755,1471,3753,-8359,-559
51,7240,-20236,21008,236,-165,-2284,0.08,0.07,-0.17,0.980103,7.64113,-9.44375,20.001598,5969,-7784,1772,3125,-9460,-267
52,5452,-18772,20176,275,-24,-1681,0.07,0.07,-0.19,0.976807,6.239811,-9.006237,22.688971,5397,-9084,2026,1678,-10625,169
53,3916,-16772,19788,314,78,-1200,0.06,0.07,-0.21,0.973816,5.117236,-8.717383,24.708866,4662,-9443,2022,492,-10702,451
