seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
17,1216,-2704,-964,-818,2225,-2037,0.03,0.24,0.1,0.965393,6.504354,-27.349224,-11.211137,5369,172,-4911,2308,1276,-6782
18,236,-2516,-2232,-311,1724,-1817,0.01,0.26,0.08,0.961792,4.227175,-30.155073,-9.525013,5276,-667,-6099,1496,54,-7951
19,-684,-2812,-3280,-51,1276,-1643,0.0,0.28,0.06,0.958313,2.449435,-32.342125,-7.723031,5041,-981,-6901,636,-604,-8556
20,-728,-3708,-5816,40,763,-1492,-0.01,0.29,0.04,0.955261,0.956261,-34.009399,-5.89333,4789,-1112,-7659,-229,-1010,-9041
21,-120,-3720,-5052,212,-65,-1228,-0.01,0.3,0.02,0.952881,-1.035767,-35.212563,-3.27231,4643,-1407,-8685,-1141,-1606,-9750
22,-140,-4764,-5096,373,-421,-1102,-0.02,0.3,0.01,0.953003,-1.543459,-35.198452,-2.436553,4653,-1471,-8815,-1220,-1731,-9849
23,-384,-5204,-6184,608,-902,-883,-0.02,0.29,-0.01,0.955322,-2.466151,-34.280895,0.009669,4505,-1846,-9294,-1516,-2207,-10143
24,-360,-5724,-8348,870,-1508,-659,-0.02,0.29,-0.01,0.956787,-2.545306,-33.690136,0.774861,4436,-1991,-9621,-1677,-2357,-10383
25,760,-1244,-6444,1286,-2441,-511,-0.01,0.26,-0.02,0.963989,-1.737421,-30.637947,2.95627,4116,-1700,-10576,-1936,-1907,-11147
26,2976,-4204,3136,1524,-3077,-552,-0.0,0.25,-0.03,0.967712,-1.095831,-28.958881,3.730834,4223,-1546,-10078,-1281,-1657,-10834
27,3312,-3116,2596,1464,-2942,-271,0.02,0.2,-0.04,0.97876,0.906276,-23.099911,5.629308,4308,-1876,-7694,781,-1826,-8793
28,4132,-1828,2644,1690,-3439,-59,0.02,0.18,-0.05,0.981812,1.671391,-21.169411,6.041901,4193,-1901,-7654,975,-1769,-8700
29,6152,-312,11332,1508,-3971,105,0.04,0.12,-0.05,0.990417,4.426045,-13.999705,6.685727,4011,-1478,-5788,2359,-1256,-6679
30,7580,-1944,11860,999,-3911,247,0.05,0.1,-0.05,0.992676,5.147765,-11.364095,6.678647,3910,-1475,-4881,2735,-1302,-5665
31,9168,-3388,14364,866,-4108,486,0.06,0.03,-0.05,0.996582,6.558165,-3.256887,6.120728,3913,-2113,-2895,3532,-2135,-3334
32,10052,816,20336,951,-4401,771,0.06,0.0,-0.05,0.996887,6.965102,-0.424431,5.710895,3777,-2099,-2346,3560,-2163,-2611
33,10160,2028,28572,660,-4223,874,0.07,-0.08,-0.04,0.993835,8.351354,8.395361,4.100308,3301,-1272,1435,2935,-1746,1703
34,10620,2968,32767,402,-4029,901,0.07,-0.1,-0.04,0.991699,8.642904,11.159234,3.504341,3066,-977,2941,2336,-1624,3301
35,10388,3640,32767,-209,-3058,941,0.07,-0.16,-0.03,0.984009,8.68084,18.380438,1.806656,2489,-43,6517,251,-1048,6891
36,10404,5140,32767,-411,-2522,1039,0.07,-0.18,-0.02,0.981628,8.381742,20.240576,1.302351,2264,202,7175,-402,-819,7470
37,9176,12484,32767,-569,-1508,961,0.06,-0.21,-0.01,0.975891,7.107729,24.211552,-0.214926,1534,2059,8333,-2045,1110,8402
38,9300,12408,32767,-665,-767,598,0.05,-0.22,-0.01,0.97467,6.776834,24.968441,-0.581769,1357,2985,8542,-2416,2056,8581
39,9664,10940,32767,-878,943,61,0.05,-0.22,-0.0,0.974915,5.843029,25.056091,-0.66898,1389,4382,8816,-2529,3545,8936
40,9668,9376,32767,-900,1647,-181,0.04,-0.21,-0.01,0.976562,5.493483,24.253855,-0.41462,1485,4499,8812,-2305,3712,8999
41,10012,7596,32767,-1071,2560,-434,0.03,-0.18,-0.01,0.983398,4.396017,20.392782,0.821486,2063,4070,8673,-1050,3438,9116
42,9764,8364,32767,-1243,3128,-505,0.03,-0.16,-0.02,0.985962,3.925195,18.702517,1.327266,2304,3909,8602,-509,3336,9119
43,9404,7748,25532,-1297,3815,-777,0.02,-0.11,-0.03,0.993408,2.291978,12.533732,3.006508,3087,3937,7443,1580,3547,8082
44,8948,8320,22928,-1074,4019,-952,0.01,-0.09,-0.03,0.9953,1.790281,10.270093,3.629589,3334,3901,6593,2329,3542,7197
45,8336,8568,21012,-993,4406,-1389,0.01,-0.03,-0.05,0.998291,0.777676,3.189734,5.748696,4007,4200,4629,4137,3738,4900
46,7676,5684,14368,-956,4709,-1670,0.0,-0.01,-0.06,0.998291,0.429968,0.647595,6.64623,4285,4159,3845,4690,3611,3924
47,5408,4016,8280,-482,4388,-1909,-0.0,0.06,-0.09,0.994324,-0.791321,-7.202702,9.845641,4815,3270,121,5276,2402,-528
48,5108,3980,10080,-467,3963,-2003,-0.0,0.08,-0.1,0.991821,-1.133771,-9.627737,11.051262,4832,3018,-906,5092,2058,-1759
49,4240,-1220,5444,-867,3830,-1996,-0.01,0.14,-0.13,0.981628,-2.920663,-16.121866,14.888352,5117,1923,-2285,4577,633,-3706
50,2656,-1920,28,-908,3549,-1855,-0.01,0.16,-0.14,0.977356,-3.90043,-18.200836,16.115822,5194,1488,-3090,4139,102,-4646
51,1036,-2488,-1604,-639,2494,-1707,-0.02,0.21,-0.16,0.963318,-7.076767,-23.605415,19.557749,4891,695,-5985,1918,-775,-7478
52,632,-4368,-88,-570,1996,-1638,-0.03,0.22,-0.17,0.958923,-8.087841,-24.90687,20.662373,4760,509,-6432,1337,-974,-7844
53,-304,-5248,-2588,-460,1567,-1439,-0.04,0.25,-0.19,0.946594,-11.197584,-27.74102,23.731434,4427,-246,-6982,-25,-1765,-8079
54,-244,-6788,-4804,-166,1237,-1380,-0.04,0.26,-0.2,0.942688,-12.189241,-28.494278,24.682001,4316,-409,-7345,-531,-1920,-8292
55,-1340,-6504,-3144,400,462,-1092,-0.05,0.28,-0.22,0.932739,-14.395165,-29.891731,27.581015,3912,-1098,-8368,-2047,-2439,-8739
56,-1776,-6224,-2732,509,179,-956,-0.05,0.28,-0.23,0.930542,-14.764933,-30.025497,28.466564,3782,-1171,-8333,-2227,-2451,-8610
57,-2216,-3408,-3360,657,-393,-928,-0.05,0.28,-0.25,0.926086,-15.31299,-29.84293,30.745735,3324,-688,-8469,-2521,-1799,-8580
58,-988,-4704,-1492,837,-749,-1048,-0.05,0.28,-0.25,0.925354,-15.311276,-29.500099,31.472322,3207,-458,-8454,-2473,-1544,-8570
59,-336,-6044,-1032,1212,-1111,-935,-0.05,0.26,-0.27,0.924561,-14.855925,-27.587849,33.771175,3250,-834,-8056,-2206,-1941,-8216
60,176,-6260,-424,1305,-1410,-831,-0.04,0.26,-0.28,0.924805,-14.489379,-26.763704,34.473652,3260,-943,-7976,-2112,-2051,-8151
61,1192,-4160,-1008,1392,-1859,-561,-0.04,0.23,-0.29,0.927551,-12.953086,-23.602764,36.052696,3287,-1244,-7733,-1722,-2391,-7965
62,2076,-3624,-528,1562,-2283,-526,-0.04,0.22,-0.3,0.929077,-12.269324,-22.357237,36.393013,3321,-1046,-7879,-1479,-2265,-8177
63,3616,-3060,6140,1825,-2986,-507,-0.03,0.17,-0.31,0.93512,-9.526257,-17.457436,37.198788,3354,-605,-7386,-301,-2075,-7859
64,3808,-4212,10164,1834,-3125,-429,-0.03,0.15,-0.31,0.937195,-8.46608,-15.447929,37.426991,3304,-680,-6650,127,-2200,-7123
65,4180,-160,13716,1721,-3124,-210,-0.02,0.09,-0.32,0.942261,-5.343369,-9.213183,37.845402,2906,-907,-4099,959,-2386,-4410
66,5288,1488,13364,1409,-3197,-271,-0.02,0.07,-0.32,0.94342,-4.304885,-7.13195,37.92136,2763,-557,-3381,1332,-2073,-3646
67,7516,-2356,19704,1140,-3570,-323,-0.01,0.01,-0.33,0.944397,-1.885927,-0.440162,38.329514,2654,-339,-1564,1829,-1945,-1572
68,7956,-1756,26700,1271,-3637,-270,-0.02,-0.01,-0.33,0.943848,-1.229102,1.95526,38.522076,2626,-579,-597,1701,-2108,-494
69,7900,-116,32767,971,-2818,-264,-0.02,-0.07,-0.33,0.940186,0.949713,8.769302,39.193443,2362,-840,4146,754,-1778,4443
70,7180,-1220,32767,497,-2099,-318,-0.02,-0.09,-0.33,0.938538,1.497973,10.471843,39.45602,2172,-749,5288,353,-1431,5573
71,6116,-2096,27840,194,-1586,-200,-0.02,-0.12,-0.34,0.933899,2.058161,13.988227,40.320171,1592,-1246,6820,-1023,-1086,6954
72,6508,-2624,32767,294,-1781,-176,-0.03,-0.13,-0.34,0.932617,2.127243,14.949792,40.545616,1328,-1271,6704,-1306,-887,6769
73,5540,-2068,32767,35,-1164,-109,-0.03,-0.15,-0.34,0.928711,2.36645,17.682678,41.158779,704,-1337,7827,-2360,-176,7611
74,4900,-1800,32767,-131,-666,-88,-0.04,-0.16,-0.34,0.927856,2.300322,18.207655,41.313137,514,-1339,8050,-2605,32,7750
75,5328,-2060,32236,-164,-203,-95,-0.04,-0.16,-0.34,0.926636,1.843498,18.698349,41.631626,133,-1218,8333,-2889,512,7894
76,6056,-1304,31620,-273,74,-37,-0.04,-0.16,-0.34,0.926575,1.666965,18.65774,41.685566,136,-1192,8318,-2847,545,7888
77,5824,-856,27160,-479,660,49,-0.05,-0.15,-0.34,0.927429,0.825518,17.831091,41.677849,383,-868,7576,-2118,521,7316
