seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
43,17600,-13516,-31036,1212,-3425,-2280,-0.12,0.04,-0.01,0.991943,-13.902916,-4.040004,1.044829,9990,-2197,-22695,8170,-7886,-22152
44,16756,8020,-9428,2460,-5222,-1410,-0.12,-0.01,-0.03,0.99231,-13.529988,1.875926,3.915612,8706,-2521,-22168,8892,-8206,-20664
45,13536,31136,23644,2174,-6385,-1391,-0.09,-0.08,-0.04,0.991577,-10.350165,9.561555,5.610649,7027,1822,-16697,9606,-1864,-15351
46,14804,32767,32767,549,-6216,-2524,-0.05,-0.19,-0.06,0.978577,-4.180686,22.205097,8.742011,4598,10281,-2142,6466,9418,-934
47,19344,32052,32767,-1200,-3712,-3869,-0.04,-0.22,-0.08,0.971436,-2.47917,25.729919,10.852811,4180,11813,955,5334,11160,2213
48,28228,15740,32767,-2290,-191,-5432,-0.03,-0.26,-0.13,0.957825,0.44358,29.86046,17.208006,4919,12870,4929,5073,11916,6809
49,32767,-5528,32767,-1957,2498,-6744,-0.03,-0.26,-0.19,0.946716,2.765547,29.834738,25.511065,7669,9642,6937,6456,7319,10228
50,32767,-28232,32767,-852,4314,-7127,-0.03,-0.23,-0.27,0.935364,4.637235,26.689558,34.112431,10199,2319,7819,5557,-1579,11711
51,32767,-31856,32767,220,5788,-6597,-0.01,-0.17,-0.37,0.915955,6.155888,18.063862,44.777557,12850,-8664,8137,484,-13771,10791
52,32767,-32768,21968,234,6468,-5793,-0.0,-0.14,-0.39,0.908386,6.305853,14.518497,47.817684,13599,-10969,7984,-1013,-16414,9924
53,32767,-32768,16764,926,6200,-4100,0.03,-0.06,-0.46,0.883789,5.629418,4.28417,55.40131,15481,-14692,3956,-3764,-21064,3645
54,32767,-32768,13128,2122,6254,-2535,0.04,-0.03,-0.48,0.876831,5.614643,1.216596,57.115078,15996,-15353,2942,-4464,-21844,1765
55,32256,-32768,2832,3082,6447,-1212,0.09,0.03,-0.5,0.860413,7.327925,-8.023945,60.179771,17405,-16691,-1076,-5776,-22759,-5594
56,27504,-32768,-9948,2927,5837,700,0.11,0.05,-0.5,0.856873,8.365334,-11.040412,60.445938,17641,-17019,-3088,-6005,-22287,-8806
57,21156,-26596,-14900,2638,4425,2911,0.17,0.09,-0.47,0.859497,12.205498,-18.329618,57.775574,16292,-17287,-9707,-5912,-17712,-17597
58,15764,-8388,-14508,2746,3842,4275,0.18,0.1,-0.46,0.864563,14.1305,-19.851374,55.713356,15406,-16012,-10608,-4569,-15492,-18584
59,7564,8424,-32768,1849,3271,4505,0.25,0.11,-0.39,0.88031,22.670521,-23.344458,47.443298,11846,-8243,-14996,1810,-4140,-20314
60,4592,3136,-32768,1587,2058,4413,0.27,0.12,-0.36,0.884033,25.769577,-24.025833,44.580109,10574,-6200,-17002,2946,-46,-20751
61,3140,13500,-32768,1996,-360,5016,0.33,0.11,-0.29,0.893433,34.491669,-22.431801,35.774761,7019,-3313,-20197,3662,7919,-19798
62,3120,15980,-17676,2457,-1643,4714,0.35,0.09,-0.26,0.895325,37.503632,-20.475946,32.557407,6133,-2122,-20561,4360,9926,-18635
63,6612,10008,-1208,3243,-1195,3538,0.4,0.03,-0.21,0.89325,45.485321,-12.677641,23.646124,4749,-102,-13988,5865,8350,-10680
64,10972,9300,1472,3015,-732,3471,0.41,0.01,-0.19,0.889587,47.93742,-10.444433,21.093348,4634,-587,-11605,5703,6669,-8913
65,11820,8344,6928,539,-974,4824,0.44,-0.04,-0.14,0.883606,52.898087,-3.330126,12.812099,4895,-2093,-6609,5516,2531,-5930
66,14884,9284,18676,-1351,-1570,6047,0.44,-0.06,-0.12,0.886475,53.089771,-0.158686,9.487643,4848,-2194,-5031,5378,1328,-4789
67,17636,29212,32767,-4839,-1803,8390,0.39,-0.13,-0.03,0.911316,47.189735,12.482514,-2.390658,5258,121,2673,4331,-2657,2996
68,15256,32767,32767,-6839,-1715,9105,0.35,-0.16,0.0,0.921326,43.079586,17.170681,-6.861938,4939,3182,4586,2971,-1166,6734
69,5164,32767,32412,-8872,482,7266,0.22,-0.22,0.1,0.944824,24.632036,27.697483,-17.805025,3296,10244,7378,-2790,5988,11249
70,4800,32767,28100,-7561,124,4965,0.17,-0.23,0.12,0.950623,17.645582,28.556282,-19.669846,1911,11911,7184,-4871,8451,10097
71,10280,32767,32767,-4866,915,-2179,0.07,-0.24,0.13,0.959229,5.114716,28.40896,-18.903337,172,14832,7837,-7595,12567,8110
72,17936,32767,25912,-3459,2223,-5044,0.06,-0.23,0.11,0.964539,4.05596,27.341616,-15.72911,780,15200,8118,-6548,13501,8505
73,29112,26888,10080,-2656,2526,-7623,0.05,-0.19,0.01,0.979492,6.156176,22.449911,-1.921542,5169,15306,4144,2724,14746,7298
74,28284,8860,-1192,-2963,2482,-7555,0.05,-0.18,-0.04,0.980774,7.10414,20.943514,3.366459,6990,13915,2099,6489,12966,6050
75,25096,1640,944,-2370,1410,-6445,0.03,-0.16,-0.16,0.974304,7.019104,17.426289,17.963243,9410,6564,-4510,11842,3355,-687
76,24884,1188,3492,-1841,1198,-6264,0.03,-0.15,-0.19,0.969116,6.837482,16.788107,22.212107,9643,4759,-5194,11808,754,-1609
77,28516,-15576,6812,-756,1394,-6592,0.02,-0.14,-0.29,0.946228,7.16046,15.085757,34.389751,10505,295,-5312,9977,-5807,-2319
78,25936,-29092,-508,241,1824,-6073,0.02,-0.14,-0.32,0.936401,7.417058,14.384247,38.350651,11037,-2529,-5221,8241,-8990,-2589
79,20192,-32768,-5856,2050,1165,-3873,0.03,-0.13,-0.4,0.908997,8.612782,12.148386,47.517151,10918,-11287,-7650,996,-16080,-6749
80,15308,-32768,-4428,2892,149,-2210,0.03,-0.13,-0.41,0.9021,9.524427,11.825718,49.352043,10185,-13084,-8490,-1002,-16682,-8226
81,5108,1420,14392,1959,-1581,-90,0.05,-0.15,-0.42,0.891785,12.908348,13.345347,51.152222,6028,-12760,-7562,-3467,-13082,-8553
82,1692,10400,20296,895,-1389,-552,0.05,-0.16,-0.42,0.889832,13.904425,14.371159,51.25481,4381,-9449,-5351,-2551,-9635,-6143
83,-1328,19460,16992,393,-943,-1963,0.06,-0.18,-0.44,0.878723,16.373276,15.611234,53.359516,417,-1100,-1444,-39,-1074,-1520
84,1436,17140,23788,-371,-993,-3088,0.07,-0.19,-0.45,0.872131,17.318613,15.617429,54.827839,-414,1173,-607,899,997,-333
85,5952,-9740,20256,-864,-228,-4095,0.07,-0.19,-0.5,0.843201,18.381685,14.508919,62.078102,-136,605,1944,-320,557,1936
86,7472,-12708,17080,-584,-19,-3561,0.07,-0.19,-0.52,0.833069,18.089083,13.888746,64.642151,238,-1602,1995,-1997,-779,1415
87,6596,-16520,16624,-271,-186,-2650,0.06,-0.17,-0.56,0.807556,17.037189,12.44928,70.67746,1162,-6301,1033,-5578,-3264,-587
88,5968,-19116,17768,-190,-334,-2086,0.05,-0.17,-0.57,0.800537,16.654957,12.240335,72.251472,1315,-7471,958,-6649,-3661,-916
89,4520,-17984,19368,-149,-764,-974,0.04,-0.16,-0.59,0.78595,15.126309,12.413522,75.521599,1126,-9944,985,-9204,-3813,-1363
90,4284,-13884,23792,-242,-922,-365,0.03,-0.16,-0.6,0.783447,14.525202,12.803817,76.11116,912,-10060,1334,-9517,-3499,-999
91,2244,-7812,26216,-298,-341,105,0.01,-0.16,-0.6,0.781738,12.626165,14.054482,76.655769,173,-8407,3583,-8801,-1831,1651
92,1100,-4888,21724,-203,109,72,0.01,-0.16,-0.6,0.78241,12.044425,14.121298,76.568321,-119,-7502,3940,-8093,-1232,2189
