seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-2604,-6652,18308,-1155,2132,-2695,-0.01,0.19,-0.22,0.956055,-6.6131,-21.393499,26.659788,2004,1446,644,2503,413,-290
1,-2064,-3660,15412,-1207,2235,-2505,-0.02,0.2,-0.23,0.950623,-8.117618,-22.399485,28.222145,2101,869,787,2388,-215,-193
2,-468,-11176,12148,-1627,1881,-2506,-0.03,0.23,-0.26,0.938843,-11.370665,-24.252451,31.28816,2495,69,314,2080,-1193,-756
3,1220,-16448,13112,-1866,1564,-2113,-0.06,0.25,-0.28,0.92627,-15.424715,-25.441284,34.022507,2982,-1549,-232,1284,-2908,-1110
4,4648,-18872,13808,-1907,1558,-1593,-0.08,0.27,-0.3,0.913879,-19.815153,-26.043816,36.052113,3660,-3325,-117,784,-4833,-693
5,7836,-25680,8652,-1702,1894,-1047,-0.11,0.28,-0.31,0.901672,-24.127926,-26.483976,37.468224,4952,-4769,57,873,-6806,-416
6,10988,-28076,288,-1187,1933,-169,-0.13,0.3,-0.32,0.889038,-28.272451,-27.216127,38.475048,6438,-6700,-1172,-44,-9307,-1040
7,15588,-31588,-6564,-620,1465,704,-0.15,0.32,-0.32,0.878174,-31.721558,-28.265738,38.841652,8021,-8241,-3613,-1576,-11643,-2688
8,17596,-32768,-12128,-63,752,2200,-0.16,0.34,-0.32,0.871399,-34.249569,-29.260004,38.18008,9860,-9848,-6327,-3161,-14266,-4546
9,17608,-19536,-18596,940,-152,3861,-0.16,0.35,-0.3,0.872375,-35.133907,-30.544289,35.636753,11386,-10544,-8975,-4131,-16028,-6881
10,16776,-4556,-20268,1218,-1592,4689,-0.15,0.35,-0.27,0.883484,-33.106792,-32.174129,31.479147,12239,-7999,-11890,-3856,-14618,-11248
11,17192,3300,-15248,665,-3127,5041,-0.14,0.34,-0.23,0.902405,-28.873692,-32.892719,25.835382,12598,-3759,-13838,-2092,-10949,-15490
12,15744,18140,-5280,263,-4122,5364,-0.13,0.31,-0.18,0.925598,-23.76943,-31.753653,18.941126,12550,381,-13857,905,-6476,-17518
13,10652,25436,-6024,118,-4454,4655,-0.11,0.27,-0.12,0.949036,-18.13279,-28.993692,11.850314,11777,5477,-12331,4033,30,-17448
14,6056,29396,1872,194,-5338,3983,-0.09,0.22,-0.07,0.967957,-13.114526,-24.871031,6.000945,10086,9279,-11423,4757,5635,-16244
15,544,32767,17776,-253,-5775,3296,-0.07,0.17,-0.02,0.983154,-8.836325,-19.015839,1.147426,7466,12380,-8721,4380,10613,-12377
16,-1108,32767,29068,-135,-5263,2057,-0.05,0.11,0.02,0.992737,-5.855944,-12.31213,-2.739504,4520,14396,-3967,2910,13992,-6253
17,-4812,32767,32767,-480,-4583,571,-0.03,0.05,0.04,0.997192,-3.628197,-6.003781,-5.006627,1845,15385,1044,596,15516,-125
18,-7132,32767,32767,-1152,-3467,-1355,-0.02,0.01,0.05,0.998596,-2.414037,-0.779821,-5.457133,-621,15910,4307,-2089,15950,3640
19,-5248,32767,32767,-1501,-1913,-3445,-0.02,-0.03,0.03,0.999023,-1.987601,2.920212,-3.45178,-2430,16225,6106,-3720,16226,5408
20,5844,32767,32767,-1276,511,-5478,-0.01,-0.04,-0.01,0.999023,-1.63935,4.646431,1.140692,-2591,16378,7086,-2827,16625,6382
21,24680,15204,32767,-155,3380,-7872,-0.01,-0.03,-0.07,0.996765,-0.707213,3.810591,8.320374,374,15630,7597,2139,15574,7411
22,32767,-23092,32767,1714,4984,-9792,0.01,-0.01,-0.16,0.987305,0.696252,0.497297,18.259115,6761,10412,7860,9587,7698,8044
23,32767,-32768,32767,2854,5955,-9147,0.02,0.03,-0.26,0.964844,1.685598,-4.162198,30.235792,11821,-655,8037,10257,-6973,7135
24,32767,-32768,9628,2841,5974,-5863,0.05,0.07,-0.35,0.933105,2.012408,-9.871004,41.410767,15003,-8046,7255,6670,-16718,4292
25,32767,-32768,-10452,2848,3929,-1163,0.07,0.11,-0.4,0.905701,2.335366,-15.246277,48.837421,17034,-12051,1591,2351,-20509,-3419
26,32388,-32768,-4648,2059,1072,3770,0.09,0.13,-0.41,0.898071,3.703233,-17.991087,50.337181,18101,-14374,-4786,-264,-20874,-11016
27,31664,-23304,3280,2031,294,6244,0.1,0.12,-0.37,0.913635,5.967328,-17.139029,45.755928,18282,-15840,-6786,445,-21238,-13409
28,29496,-10524,-5364,1880,593,7121,0.12,0.1,-0.32,0.936523,9.218738,-14.927316,38.192944,17824,-14095,-7024,4479,-19081,-13471
29,27668,-1952,-824,829,-267,7760,0.13,0.08,-0.24,0.957214,12.958393,-12.362771,29.358089,16706,-10726,-8778,8541,-13936,-14282
30,25440,-5984,948,47,-812,8177,0.14,0.05,-0.16,0.974731,15.371833,-8.227364,19.563005,15522,-7686,-8611,11613,-9171,-12454
31,19680,13816,8632,-71,-1675,9480,0.14,0.02,-0.08,0.986816,16.068043,-2.986524,8.990946,14012,-6080,-7822,12820,-5633,-9915
32,17348,32767,32767,-414,-2584,9605,0.14,-0.03,0.02,0.989136,16.284622,3.615052,-2.98415,11653,242,-4833,11852,2012,-3826
33,7608,32767,32767,-1521,-787,7999,0.14,-0.07,0.12,0.979797,15.576786,10.270404,-14.67065,8724,6741,1387,6537,7686,4650
34,12752,32767,32767,-2377,771,5143,0.13,-0.09,0.19,0.96759,13.017892,13.446536,-23.759714,5652,10551,4716,299,9993,8093
35,10620,32767,32767,-2828,2941,2109,0.11,-0.09,0.24,0.9599,10.035032,13.42969,-28.979908,4903,12814,6429,-2709,11513,9466
36,10212,32767,29500,-3111,4528,-538,0.08,-0.07,0.26,0.960144,7.436133,10.160951,-30.484091,4742,14162,7250,-3730,12931,9715
37,10384,32767,6208,-2638,4967,-3080,0.06,-0.03,0.25,0.966553,5.341248,4.759945,-28.941557,4975,14988,5683,-3055,14727,7441
38,15024,32767,-11168,-2448,4400,-4764,0.03,0.02,0.22,0.975708,3.989361,-0.993889,-24.882421,5919,15470,-41,-1139,16496,932
39,14680,21496,-27852,-3320,3384,-4663,0.01,0.05,0.17,0.984192,2.308942,-5.72412,-19.426043,7434,15090,-6806,1249,16734,-6902
40,17012,14936,-32768,-4225,1951,-4504,-0.02,0.08,0.12,0.989075,-1.419943,-9.086463,-14.473513,8342,13399,-14166,2593,14097,-15627
41,20976,-6956,-32768,-3001,-66,-4974,-0.06,0.08,0.08,0.991272,-6.660476,-10.169765,-9.672113,9314,10682,-18830,4349,9162,-21271
42,19304,-25572,-32768,-534,-1497,-4251,-0.1,0.07,0.03,0.992188,-11.359681,-8.103555,-3.964359,10270,4197,-21331,7099,208,-22967
