timestamp,seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,0,5392,1152,17444,280,-115,99,-0.15,0.08,-0.78,-0.599182,3.110079,19.893692,-103.736023,-50,-28,1112,191,-388,1025
20,1,5480,1996,21476,261,-174,39,-0.16,0.08,-0.78,-0.5979,3.436584,20.073235,-103.822304,-70,223,1564,27,-619,1455
40,2,5644,736,24212,256,71,44,-0.16,0.08,-0.78,-0.597473,3.761972,20.065828,-103.832916,-40,137,2567,262,-881,2401
60,3,4640,3552,22764,94,298,155,-0.16,0.08,-0.78,-0.596558,3.943586,19.684471,-104.025948,-92,299,3281,234,-1175,3070
80,4,4316,4840,24236,20,266,13,-0.15,0.07,-0.78,-0.596069,4.051261,19.165699,-104.202477,-230,908,3502,-280,-1507,3285
100,5,5044,5148,29296,181,362,-159,-0.15,0.07,-0.78,-0.597046,4.356122,18.609493,-104.150497,-213,1378,4407,-587,-1848,4196
120,6,6432,3684,30460,165,768,-228,-0.15,0.06,-0.78,-0.599121,4.772428,17.74205,-103.995361,58,1481,5719,-536,-1915,5563
140,7,6424,5000,28960,117,1114,-183,-0.14,0.05,-0.78,-0.601501,5.073946,16.433987,-103.903732,505,1297,6333,-379,-1472,6304
160,8,5932,6996,28696,-63,1295,-258,-0.13,0.04,-0.79,-0.603882,5.300157,14.86414,-103.860123,827,1723,6364,-880,-1117,6491
180,9,6152,5772,28000,-77,1607,-463,-0.12,0.03,-0.78,-0.607605,5.473885,13.054171,-103.650566,1132,2073,6321,-1331,-702,6578
200,10,5928,4880,26360,-14,1936,-549,-0.1,0.02,-0.78,-0.612427,5.665949,10.896048,-103.302544,1493,1908,6023,-1337,-13,6353
220,11,5496,5404,22112,-122,2131,-579,-0.09,0.01,-0.78,-0.617432,5.800897,8.439493,-102.923988,1819,1886,5131,-1552,691,5505
240,12,4936,5924,20788,-207,2159,-619,-0.07,-0.01,-0.78,-0.622314,5.850937,5.922849,-102.512115,2020,1980,4020,-1863,1201,4387
260,13,3964,5708,16364,-322,2278,-718,-0.05,-0.02,-0.78,-0.627502,5.787945,3.329688,-101.995903,2139,2017,2793,-2094,1562,3101
280,14,3600,3612,12428,-305,2139,-859,-0.04,-0.03,-0.77,-0.633362,5.613573,0.698024,-101.307991,2281,1861,966,-2166,1880,1171
300,15,3312,4056,10644,-283,1902,-864,-0.02,-0.05,-0.77,-0.639526,5.398599,-1.663395,-100.484329,2422,1544,-619,-2006,2078,-541
