seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,7456,13720,19484,247,384,-397,0.25,-0.09,0.38,0.887817,23.319324,20.337038,-45.629974,1150,3073,2689,-1322,1175,3855
1,7036,19036,24388,166,456,-672,0.25,-0.08,0.37,0.88916,24.113085,19.617348,-44.911911,1103,4128,3400,-1997,1411,4881
2,7292,21396,24200,-108,787,-1224,0.25,-0.07,0.37,0.8927,24.883615,18.33462,-43.66185,1059,5333,4147,-2679,1779,6033
3,8952,20752,27524,-206,1103,-1847,0.25,-0.06,0.35,0.899048,25.525827,16.458969,-41.724689,1450,6136,4688,-2650,2378,7003
4,10364,20660,32767,-83,1900,-2436,0.25,-0.04,0.34,0.907104,26.167898,13.873639,-39.190105,2293,6434,6292,-1668,2499,8785
5,11280,15228,29548,-696,3206,-3033,0.24,-0.01,0.32,0.917358,26.354536,9.909017,-36.146008,3457,6119,7459,186,2806,9853
6,9300,23764,26284,-1369,3780,-3341,0.22,0.03,0.29,0.928955,25.520197,4.731915,-32.963978,4205,5865,6779,1550,3913,8960
7,12604,19584,28756,-2104,4571,-4253,0.2,0.07,0.27,0.940552,24.069994,-1.099553,-29.395817,5278,7060,6783,2670,6009,8968
8,17012,6096,14352,-2596,5774,-4726,0.16,0.11,0.24,0.951355,21.39246,-8.082851,-25.552639,7363,6230,5658,5439,7353,6429
9,11824,-6636,188,-2641,5614,-3927,0.12,0.17,0.2,0.957825,17.468149,-15.673476,-22.27684,9216,2416,1222,7533,5920,-669
10,5396,-2008,1040,-1811,4320,-2766,0.07,0.21,0.18,0.957947,13.499432,-22.268763,-20.30192,8820,-317,-2631,6426,3181,-5778
11,488,-2208,-1464,-1406,3647,-2325,0.04,0.25,0.16,0.954285,10.347164,-27.505268,-19.025648,7612,-1021,-4509,4366,1516,-7612
12,-456,-2176,-3076,-600,2880,-2182,0.02,0.28,0.14,0.948669,7.64083,-32.061825,-17.882408,6243,-1211,-6070,2029,288,-8548
13,-476,-7848,-192,76,2168,-1977,0.0,0.31,0.12,0.94342,5.577219,-35.62521,-16.103201,5654,-1891,-6595,987,-1004,-8777
14,-2336,-7140,-1348,-47,1713,-1177,-0.01,0.33,0.1,0.938721,3.682489,-38.301632,-14.455626,5264,-3090,-6500,616,-2593,-8508
15,-3868,-3140,-3024,-193,1096,-708,-0.02,0.34,0.09,0.934021,2.208714,-40.346069,-13.800076,4721,-2803,-6786,-315,-2662,-8306
16,-4444,-1852,-4296,129,597,-672,-0.02,0.36,0.08,0.930481,1.207556,-41.737621,-13.359551,4199,-1989,-7180,-1298,-2118,-8182
17,-4384,-2444,-5332,570,18,-697,-0.02,0.36,0.08,0.928589,0.695975,-42.578552,-12.345565,3791,-1531,-7742,-2184,-1827,-8277
18,-3612,-3888,-3352,785,-690,-583,-0.02,0.36,0.07,0.929138,0.566903,-42.653152,-10.796569,3568,-1559,-8048,-2593,-1876,-8347
19,-3108,-5148,-2876,679,-1146,-232,-0.02,0.36,0.06,0.93219,0.619807,-41.85424,-9.273005,3558,-2031,-7794,-2294,-2258,-8194
20,-3016,-3256,-2920,703,-1712,157,-0.01,0.35,0.05,0.936646,0.960998,-40.465843,-8.309173,3585,-2190,-7900,-2155,-2335,-8362
21,-2344,2392,-1488,977,-2283,290,-0.0,0.33,0.05,0.942932,1.966038,-38.31728,-7.579629,3449,-1545,-7866,-2024,-1538,-8347
22,-440,632,588,1306,-2738,-16,0.01,0.31,0.05,0.950745,3.508649,-35.421947,-6.516424,3491,-629,-7535,-1502,-361,-8182
23,1032,-416,-672,1522,-3129,71,0.03,0.28,0.05,0.959412,5.034036,-31.938023,-5.126901,3683,-777,-7361,-767,-223,-8228
24,3304,-84,332,1686,-3905,305,0.04,0.24,0.04,0.968262,6.845289,-27.723173,-3.988351,3933,-976,-7529,-41,-77,-8548
25,5236,2024,388,1399,-4733,654,0.06,0.2,0.04,0.977356,8.688024,-22.384939,-3.433777,4089,-1194,-7578,857,62,-8649
26,8948,5304,1240,1132,-5600,684,0.08,0.14,0.04,0.985596,10.327324,-15.816568,-3.652419,4266,-508,-7559,1944,1078,-8404
27,12904,1940,7732,1408,-6493,533,0.1,0.07,0.04,0.991272,11.86053,-8.041571,-4.040676,4607,-294,-7161,3435,1536,-7642
28,15988,-580,19916,1736,-6675,878,0.12,-0.0,0.04,0.992004,13.650162,0.802005,-4.752129,5120,-1070,-4562,5164,461,-4613
29,15472,3500,27248,1317,-5956,1440,0.14,-0.08,0.05,0.986389,15.487055,9.576042,-6.491935,5071,-1479,-392,5208,-957,81
30,15268,2272,23160,139,-5006,1708,0.15,-0.14,0.06,0.977539,16.278233,17.098991,-8.918777,4535,-1024,2305,3873,-1360,3173
31,15196,5580,26700,36,-4668,2006,0.14,-0.2,0.07,0.967102,15.871975,23.8311,-11.646191,3970,-893,3776,2408,-1702,4702
32,15880,9336,32767,288,-4121,1952,0.14,-0.25,0.08,0.954651,15.383113,29.851963,-14.715514,3438,222,5803,297,-1302,6614
33,15360,12892,32767,53,-3036,1516,0.14,-0.29,0.09,0.942688,15.074487,34.533543,-17.667398,3006,2121,7853,-2120,-246,8404
34,17352,16252,32767,-2,-2366,1072,0.14,-0.31,0.1,0.933228,14.90628,37.837326,-19.807487,2826,3609,9044,-3817,670,9368
35,17968,17232,32767,-267,-1364,541,0.14,-0.33,0.11,0.926636,14.970443,39.991219,-21.138763,2997,5147,9732,-4887,1821,10147
36,19432,13524,32767,-601,-244,15,0.14,-0.34,0.11,0.924744,14.926996,40.692802,-21.19142,3401,5731,10064,-5064,2309,10708
37,19704,10260,32767,-437,848,-327,0.14,-0.33,0.1,0.92749,14.629256,40.023247,-20.286699,3983,5116,10141,-4355,1864,11065
38,19016,8384,32767,-459,1657,-475,0.14,-0.32,0.1,0.933594,14.289609,38.154995,-18.931244,4448,4080,10048,-3294,1085,11196
39,18996,8644,32767,-825,2561,-572,0.13,-0.29,0.09,0.942017,13.633243,35.412525,-17.274462,4792,3555,9844,-2243,872,11255
40,18672,9476,32767,-1180,3690,-684,0.12,-0.26,0.09,0.953247,12.41067,31.501768,-15.174253,5166,3260,9534,-957,1026,11234
41,18316,11588,31840,-1350,4756,-949,0.11,-0.22,0.08,0.966064,10.984167,26.367544,-12.863582,5708,3609,9133,602,1889,11184
42,19304,14400,32767,-1074,5706,-1533,0.09,-0.17,0.07,0.978394,9.909248,20.156158,-10.40524,6390,4341,8695,2454,3079,10943
43,22824,16076,32560,-1278,7474,-2409,0.09,-0.11,0.06,0.989136,9.338633,12.585219,-7.539415,7865,5281,8433,5286,4362,10671
44,23188,11128,14900,-1411,8778,-3229,0.07,-0.03,0.03,0.996277,8.460818,3.306926,-3.98371,10223,5610,6502,9485,5185,7833
45,20764,5640,3632,-1065,8537,-3579,0.06,0.06,0.0,0.996277,7.26526,-6.641315,-0.03366,11848,4685,2026,11999,4575,1214
46,16724,-4616,1508,-726,7450,-3462,0.05,0.14,-0.03,0.98877,5.700017,-15.892223,4.047278,12534,2756,-1911,11718,2453,-4997
47,9192,-2580,-1704,-245,6596,-2635,0.04,0.21,-0.06,0.975952,3.514205,-24.055138,7.904452,12079,29,-4273,9272,-653,-8815
48,6724,892,-2872,510,5852,-2777,0.04,0.27,-0.08,0.959167,2.119198,-31.397539,11.676051,10889,453,-5537,6444,-347,-10380
49,4360,-8504,-11616,1112,5194,-2993,0.04,0.33,-0.11,0.938354,0.592557,-38.2621,16.988838,10007,-518,-7257,3171,-1195,-11898
50,-524,-11068,-12032,1270,3597,-2264,0.05,0.37,-0.14,0.915894,-1.578355,-44.115726,23.238716,9086,-2465,-9148,-650,-2644,-12839
51,-2444,984,-10496,800,2119,-1548,0.05,0.41,-0.16,0.897888,-3.521327,-48.125122,28.509733,7598,-2383,-9772,-3054,-1968,-12068
52,-3456,-500,-11692,355,1054,-1883,0.05,0.43,-0.18,0.885071,-5.363251,-50.588287,32.520477,6491,-712,-10069,-3934,55,-11335
53,-1896,-3708,-12256,467,69,-2039,0.05,0.44,-0.2,0.87561,-8.173086,-51.7103,36.132973,5921,-265,-10378,-4651,650,-10988
54,-2372,-6704,-12440,1069,-847,-1853,0.04,0.44,-0.22,0.869507,-10.927205,-51.533581,39.468262,5665,-908,-10753,-5458,141,-10895
55,-2004,-2000,-8724,1714,-1764,-1549,0.04,0.43,-0.25,0.867798,-12.182574,-50.139355,42.228607,5444,-1062,-10699,-5470,20,-10736
56,-920,4760,-10472,2133,-2294,-1723,0.05,0.41,-0.27,0.86969,-11.732447,-47.853649,44.412319,5092,188,-10533,-4529,1200,-10720
57,2892,-888,-10184,2569,-3180,-2320,0.06,0.38,-0.3,0.872437,-10.600749,-44.696865,46.706287,5437,1322,-10877,-3313,2036,-11596
58,6408,-8048,-8044,2729,-4109,-1946,0.06,0.35,-0.33,0.87616,-9.504349,-40.102791,48.840351,6092,-42,-10848,-2871,271,-12101
59,7500,-3192,-8176,2538,-5355,-1013,0.06,0.3,-0.36,0.883301,-7.604115,-34.447891,49.658993,6600,-940,-11522,-2434,-1002,-13048
60,8788,-2936,7136,2019,-6551,-435,0.05,0.23,-0.38,0.895325,-5.13554,-26.83688,49.011581,6600,-1587,-9788,-736,-2810,-11550
61,10784,2840,6164,1574,-6508,-276,0.04,0.16,-0.39,0.907349,-2.906933,-18.283493,47.821396,6288,-721,-7534,1675,-3394,-9081
62,13188,-6312,19208,1112,-6949,-84,0.02,0.08,-0.4,0.914856,-1.126369,-9.288336,47.131264,6450,-649,-5331,3217,-4532,-6288
63,15676,124,23492,225,-6333,636,-0.0,0.0,-0.39,0.918823,-0.347244,-0.117318,46.47982,6256,-1100,-1495,3501,-5297,-1500
64,16576,5120,25212,-322,-6148,593,-0.03,-0.06,-0.39,0.919373,-0.39462,8.184628,45.926826,5785,94,546,4021,-3967,1363
65,18508,1572,32767,-387,-5828,-68,-0.06,-0.13,-0.38,0.913696,-0.632793,16.29105,46.420742,5508,988,3725,3722,-2284,5109
66,19872,-5000,32767,-447,-4241,-587,-0.09,-0.18,-0.38,0.902832,-0.975998,23.157293,48.057205,5458,437,6263,2181,-1442,7897
67,19328,-6732,32767,-489,-2263,-647,-0.1,-0.22,-0.38,0.892212,-1.447974,27.676828,49.865646,5361,-871,7732,308,-1294,9354
68,16088,-6440,32767,-389,-198,-609,-0.12,-0.23,-0.39,0.885864,-2.018567,29.447359,51.112732,5036,-1906,8498,-1047,-1229,9929
