seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-2100,5756,19480,557,-174,7,-0.02,0.05,-0.03,0.998169,-2.388552,-5.588736,3.070076,-195,3069,328,2,3084,217
1,-3316,7280,17100,411,102,-56,-0.02,0.05,-0.03,0.998291,-1.903407,-5.57436,3.09417,-228,3168,555,-1,3189,469
2,-3896,14420,18056,216,76,-405,-0.0,0.05,-0.03,0.99823,-0.453964,-5.824921,3.384906,-615,4516,577,-286,4545,600
3,-4308,12532,16776,-46,146,-788,0.0,0.05,-0.03,0.998108,0.013416,-5.930372,3.684272,-747,5151,647,-345,5183,721
4,-3896,13128,15592,26,-40,-1175,0.01,0.06,-0.05,0.997375,0.74763,-6.366695,5.328671,-1084,5664,91,-540,5735,284
5,-3604,12868,18564,117,-175,-1439,0.01,0.06,-0.05,0.997009,1.036811,-6.395463,6.071713,-1055,5851,49,-422,5923,271
6,-2820,15288,19004,-45,49,-1790,0.02,0.05,-0.08,0.995361,1.951113,-6.351887,8.890679,-837,6329,933,247,6327,1233
7,-2384,15960,16380,-89,167,-2156,0.02,0.05,-0.09,0.994507,2.179104,-6.451116,10.013702,-739,6592,1017,522,6553,1341
8,-204,13988,17196,-33,81,-2854,0.03,0.06,-0.12,0.990356,2.795947,-6.871593,14.318331,-129,7119,520,1680,6882,875
9,508,13004,17552,-49,119,-3106,0.03,0.06,-0.14,0.988281,2.931701,-6.967747,16.080769,159,6908,531,2109,6544,857
10,2520,11828,17612,-89,117,-3440,0.04,0.06,-0.19,0.979919,3.047099,-7.224262,21.893328,1170,6284,563,3466,5347,741
11,4004,10744,17980,-70,187,-3659,0.04,0.06,-0.2,0.976318,3.02898,-7.280849,23.984959,1529,6075,614,3906,4879,732
12,5884,7884,17640,3,318,-3930,0.04,0.06,-0.26,0.962402,2.830498,-7.504596,30.777239,2702,5085,746,4969,2934,634
13,6544,8068,17088,83,359,-4020,0.04,0.06,-0.28,0.956726,2.71926,-7.604323,33.160091,3084,4681,720,5184,2186,524
14,8896,5072,17012,269,383,-4329,0.04,0.06,-0.34,0.936157,2.511075,-7.8583,40.633247,4181,3828,484,5686,174,73
15,9520,1796,18100,344,436,-4408,0.04,0.06,-0.37,0.927917,2.444099,-7.907108,43.276215,4593,3321,505,5642,-737,8
16,10428,1240,17000,388,513,-4333,0.05,0.06,-0.43,0.900024,2.081469,-8.098574,51.269005,5495,1607,550,4716,-3286,-172
17,11544,-1032,16372,503,508,-4390,0.05,0.06,-0.45,0.889832,1.961287,-8.163441,53.911922,5766,1244,505,4423,-3925,-277
18,12416,-5500,15748,687,439,-4246,0.05,0.05,-0.51,0.855957,1.686462,-8.178271,61.926662,6581,-581,218,2591,-6035,-737
19,12340,-6944,14980,507,348,-4014,0.05,0.05,-0.53,0.844177,1.563053,-8.113506,64.504631,6782,-1248,86,1795,-6596,-905
20,12920,-10212,14996,244,94,-3663,0.04,0.05,-0.58,0.809265,0.661032,-7.58474,71.714333,7065,-3003,-382,-645,-7539,-1345
21,12632,-13796,16056,248,-25,-3406,0.04,0.05,-0.6,0.797913,0.230268,-7.245147,73.944,7151,-3599,-437,-1494,-7760,-1349
22,12300,-15632,17160,290,6,-2799,0.03,0.05,-0.64,0.76593,-1.059753,-5.940364,79.933556,7091,-5635,-57,-4307,-7937,-686
23,12144,-17572,15644,175,97,-2477,0.02,0.04,-0.65,0.756348,-1.480598,-5.536117,81.651428,7004,-6147,33,-5059,-7810,-484
24,12084,-21384,14232,-40,67,-1815,0.01,0.05,-0.68,0.731506,-3.077865,-4.431283,85.962288,6775,-7846,-349,-7357,-7297,-450
25,11724,-23100,14512,-133,-57,-1289,0.0,0.05,-0.69,0.724976,-3.748381,-4.036922,87.059494,6690,-8448,-529,-8111,-7100,-446
26,11784,-22976,15672,-225,-73,-403,-0.02,0.05,-0.7,0.712952,-5.950489,-2.692176,88.994781,6286,-9637,-482,-9522,-6470,223
27,11472,-23704,14456,-171,-6,45,-0.03,0.06,-0.7,0.711426,-6.675893,-2.295234,89.206436,6216,-9817,-455,-9716,-6372,439
28,11108,-22200,14192,-78,-36,868,-0.05,0.06,-0.7,0.713379,-8.66418,-1.350507,88.724167,5934,-10078,-683,-9932,-6172,702
29,10904,-20704,14028,-85,-102,1335,-0.06,0.06,-0.69,0.720642,-9.812272,-0.862146,87.378471,5746,-9627,-823,-9357,-6185,743
30,11084,-17984,13916,-49,-228,2005,-0.07,0.07,-0.67,0.732117,-10.808835,-0.429291,85.27623,5592,-8777,-963,-8320,-6290,658
31,11324,-16412,14364,-72,-275,2508,-0.08,0.07,-0.66,0.746948,-11.677549,-0.046965,82.525177,5540,-7977,-937,-7231,-6515,692
32,11852,-13868,14384,-157,-365,2957,-0.09,0.07,-0.64,0.764709,-12.515125,0.252299,79.14077,5628,-6934,-890,-5807,-6810,658
