seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-2892,3692,17532,409,-92,-160,0.0,0.07,-0.06,0.995911,-0.251463,-8.097872,6.452154,-495,1031,-311,-415,1082,-242
1,-1724,2888,18740,378,13,-259,0.0,0.07,-0.06,0.99585,0.078577,-8.067867,6.623456,-289,1241,15,-140,1265,57
2,-1968,3408,17476,220,221,-129,0.01,0.07,-0.06,0.995667,0.611736,-8.128858,6.958794,0,1296,510,226,1272,518
3,-4096,5964,15412,-86,146,66,0.01,0.07,-0.06,0.995422,0.923061,-8.408025,7.045375,-37,1625,344,210,1605,371
4,-5408,12372,15052,71,-56,-90,0.01,0.07,-0.06,0.9953,1.172156,-8.632132,6.963796,-449,2443,-86,-160,2479,31
5,-3868,12956,18944,30,-222,-676,0.02,0.07,-0.06,0.995117,1.81436,-8.67283,7.181174,-766,4049,-161,-274,4113,83
6,-2348,11392,19240,37,-67,-1036,0.03,0.07,-0.07,0.994629,2.395757,-8.525559,8.080785,-693,4894,587,84,4896,884
7,-1576,10748,18256,40,35,-1205,0.03,0.07,-0.08,0.993713,2.795877,-8.570569,9.462229,-410,4772,877,498,4703,1157
8,-1248,11184,19492,-141,33,-1294,0.03,0.07,-0.09,0.992493,3.108184,-8.643563,10.9475,-30,4839,962,1013,4673,1213
9,-1628,13096,18080,-152,261,-1478,0.04,0.07,-0.11,0.991089,3.236955,-8.70999,12.506209,271,5036,1277,1516,4744,1500
10,-1752,13496,16772,-33,273,-1937,0.04,0.07,-0.12,0.989014,3.42538,-9.067161,14.353647,399,5540,1030,1885,5168,1279
11,972,12252,18620,39,227,-2443,0.04,0.08,-0.14,0.985962,3.691073,-9.45471,16.782553,642,5831,744,2379,5320,997
12,2252,8576,17924,70,463,-2777,0.05,0.08,-0.17,0.981628,3.841985,-9.784365,19.79744,1234,5567,998,3154,4717,1139
13,2392,7144,16488,126,544,-2867,0.05,0.08,-0.2,0.976013,3.782889,-10.301392,23.193308,1878,4653,908,3650,3455,857
14,2800,7344,15236,-19,459,-2937,0.05,0.09,-0.22,0.969238,3.6006,-10.886949,26.700127,2296,3941,519,3856,2468,318
15,4120,6732,16300,-62,368,-3124,0.05,0.09,-0.25,0.961548,3.20543,-11.334942,30.288065,2671,3612,179,4111,1813,-151
16,5068,4548,17132,23,435,-3311,0.05,0.09,-0.29,0.952454,2.682692,-11.612852,34.093727,3157,3229,223,4410,955,-269
17,5400,3628,15268,158,539,-3450,0.05,0.09,-0.32,0.941711,2.101962,-11.881183,38.12751,3676,2617,290,4503,-153,-379
18,7212,2028,16316,292,467,-3610,0.05,0.09,-0.35,0.929016,1.582855,-12.179707,42.390831,4121,2096,29,4416,-1117,-784
19,7548,-660,16076,225,559,-3664,0.05,0.1,-0.39,0.914612,1.065527,-12.321774,46.813526,4651,1482,73,4234,-2258,-894
20,7856,-2688,14296,222,610,-3615,0.05,0.1,-0.43,0.898499,0.315935,-12.49811,51.31913,5037,562,-6,3554,-3443,-1092
21,7872,-2956,14364,310,517,-3588,0.05,0.1,-0.46,0.881165,-0.543258,-12.645757,55.783611,5298,-240,-395,2703,-4311,-1542
22,8700,-6860,15516,476,487,-3695,0.04,0.1,-0.49,0.862549,-1.29293,-12.60358,60.250328,5606,-771,-549,2023,-5019,-1741
23,9644,-9660,13800,524,559,-3591,0.04,0.1,-0.53,0.842102,-2.010664,-12.413784,64.833138,5901,-1839,-434,784,-5926,-1629
24,9464,-13788,12720,423,428,-3287,0.04,0.1,-0.56,0.820801,-2.836604,-12.209211,69.314873,6203,-3181,-810,-878,-6684,-1948
25,8672,-14672,12732,329,224,-2845,0.03,0.1,-0.59,0.800293,-3.890324,-11.798168,73.413246,6187,-4619,-1222,-2791,-6977,-2151
26,8016,-15144,12276,318,119,-2501,0.03,0.1,-0.61,0.781616,-4.972782,-11.173293,76.988632,5969,-5575,-1411,-4234,-6819,-2061
27,6912,-15768,14064,438,-25,-2270,0.02,0.1,-0.64,0.764526,-5.943622,-10.431835,80.139915,5616,-6040,-1555,-5151,-6340,-1922
28,6988,-16016,15740,423,-16,-2006,0.01,0.1,-0.66,0.748596,-6.663057,-9.573251,82.981087,5238,-6368,-1241,-5795,-5838,-1357
29,6644,-18772,14744,245,3,-1701,0.0,0.1,-0.67,0.734009,-7.345571,-8.738298,85.506332,4940,-6713,-844,-6360,-5401,-729
30,6540,-19748,14192,82,40,-1262,-0.0,0.1,-0.69,0.721436,-8.267301,-7.958988,87.625259,4684,-7369,-691,-7191,-4992,-276
31,6076,-20464,12384,27,-37,-865,-0.01,0.1,-0.7,0.711609,-9.333394,-7.296227,89.237686,4441,-7889,-890,-7869,-4560,-166
32,6116,-20340,14904,50,-274,-514,-0.02,0.1,-0.7,0.70459,-10.417623,-6.597422,90.35096,4167,-8203,-1195,-8308,-4124,-172
33,7332,-21412,17184,122,-273,-212,-0.03,0.11,-0.71,0.700378,-11.366449,-5.712437,90.971535,4008,-8349,-761,-8402,-3937,495
34,8260,-23360,17560,170,-93,188,-0.04,0.11,-0.71,0.698364,-12.181972,-4.868896,91.213135,4126,-8662,-51,-8563,-4085,1421
35,7964,-23116,17040,158,-10,836,-0.05,0.11,-0.7,0.699341,-12.985539,-4.310102,90.958763,4330,-9224,308,-8990,-4349,2040
36,7480,-19528,14860,152,64,1367,-0.06,0.11,-0.7,0.705017,-13.75817,-4.044911,89.924316,4355,-9173,349,-8820,-4533,2207
37,7628,-17040,15796,138,-36,1713,-0.07,0.11,-0.69,0.714355,-14.331655,-4.039453,88.279518,4296,-8438,35,-8033,-4671,1814
38,7208,-14532,15840,110,-30,1977,-0.07,0.11,-0.67,0.726196,-14.74957,-4.057304,86.177216,4276,-7432,22,-6882,-4855,1606
39,8344,-14772,16660,118,-68,2154,-0.07,0.11,-0.66,0.739624,-15.029586,-4.163155,83.762383,4272,-6377,31,-5656,-5004,1369
40,8708,-14444,16800,8,-24,2534,-0.08,0.11,-0.64,0.75415,-15.254338,-4.291723,81.08651,4462,-5898,260,-4872,-5373,1463
41,9288,-12372,14592,-238,-62,2979,-0.08,0.12,-0.62,0.770752,-15.593019,-4.552891,77.920891,4748,-5426,269,-4066,-5808,1335
42,8556,-9036,15052,-379,-246,3312,-0.09,0.12,-0.6,0.78949,-16.071867,-4.883097,74.172211,4971,-4567,-69,-2928,-6033,770
43,8456,-6132,15792,-366,-333,3417,-0.09,0.12,-0.57,0.809509,-16.449572,-5.163738,69.9767,5018,-3340,-107,-1387,-5853,388
44,9116,-5728,17552,-316,-377,3409,-0.09,0.12,-0.54,0.829407,-16.622589,-5.404733,65.627647,5002,-2104,46,154,-5421,171
45,8608,-4436,17704,-207,-201,3552,-0.1,0.12,-0.51,0.848389,-16.632393,-5.612511,61.276203,5133,-1377,524,1358,-5149,389
46,7740,-1716,15252,-195,-91,3690,-0.1,0.12,-0.47,0.866943,-16.424145,-6.07213,56.837921,5164,-581,654,2427,-4634,240
47,7044,620,14204,-360,-188,3746,-0.1,0.11,-0.44,0.88501,-16.071175,-6.687297,52.262978,5019,431,230,3333,-3752,-483
48,6380,2288,14820,-426,-373,3692,-0.1,0.11,-0.4,0.901978,-15.751895,-7.214796,47.592545,4770,1395,-173,4021,-2692,-1139
49,6552,4224,16828,-351,-407,3556,-0.1,0.11,-0.37,0.917603,-15.36784,-7.524605,42.949329,4550,2314,-195,4661,-1557,-1390
50,5336,5096,16140,-192,-264,3411,-0.1,0.11,-0.33,0.931519,-14.751032,-7.747247,38.540798,4378,3116,175,5221,-430,-1208
51,4544,7716,14836,-256,-347,3357,-0.09,0.1,-0.3,0.943787,-13.942954,-8.049027,34.339905,4118,3805,160,5407,666,-1330
52,2456,10952,18352,-293,-519,3273,-0.09,0.1,-0.27,0.954834,-13.088197,-8.1935,30.198296,3770,4685,9,5456,1975,-1578
53,24,16288,19032,-304,-391,2975,-0.08,0.09,-0.23,0.9646,-12.093671,-8.194434,26.170378,3060,6066,602,5420,3988,-1111
54,-2332,17740,18316,-243,-239,2340,-0.07,0.09,-0.19,0.975647,-10.26614,-8.388792,21.012583,1650,8245,1166,4639,7087,-559
55,-3200,18080,18088,-254,-215,2076,-0.07,0.09,-0.17,0.978333,-9.642003,-8.484361,19.607647,1209,8705,1154,4207,7786,-495
56,-4116,15532,19528,-382,-149,1378,-0.06,0.09,-0.15,0.982422,-8.530094,-8.643568,17.277485,425,9261,1202,3325,8732,-246
57,-4576,13344,18356,-264,49,1008,-0.06,0.09,-0.14,0.985046,-7.708187,-8.794024,15.595011,-131,8869,1398,2476,8628,213
58,-4808,11600,16660,-171,98,655,-0.05,0.09,-0.13,0.986694,-6.974986,-9.126976,14.367387,-524,8227,1205,1728,8144,277
59,-4148,9232,16460,-153,59,348,-0.04,0.09,-0.12,0.987732,-6.295304,-9.4381,13.587811,-725,7395,820,1166,7382,122
60,-3392,5124,16584,-182,1,144,-0.04,0.09,-0.12,0.988281,-5.810268,-9.637526,13.172828,-708,6260,510,819,6266,-6
61,-2552,2512,17420,-111,3,128,-0.04,0.09,-0.11,0.988525,-5.612343,-9.69888,12.962297,-486,4764,446,667,4762,60
62,-2104,1568,17508,20,70,140,-0.04,0.09,-0.11,0.98877,-5.46082,-9.710037,12.782267,-186,3468,514,670,3439,210
63,-2156,2076,17156,57,194,135,-0.04,0.09,-0.11,0.989014,-5.218977,-9.786877,12.624114,75,2586,595,737,2527,339
64,-2472,2040,15712,6,292,55,-0.03,0.09,-0.11,0.989075,-4.9543,-10.006684,12.493139,193,2169,497,739,2090,269
