seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-228,-8308,15636,352,-81,-603,-0.04,0.06,-0.33,0.941589,-6.58425,-5.013946,38.3647,112,-1450,-1090,-956,-1239,-922
1,52,-7828,14008,281,-67,-258,-0.04,0.06,-0.33,0.940063,-6.578781,-4.8809,38.918369,238,-2185,-1094,-1327,-1880,-853
2,-380,-9664,14652,254,-132,-40,-0.04,0.06,-0.34,0.939331,-6.624314,-4.675672,39.167679,453,-2770,-1108,-1535,-2465,-815
3,160,-9312,16888,196,-101,174,-0.04,0.06,-0.34,0.939514,-6.782087,-4.44233,39.100128,478,-3206,-657,-1724,-2805,-309
4,-712,-6672,14428,246,11,262,-0.04,0.06,-0.33,0.940186,-6.868434,-4.370339,38.85339,450,-3231,-480,-1725,-2806,-124
5,-136,-7596,14948,156,-193,183,-0.04,0.06,-0.33,0.940918,-6.881428,-4.303323,38.597153,408,-2897,-737,-1573,-2540,-414
6,1516,-10996,17128,142,-263,236,-0.05,0.05,-0.33,0.941589,-7.021014,-3.960255,38.360027,644,-3140,-495,-1495,-2873,-151
7,2240,-12340,17656,-64,-113,613,-0.05,0.05,-0.33,0.942749,-7.396283,-3.577469,37.889122,1041,-3883,101,-1537,-3677,533
8,2352,-11480,15908,-241,-34,968,-0.06,0.05,-0.32,0.945007,-8.06491,-3.445938,36.906189,1307,-4167,228,-1414,-4073,730
9,2496,-9112,15604,-198,-104,1118,-0.06,0.05,-0.31,0.948059,-8.719979,-3.376283,35.573959,1404,-3974,67,-1149,-4012,584
10,3480,-11996,16756,-146,-177,1169,-0.07,0.05,-0.3,0.951294,-9.289521,-3.243597,34.172832,1603,-4005,-16,-916,-4180,538
11,4040,-13104,18760,-131,-154,1400,-0.07,0.05,-0.28,0.954773,-9.875548,-3.02522,32.602394,1926,-4343,382,-658,-4609,1017
12,4728,-13420,17716,-120,5,1664,-0.08,0.05,-0.27,0.958679,-10.487431,-2.937308,30.732914,2270,-4652,773,-315,-5007,1488
13,5632,-13408,17688,-11,58,1983,-0.09,0.05,-0.25,0.963013,-11.027943,-3.047286,28.554224,2627,-4819,812,117,-5317,1576
14,5384,-9048,16568,7,86,2374,-0.09,0.05,-0.23,0.968018,-11.383265,-3.284738,25.946918,2954,-4546,722,761,-5222,1432
15,6288,-8956,17984,77,31,2415,-0.09,0.05,-0.2,0.973328,-11.517763,-3.586084,23.040222,3134,-3582,571,1546,-4407,1076
