seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-3292,3664,6752,143,-203,19,0.1,0.15,0.15,0.973267,14.184962,-14.811006,-15.603441,539,-376,-2668,-248,220,-2727
1,-1964,4080,5816,181,-668,35,0.1,0.14,0.15,0.973328,14.315424,-14.625978,-15.584105,574,-210,-3246,-432,484,-3238
2,-1336,4228,9704,135,-905,59,0.11,0.13,0.15,0.974426,14.766404,-13.211256,-15.447869,809,-68,-3614,-288,805,-3603
3,-716,5196,6820,-87,-680,31,0.11,0.13,0.15,0.974854,14.825547,-12.678849,-15.440209,864,34,-3451,-185,903,-3435
4,224,2696,1860,-117,-926,-127,0.11,0.12,0.14,0.976196,14.809137,-11.37569,-15.375283,990,171,-4785,-372,1338,-4687
5,1128,1380,3552,-99,-1279,-79,0.11,0.11,0.14,0.976868,14.770335,-10.80319,-15.266273,1112,-121,-5330,-271,1217,-5300
6,432,200,5456,-213,-1478,95,0.11,0.09,0.14,0.979431,14.408195,-8.270936,-15.163445,1266,-1054,-5518,320,469,-5729
7,252,208,4120,-203,-1613,129,0.11,0.08,0.14,0.980225,14.203177,-7.343535,-15.239944,1084,-1180,-5541,271,310,-5753
8,2716,2652,9400,3,-2166,169,0.11,0.05,0.14,0.982117,13.881568,-4.006014,-15.400759,854,-1435,-5319,481,22,-5553
9,3236,652,12464,-63,-2129,105,0.12,0.04,0.14,0.982544,13.869775,-2.6167,-15.462579,955,-1270,-4638,738,92,-4845
10,4548,3440,10968,-31,-2023,148,0.12,0.0,0.14,0.983154,13.63074,1.455544,-15.727156,1196,-1077,-2993,1320,19,-3130
11,5420,2396,12728,14,-2229,76,0.12,-0.01,0.14,0.983032,13.633141,2.801033,-15.817726,1242,-876,-2848,1383,199,-2909
12,6548,1428,17364,-75,-2242,172,0.13,-0.05,0.13,0.98175,13.604123,7.258274,-16.097734,1475,-976,-1257,1758,-211,-1253
13,6548,3108,16312,-234,-2156,291,0.13,-0.06,0.13,0.981018,13.487404,8.725699,-16.278156,1477,-950,-709,1737,-331,-676
14,7216,6300,20212,-308,-2470,382,0.13,-0.1,0.14,0.977783,13.034956,13.132561,-17.045099,1188,-97,186,1119,143,425
15,7332,6564,24256,-324,-2430,323,0.13,-0.11,0.14,0.976196,12.917612,14.718661,-17.329906,1116,294,936,786,277,1229
16,7640,8364,26784,-313,-2185,349,0.13,-0.15,0.13,0.97113,12.539032,19.034439,-18.088369,897,1252,3410,-431,390,3695
17,7648,11184,29076,-294,-2056,302,0.13,-0.16,0.13,0.96936,12.430982,20.326357,-18.350313,772,1697,4173,-974,545,4431
18,8136,15208,32767,-93,-1706,-72,0.13,-0.19,0.13,0.964294,12.549386,23.553051,-18.80736,502,3524,6709,-2845,1377,6905
19,9012,16784,32767,210,-1250,-518,0.13,-0.2,0.13,0.962952,12.877531,24.326982,-18.748915,495,4175,7384,-3355,1735,7610
