seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,180,776,14648,215,-51,-119,0.02,-0.01,0.04,0.998779,2.129232,1.095306,-5.091316,-206,169,-546,-211,171,-543
1,-304,2140,15188,270,-53,-105,0.02,-0.01,0.04,0.998779,2.26933,1.107212,-5.029551,-199,155,-597,-202,161,-594
2,-24,1952,15328,254,91,-251,0.03,-0.01,0.04,0.998779,2.857955,1.154061,-4.768589,-204,469,-376,-236,469,-356
3,-148,1692,11896,282,209,-312,0.03,-0.01,0.04,0.998779,3.045483,1.052686,-4.613442,-184,452,-478,-213,461,-456
4,1012,-24,10384,337,-203,-264,0.03,-0.01,0.03,0.99884,3.693906,0.86347,-4.023398,44,206,-1812,48,326,-1794
5,452,272,12384,275,-386,-8,0.03,-0.01,0.03,0.998779,3.878506,1.032766,-3.883802,117,-40,-2092,147,111,-2087
6,172,2504,9496,137,-234,94,0.04,-0.01,0.03,0.998596,4.289799,1.706489,-3.981803,59,55,-2244,110,230,-2230
7,272,3968,6828,167,-317,27,0.04,-0.01,0.03,0.998474,4.403637,1.852202,-4.038479,-15,241,-2614,38,444,-2586
8,1348,4456,7948,209,-632,-233,0.04,-0.02,0.03,0.998169,5.031136,2.67936,-3.965635,-63,982,-3667,18,1303,-3565
9,1816,2272,7524,164,-637,-346,0.05,-0.03,0.03,0.998047,5.261854,3.077267,-3.815084,-1,1034,-3787,110,1386,-3670
10,2696,1496,3984,196,-758,-285,0.05,-0.04,0.03,0.997681,5.734855,4.33809,-3.244479,216,413,-4599,514,896,-4505
11,2636,1728,3688,283,-1037,-248,0.05,-0.04,0.02,0.997437,5.90046,4.87077,-3.091643,289,240,-5025,675,786,-4930
12,5044,1620,6104,405,-1368,-341,0.06,-0.06,0.02,0.996155,6.67167,7.176048,-2.701503,497,162,-5348,1128,819,-5189
13,5336,-36,7096,441,-1479,-328,0.06,-0.07,0.02,0.995483,6.991925,8.096723,-2.536783,647,-12,-5225,1353,660,-5044
14,7040,1036,11732,507,-1731,-197,0.07,-0.1,0.01,0.992737,7.917443,11.246925,-2.245446,927,-506,-4084,1710,81,-3854
15,8308,1844,13212,471,-1735,-146,0.07,-0.11,0.01,0.991516,8.272136,12.402278,-2.221645,1024,-575,-3461,1753,-58,-3205
16,9460,672,15340,284,-1790,-53,0.08,-0.14,0.01,0.987244,9.122119,15.897303,-2.25762,1467,-448,-1954,1957,-143,-1521
17,9972,1960,16508,353,-1894,79,0.08,-0.15,0.01,0.985596,9.339203,17.117138,-2.331151,1598,-539,-1561,2003,-296,-1085
18,9524,3048,19780,155,-1814,119,0.08,-0.18,0.01,0.979858,9.945655,20.839418,-2.795492,1541,-411,384,1323,-492,835
19,9896,3544,21780,74,-1773,62,0.08,-0.19,0.01,0.977966,10.047324,21.987114,-2.927759,1463,-212,1022,986,-405,1446
20,9764,3480,24292,-59,-1640,55,0.08,-0.22,0.01,0.972229,10.260638,25.153349,-3.115475,1255,159,2983,-133,-371,3215
21,9576,3084,26412,-45,-1566,81,0.08,-0.23,0.01,0.970459,10.253538,26.091509,-3.147187,1173,235,3597,-533,-393,3732
22,8976,5552,31008,18,-1429,174,0.08,-0.25,0.01,0.965393,10.248236,28.577202,-3.354795,766,403,5673,-2051,-542,5331
23,8384,7276,32767,-83,-1205,112,0.08,-0.25,0.01,0.963989,10.251106,29.239855,-3.440797,637,739,6510,-2650,-338,6015
24,8624,7868,32767,-72,-725,-233,0.08,-0.26,0.0,0.961304,10.436769,30.395025,-3.28186,207,1917,8301,-4107,558,7445
25,9204,6720,32767,-138,-457,-376,0.08,-0.26,0.0,0.960938,10.582319,30.508509,-3.051458,178,2057,8613,-4310,648,7709
26,9984,6992,32767,-168,-84,-399,0.08,-0.26,-0.01,0.961243,10.825112,30.2848,-2.025928,477,1958,9105,-4260,491,8280
27,10720,7192,32767,-365,369,-482,0.08,-0.26,-0.01,0.962585,10.864892,29.651186,-1.253922,811,2120,9213,-3931,643,8611
28,11532,5876,32767,-459,778,-614,0.08,-0.25,-0.02,0.965027,10.671619,28.534149,-0.231198,1249,2040,9214,-3369,590,8882
