seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-140,248,14752,270,-129,-216,0.03,-0.01,-0.12,0.992371,3.055074,1.31494,13.708476,-400,-141,-745,-395,-6,-760
1,108,-4544,17856,204,-213,-242,0.03,-0.02,-0.12,0.992126,3.211325,1.418565,13.866666,-338,-405,-567,-403,-283,-596
2,652,-3644,17400,-181,-49,109,0.02,-0.02,-0.12,0.992004,2.952948,1.699349,14.049154,-114,-1567,203,-498,-1498,118
3,1552,-3732,17756,-277,-121,317,0.02,-0.02,-0.12,0.992126,2.659711,1.738218,13.944571,0,-1761,166,-430,-1713,84
4,2104,-5316,18780,-261,5,388,0.01,-0.02,-0.12,0.99292,1.743143,2.00685,13.346856,398,-2168,656,-140,-2214,603
5,2704,-6192,17544,-276,128,452,0.01,-0.02,-0.11,0.993225,1.414758,2.012875,13.092566,532,-2309,758,-35,-2381,719
6,3088,-7988,16300,-193,94,535,0.0,-0.02,-0.11,0.994141,0.352333,1.974156,12.231729,882,-3012,464,207,-3129,475
7,4060,-8356,19548,-12,-49,702,-0.0,-0.02,-0.1,0.994446,0.04953,2.034265,11.865234,975,-3237,450,272,-3364,481
8,4300,-8328,18080,25,213,945,-0.01,-0.02,-0.09,0.995667,-0.698434,2.205734,10.429269,1448,-3770,995,705,-3949,1095
9,5212,-9880,16788,8,195,1160,-0.01,-0.02,-0.09,0.996155,-0.919927,2.13546,9.799295,1593,-3794,744,898,-3991,863
10,5244,-8500,17680,-24,257,1564,-0.02,-0.02,-0.06,0.99762,-1.771637,2.104542,7.412372,1992,-4163,653,1416,-4357,853
11,5476,-9804,16216,64,324,1667,-0.02,-0.02,-0.06,0.998108,-2.038393,2.019437,6.454133,2118,-4105,616,1623,-4287,835
12,5816,-4912,16180,239,150,2023,-0.02,-0.01,-0.03,0.999207,-2.583612,1.777254,3.15956,2302,-3718,-3,2092,-3832,235
13,5496,-4804,18992,336,183,2053,-0.02,-0.02,-0.02,0.999451,-2.595094,1.777226,1.928562,2382,-3303,59,2266,-3371,282
14,5540,-4728,15068,268,498,2171,-0.02,-0.01,0.02,0.999512,-2.404062,1.484502,-1.885188,2548,-2438,442,2613,-2329,609
15,6036,-5316,14952,146,407,2370,-0.02,-0.01,0.03,0.999268,-2.401718,1.26803,-3.225618,2606,-2334,126,2729,-2173,281
16,6564,-904,13780,155,340,2698,-0.02,-0.01,0.07,0.997375,-2.54704,0.850048,-7.761631,2881,-1871,-450,3115,-1479,-323
17,5916,2796,15732,329,229,2691,-0.02,-0.01,0.08,0.996338,-2.490935,0.755933,-9.404284,2951,-1362,-633,3145,-883,-534
18,5424,6200,17748,690,402,2368,-0.01,-0.01,0.12,0.992249,-1.437237,0.561262,-14.170365,2833,920,-111,2522,1583,-106
19,4296,5128,15240,556,596,2291,-0.01,-0.0,0.14,0.990662,-0.860274,0.404542,-15.601923,2748,1419,73,2264,2106,71
20,3316,8336,13124,211,416,2398,0.0,0.0,0.17,0.984924,0.401625,-0.305899,-19.900816,2300,2436,-786,1327,3077,-781
21,2904,9936,15360,182,263,2374,0.01,0.0,0.19,0.982605,0.744228,-0.436183,-21.357986,2143,2860,-954,942,3452,-932
22,1760,15100,15612,175,297,2209,0.02,0.01,0.22,0.974854,1.933997,-0.585484,-25.634178,1652,4410,-605,-432,4704,-472
23,1060,16120,16016,158,338,1905,0.02,0.01,0.23,0.972168,2.433378,-0.667692,-26.952496,1457,5152,-520,-1051,5265,-317
24,-100,12948,14348,96,413,1539,0.03,0.02,0.26,0.964722,3.93044,-1.053308,-30.172493,911,6074,-463,-2285,5718,-62
25,-320,15160,13604,19,352,1499,0.03,0.02,0.27,0.962402,4.328374,-1.216982,-31.104391,720,6028,-620,-2528,5550,-178
26,-1572,17612,14396,72,172,1144,0.04,0.03,0.29,0.955566,5.612593,-1.569151,-33.650341,139,6767,-1022,-3701,5746,-358
27,-1712,18068,15036,39,132,885,0.05,0.03,0.3,0.953613,6.105272,-1.627249,-34.305836,-32,7031,-974,-4056,5820,-219
28,-1588,16852,15388,-77,179,459,0.06,0.04,0.31,0.949219,7.499577,-1.790676,-35.622505,-328,7444,-621,-4641,5850,365
29,-1740,16032,13348,-172,198,319,0.06,0.04,0.31,0.948242,7.849598,-1.902588,-35.874817,-359,7338,-621,-4630,5722,398
30,-940,18240,15188,-136,15,11,0.07,0.04,0.31,0.94635,8.756569,-2.168269,-36.287682,-409,7297,-969,-4730,5651,168
31,-828,17260,15360,-131,83,-251,0.07,0.04,0.31,0.946167,9.095966,-2.189359,-36.246605,-348,7375,-800,-4704,5732,388
32,-1344,16128,12252,-259,155,-574,0.08,0.05,0.31,0.947144,9.919161,-2.522663,-35.583458,-167,7127,-834,-4356,5688,413
33,-1132,16076,12368,-228,15,-781,0.08,0.05,0.31,0.947937,10.117294,-2.684974,-35.206646,-183,6985,-1121,-4292,5624,131
34,-568,14072,15008,-245,-58,-1119,0.08,0.05,0.29,0.951599,10.671232,-2.950761,-33.548466,-66,6374,-1104,-3699,5305,98
35,-232,14996,13968,-312,2,-1276,0.08,0.05,0.29,0.953247,10.770873,-3.037372,-32.847679,23,6168,-960,-3430,5210,208
36,712,12876,14880,-283,-122,-1682,0.08,0.05,0.26,0.959106,10.969593,-3.416958,-30.277685,300,5685,-1008,-2727,5096,74
37,1628,11244,16180,-215,-115,-1877,0.08,0.05,0.26,0.961426,11.013151,-3.495812,-29.228859,480,5412,-854,-2325,4981,165
38,2564,12124,15612,-17,-44,-2065,0.09,0.05,0.23,0.968567,11.166246,-3.811282,-25.689539,1119,4520,-435,-1003,4551,373
39,2868,11224,16828,-12,-34,-2264,0.09,0.05,0.22,0.970886,11.3034,-3.928482,-24.410982,1333,4508,-347,-692,4640,450
40,3040,8128,13992,-123,99,-2496,0.09,0.06,0.18,0.977783,11.548346,-4.451949,-20.139729,1838,3850,-40,390,4207,586
41,3548,7400,14164,-241,-40,-2530,0.09,0.06,0.17,0.980042,11.484351,-4.687594,-18.636881,1961,3453,-320,701,3915,212
42,4344,7620,16304,-212,-216,-2566,0.09,0.06,0.13,0.986267,10.992964,-5.005694,-14.072009,2394,2536,-487,1625,3116,-203
43,4796,8068,16504,-229,-167,-2684,0.09,0.05,0.11,0.988037,10.829202,-5.017801,-12.532117,2530,2523,-301,1868,3060,-43
44,5520,5672,17200,-30,-25,-2984,0.09,0.05,0.07,0.992371,10.413483,-5.185323,-7.545022,3015,2259,159,2692,2623,289
45,6016,2664,15680,-100,82,-3086,0.09,0.05,0.05,0.993347,10.294131,-5.316467,-5.740255,3181,1971,259,2977,2259,309
46,6072,-816,13400,-234,-55,-2966,0.08,0.05,0.01,0.9953,9.443521,-5.789464,-0.267082,3605,335,-404,3542,472,-705
47,6168,-3508,15244,-286,-230,-2877,0.08,0.05,-0.01,0.995544,9.035807,-5.822006,1.485401,3665,-203,-631,3578,-137,-1023
48,6624,-8860,15816,-385,-247,-2620,0.07,0.04,-0.05,0.9953,7.403605,-5.507826,6.489785,3840,-2301,-451,3506,-2591,-1108
49,6720,-11280,16188,-343,-237,-2427,0.06,0.04,-0.07,0.994873,6.738723,-5.32584,8.018896,3899,-3107,-380,3388,-3507,-1100
50,6412,-17176,16628,-146,-168,-2038,0.04,0.04,-0.1,0.992798,4.668482,-4.679172,12.19243,3956,-5676,-98,2656,-6327,-880
51,4588,-17052,15456,8,-110,-1460,0.03,0.03,-0.12,0.991089,3.392473,-4.264839,14.405537,3682,-7247,-31,1758,-7901,-732
52,3628,-14644,16208,-59,-204,-1072,0.03,0.03,-0.13,0.990295,2.829017,-4.079381,15.253016,3415,-7592,-144,1287,-8189,-760
53,3064,-12860,18952,-80,-180,-827,0.02,0.03,-0.15,0.988525,1.332785,-3.352992,17.03886,2613,-7142,307,420,-7599,-12
54,2600,-13700,17908,-41,-27,-707,0.01,0.03,-0.15,0.987915,0.894983,-3.159606,17.536303,2417,-6972,549,230,-7388,306
55,1372,-11448,17424,-19,6,-343,0.0,0.03,-0.16,0.986511,-0.307428,-2.87002,18.624443,1803,-6601,565,-371,-6836,509
56,1036,-10244,17768,-130,25,-176,-0.0,0.03,-0.16,0.986206,-0.664653,-2.811209,18.81588,1598,-6264,567,-478,-6446,560
57,592,-7604,17240,-262,44,124,-0.01,0.03,-0.16,0.985901,-1.782974,-2.722937,18.963886,1120,-5112,519,-572,-5190,623
58,-48,-4748,17112,-350,35,257,-0.01,0.03,-0.16,0.985962,-2.154906,-2.711691,18.862606,973,-4589,498,-533,-4645,623
59,-936,-2800,16744,-572,73,287,-0.02,0.03,-0.16,0.98645,-3.240151,-2.748247,18.332485,546,-2663,453,-289,-2679,575
60,-944,-1772,15372,-592,67,257,-0.03,0.03,-0.16,0.986572,-3.647848,-2.800489,18.135115,368,-2118,370,-284,-2107,485
61,128,-2528,13492,-312,-234,144,-0.04,0.03,-0.15,0.986816,-4.682087,-2.826541,17.6723,272,-955,-413,-60,-1016,-346
