seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
17,808,388,-10164,899,893,-2844,0.22,0.37,-0.16,0.889893,22.772667,-46.276489,33.559341,6870,-844,-8103,-422,2483,-10354
18,392,-3248,-4100,1119,83,-2708,0.22,0.38,-0.19,0.878784,20.998062,-48.49609,38.194511,6768,-1569,-8330,-1301,1927,-10594
19,860,-2948,-4608,1033,23,-2375,0.22,0.38,-0.22,0.869934,18.779749,-49.747433,42.224129,6733,-2262,-7465,-1416,787,-10174
20,180,-5804,-9508,997,-353,-2278,0.22,0.39,-0.25,0.861023,16.61548,-50.823528,45.862602,6667,-2623,-8051,-2231,767,-10514
21,228,-10676,-5764,1069,-1139,-2009,0.21,0.39,-0.27,0.853699,14.056884,-51.190693,49.10606,6597,-3646,-8552,-3349,178,-10894
22,-516,-12884,-3316,1015,-1521,-1406,0.21,0.38,-0.3,0.849854,11.440901,-50.438705,51.495003,6378,-5110,-8038,-4212,-1308,-10580
23,-852,-12392,-4112,917,-1890,-891,0.2,0.37,-0.32,0.848938,9.522857,-49.034538,52.924831,5989,-5953,-7824,-4864,-2065,-10225
24,516,-14896,1604,746,-2485,-488,0.2,0.35,-0.34,0.85144,8.103714,-46.82983,53.49939,5734,-6660,-7341,-5136,-2960,-9796
25,332,-15728,5604,643,-2671,84,0.19,0.33,-0.35,0.857727,6.999495,-43.752697,53.216389,5623,-7440,-6056,-4953,-4489,-8884
26,424,-14608,8336,606,-2752,648,0.17,0.3,-0.36,0.86676,6.560391,-40.242531,52.143066,5435,-7830,-4714,-4482,-5711,-7768
27,2036,-12356,10892,532,-2886,1018,0.16,0.27,-0.36,0.877563,6.699934,-36.46814,50.463692,5202,-7665,-3594,-3713,-6347,-6681
28,2692,-13920,16308,245,-3110,1339,0.15,0.24,-0.36,0.889771,6.937658,-32.309509,48.365284,5086,-7571,-2367,-2908,-7093,-5476
29,2848,-12612,21096,-76,-3014,1866,0.14,0.2,-0.35,0.903809,6.871607,-27.729208,45.728027,4918,-7660,-346,-2068,-8192,-3403
30,2552,-11012,24412,-283,-2848,2209,0.12,0.17,-0.34,0.918335,6.74142,-23.26248,42.59272,4451,-7187,1307,-1240,-8356,-1340
31,2492,-9288,28384,-354,-2627,2585,0.1,0.14,-0.32,0.932312,6.482492,-18.955622,39.212887,3931,-6811,3047,-650,-8363,859
32,2504,-8208,32767,-693,-2311,2794,0.09,0.11,-0.29,0.945801,6.108347,-14.919985,35.478989,3464,-5862,4960,190,-7760,3270
33,1988,-8100,32767,-868,-1816,3036,0.07,0.08,-0.27,0.957825,5.236711,-11.438361,31.63686,2910,-5399,6470,450,-7186,5254
34,2360,-3124,32767,-845,-1310,3400,0.05,0.07,-0.23,0.968567,4.268723,-8.708035,27.535185,2458,-4559,7272,807,-6108,6460
35,1548,3108,32767,-882,-889,3560,0.04,0.05,-0.2,0.978027,3.517671,-6.659223,23.099607,2051,-2709,7703,1461,-4051,7233
36,1064,9672,32767,-760,-305,3508,0.03,0.04,-0.16,0.985596,3.010993,-5.292797,18.642542,1656,-358,7935,2013,-1483,7718
37,1372,19612,32767,-689,464,3278,0.03,0.04,-0.12,0.991089,2.994062,-4.833165,14.338048,1403,2818,8068,2608,1812,8056
38,188,25392,28960,-508,1099,2619,0.03,0.04,-0.09,0.994324,3.549292,-5.292467,10.539405,1354,6377,8028,3128,5398,8245
39,-1656,27072,22824,-66,1301,1645,0.04,0.05,-0.06,0.995483,4.715549,-6.428347,7.707545,1069,9189,6542,2937,8318,7109
40,-2220,23504,21680,160,1301,732,0.06,0.07,-0.05,0.994934,6.303492,-7.765676,6.169403,734,10280,4994,2437,9484,5937
41,-2440,21712,17688,101,1562,133,0.07,0.08,-0.04,0.993469,7.746054,-9.301869,5.581452,598,10239,3761,2135,9504,4942
42,-2644,18548,11192,30,1686,-406,0.08,0.09,-0.04,0.991333,8.892905,-11.236711,5.694114,640,9616,1844,1899,9106,3120
43,-2116,13636,6956,171,1406,-795,0.09,0.11,-0.05,0.988647,9.786453,-13.270032,6.44717,809,8243,-530,1576,8120,669
44,-996,9944,4228,228,1079,-1022,0.1,0.13,-0.05,0.985901,10.496566,-14.987052,7.613821,1175,6573,-2486,1384,6823,-1508
45,-672,5668,2696,243,654,-1080,0.1,0.14,-0.06,0.983398,10.946115,-16.311487,9.018133,1579,4591,-4084,1160,5192,-3454
46,-212,5496,2064,140,264,-989,0.1,0.14,-0.07,0.981506,11.157263,-17.129154,10.361905,1936,3074,-5164,1007,3922,-4843
47,84,4548,908,120,-121,-990,0.11,0.14,-0.08,0.980225,11.203279,-17.468342,11.598408,2188,2113,-5984,892,3141,-5863
48,240,5812,1220,275,-569,-980,0.11,0.14,-0.09,0.979431,11.269503,-17.316542,12.807169,2344,1575,-6519,871,2713,-6506
49,556,7884,2696,375,-1029,-1085,0.11,0.13,-0.11,0.978943,11.556728,-16.621618,14.054142,2352,1681,-6670,1019,2844,-6611
50,1500,8936,6552,351,-1354,-1280,0.12,0.12,-0.12,0.978577,11.943821,-15.386557,15.420788,2364,2114,-6152,1484,3097,-6008
51,2064,8480,5236,358,-1416,-1520,0.12,0.11,-0.13,0.977844,12.252792,-13.915799,17.01013,2444,2350,-5481,2011,3061,-5302
52,2600,7440,5784,461,-1749,-1792,0.12,0.09,-0.15,0.97644,12.581691,-12.320579,18.86722,2550,2381,-5404,2405,2941,-5190
53,3204,5240,10780,602,-2052,-1972,0.13,0.07,-0.17,0.97406,12.954969,-10.331823,21.059088,2587,1833,-4702,2629,2093,-4567
54,2820,4120,13100,647,-2051,-2051,0.13,0.05,-0.2,0.970642,13.376431,-8.159396,23.398996,2475,1256,-3448,2627,1112,-3383
55,384,2260,14752,747,-2115,-2115,0.13,0.03,-0.22,0.966003,13.845374,-6.096154,25.869158,1953,506,-2422,1998,243,-2425
56,1528,-600,17976,1007,-2256,-2222,0.13,0.0,-0.25,0.959961,14.483244,-4.056518,28.502119,1308,-449,-1217,1005,-692,-1379
57,5080,-3196,25168,1078,-2413,-2299,0.13,-0.02,-0.27,0.952393,15.299643,-1.876082,31.273458,1325,-1588,411,260,-2091,-65
58,6596,-10172,32767,967,-2173,-2167,0.13,-0.05,-0.3,0.943909,15.890705,0.489242,34.179913,1862,-3412,3449,-940,-4512,2398
59,6412,-9724,32767,797,-1362,-1555,0.13,-0.07,-0.32,0.936401,16.05537,2.364592,36.71209,2227,-5298,5788,-2523,-6530,4185
60,5172,-9416,32536,492,-864,-1030,0.12,-0.08,-0.34,0.931152,15.983563,3.5094,38.499531,2234,-6071,7047,-3547,-7180,5229
61,3636,-6508,31468,167,-498,-524,0.11,-0.08,-0.34,0.928284,15.551639,4.26238,39.645313,1919,-6163,7553,-4130,-6969,5751
62,1876,-3040,27856,-37,-114,-228,0.11,-0.08,-0.35,0.927368,14.911487,4.61507,40.244553,1382,-5372,7365,-4041,-5892,5826
63,1036,-1052,24476,68,123,-176,0.1,-0.08,-0.35,0.927246,14.385996,4.556367,40.546638,781,-4292,6398,-3570,-4518,5176
64,840,140,22116,118,288,-187,0.1,-0.08,-0.35,0.927063,14.139053,4.24295,40.746887,360,-3308,5191,-2968,-3350,4240
65,728,1912,18572,42,448,-186,0.1,-0.07,-0.35,0.926819,13.985747,3.730571,40.928391,161,-2525,3911,-2316,-2482,3188
66,404,1924,16396,-119,414,-279,0.1,-0.07,-0.36,0.926514,13.819767,3.106981,41.144077,79,-1735,2485,-1556,-1663,1999
67,572,856,16424,-83,231,-297,0.1,-0.06,-0.36,0.925903,13.553015,2.593231,41.482666,20,-1475,1412,-1213,-1281,1026
68,1128,680,16592,10,138,-202,0.1,-0.06,-0.36,0.925232,13.338483,2.291708,41.809566,50,-1507,923,-1121,-1249,551
69,1496,1184,16220,80,152,-63,0.1,-0.06,-0.36,0.924866,13.194412,2.114677,41.983166,189,-1464,651,-943,-1272,306
