seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-3224,-4660,12780,176,85,-309,-0.09,0.14,-0.41,0.895325,-15.787632,-10.061175,49.334873,-133,-18,-880,-374,55,-805
1,-2796,-5884,13696,219,-45,-393,-0.09,0.14,-0.42,0.894531,-15.731346,-10.019628,49.585072,-111,-139,-950,-469,-39,-843
2,-976,-7240,13784,203,-85,-403,-0.09,0.14,-0.42,0.892883,-15.673414,-9.819428,50.099289,14,-538,-871,-656,-383,-685
3,-1240,-11104,14796,166,-73,-228,-0.09,0.13,-0.42,0.891174,-15.752144,-9.522648,50.573997,335,-1428,-734,-1074,-1182,-369
4,-1300,-9708,14232,27,-15,124,-0.09,0.13,-0.43,0.890564,-15.970664,-9.324543,50.668797,478,-2184,-535,-1484,-1755,7
5,-788,-10448,11960,-67,-61,179,-0.09,0.13,-0.42,0.890808,-16.276993,-9.302391,50.463425,649,-2320,-900,-1590,-1996,-315
6,-424,-12800,14660,-49,-211,233,-0.1,0.13,-0.42,0.891296,-16.690247,-9.095263,50.151539,820,-2796,-1003,-1856,-2442,-285
7,364,-14736,12940,12,-130,332,-0.1,0.13,-0.42,0.89209,-17.122807,-8.859227,49.739807,993,-3453,-873,-2168,-2994,27
8,1520,-15984,12868,78,-282,556,-0.11,0.13,-0.42,0.893372,-17.565422,-8.624566,49.166836,1310,-4203,-1139,-2567,-3753,-15
9,2560,-18944,15672,118,-347,1008,-0.11,0.13,-0.41,0.895935,-17.958897,-8.231914,48.243347,1679,-5028,-929,-2791,-4581,419
10,3240,-17112,15024,108,-247,1416,-0.12,0.13,-0.4,0.900146,-18.338299,-7.964672,46.809155,2043,-5763,-442,-2795,-5344,1097
11,3192,-15448,14948,67,-291,1753,-0.12,0.13,-0.38,0.906189,-18.582335,-7.966119,44.825893,2399,-5609,-420,-2267,-5582,1043
12,3924,-14888,15520,109,-317,2023,-0.12,0.13,-0.37,0.91333,-18.709333,-7.994646,42.473183,2687,-5263,-312,-1589,-5610,1005
13,4344,-12188,15436,238,-214,2308,-0.13,0.12,-0.35,0.921326,-18.636599,-8.14121,39.816612,2940,-4821,-131,-827,-5499,985
14,4716,-11068,14680,317,-133,2455,-0.12,0.12,-0.32,0.929871,-18.26877,-8.463976,36.968887,3202,-4124,-142,30,-5179,674
15,6216,-10836,15224,369,-191,2735,-0.12,0.12,-0.3,0.938416,-17.753933,-8.834645,33.98473,3536,-3723,-273,730,-5079,321
16,6896,-10396,15988,414,-170,2963,-0.12,0.12,-0.27,0.947205,-17.111473,-9.163549,30.715399,3967,-3451,-156,1532,-5026,223
17,7220,-7020,15508,445,-89,3342,-0.11,0.12,-0.24,0.956238,-16.242121,-9.546489,27.095392,4426,-2997,10,2476,-4734,102
18,7136,-3040,13852,260,-157,3586,-0.11,0.11,-0.21,0.96521,-15.185474,-10.045395,23.055611,4727,-1891,-278,3405,-3746,-600
19,7948,-1308,15436,258,-295,3623,-0.1,0.11,-0.17,0.973389,-14.074074,-10.365626,18.781605,4977,-704,-442,4230,-2498,-1148
20,8296,-36,15920,387,-199,3700,-0.1,0.11,-0.13,0.980469,-12.78191,-10.482317,14.516995,5245,35,-263,4883,-1501,-1214
21,8012,3276,15972,383,-130,3820,-0.09,0.1,-0.1,0.986206,-11.309859,-10.602849,10.170406,5409,780,-93,5310,-386,-1235
22,7564,6200,15172,340,-108,3727,-0.08,0.1,-0.06,0.990479,-9.639704,-10.754642,5.697204,5470,2034,-184,5488,1271,-1533
23,6868,8756,16632,286,-107,3696,-0.07,0.1,-0.02,0.993042,-7.906187,-10.751083,1.308837,5393,3016,-217,5317,2702,-1624
24,4732,10904,16380,265,-16,3611,-0.05,0.09,0.02,0.994019,-6.136515,-10.65867,-3.054951,5112,3980,-1,4812,4117,-1364
25,3200,15704,14848,98,-23,3444,-0.04,0.09,0.06,0.993164,-4.339067,-10.614202,-7.362927,4516,5083,-42,3761,5523,-1250
26,2652,14956,15100,-123,-175,3045,-0.03,0.09,0.1,0.990906,-2.601938,-10.478278,-11.467919,3823,6422,-319,2379,6972,-1295
27,1804,15460,16696,-176,-216,2802,-0.02,0.09,0.13,0.987671,-1.205304,-10.085119,-15.164025,3264,6894,-319,1276,7455,-1028
28,276,16900,15932,-319,-128,2553,-0.01,0.08,0.16,0.983704,-0.00926,-9.612895,-18.580843,2715,7230,-65,256,7700,-518
29,-292,17468,15680,-274,-181,2169,-0.01,0.08,0.19,0.979187,1.022738,-9.243285,-21.695583,2134,7684,-154,-871,7919,-359
30,-1024,18036,16716,-386,-260,1822,0.0,0.08,0.21,0.974731,2.026766,-8.81144,-24.335238,1563,7989,-171,-1871,7922,-129
31,-1608,17844,17056,-412,-255,1491,0.01,0.08,0.23,0.97052,2.804543,-8.317724,-26.574116,1128,8221,16,-2635,7863,250
32,-1420,19288,17436,-300,-235,1204,0.01,0.07,0.24,0.966797,3.511684,-7.836352,-28.402603,715,8330,223,-3262,7674,628
33,-1680,19724,18248,-299,-140,799,0.02,0.07,0.26,0.963562,4.312819,-7.413813,-29.842251,512,8641,447,-3745,7749,1020
34,-2492,21548,16956,-271,17,413,0.03,0.07,0.27,0.961121,5.059521,-7.150366,-30.803989,276,8856,665,-4146,7731,1397
35,-1900,21972,16628,-153,73,-149,0.03,0.07,0.27,0.959656,5.860043,-7.129176,-31.255831,109,9336,521,-4607,8007,1446
36,-2100,19240,16600,-100,134,-716,0.04,0.08,0.27,0.959656,6.747716,-7.23542,-30.996901,79,9497,435,-4681,8132,1525
37,-2268,18728,15168,-158,153,-1044,0.05,0.08,0.26,0.96106,7.457623,-7.49782,-30.091173,45,8964,316,-4327,7719,1458
38,-908,18944,15648,-202,19,-1431,0.05,0.08,0.25,0.963379,7.971889,-7.835219,-28.781199,76,8589,-39,-4004,7513,1131
39,360,17080,18256,-247,-32,-1860,0.05,0.09,0.24,0.966675,8.374338,-8.028524,-26.982721,395,8329,-21,-3367,7543,1125
40,1256,16392,18760,-266,145,-2172,0.06,0.09,0.22,0.970886,8.530483,-8.197599,-24.698799,894,7799,538,-2298,7364,1544
41,2212,16712,16528,-144,300,-2604,0.06,0.09,0.19,0.975281,8.5719,-8.578187,-22.051889,1386,7472,780,-1340,7335,1657
42,3264,13656,18028,104,308,-3118,0.06,0.09,0.17,0.979797,8.694713,-9.159532,-18.832031,1933,7173,592,-357,7321,1340
