seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,6968,2460,15692,58,35,142,0.04,-0.21,-0.19,0.958557,9.606594,22.599493,22.535143,95,-85,201,-32,-113,206
1,7348,2812,16292,153,-31,162,0.04,-0.21,-0.19,0.958679,9.635014,22.627123,22.413086,194,-48,233,49,-117,279
2,7216,3220,16692,91,-4,136,0.04,-0.21,-0.19,0.958801,9.760345,22.720951,22.14761,346,91,510,109,-45,611
3,6464,3080,16352,-66,97,111,0.04,-0.21,-0.19,0.959106,9.730128,22.711296,21.982111,304,183,706,24,55,787
4,6332,3396,15604,-107,163,51,0.04,-0.21,-0.19,0.959595,9.586186,22.561954,21.892624,217,296,635,21,193,706
5,6356,3244,15016,-90,142,-33,0.04,-0.21,-0.19,0.960022,9.479687,22.356615,21.890934,128,373,396,72,298,466
6,6416,2472,15484,-8,64,-69,0.04,-0.2,-0.19,0.960144,9.444931,22.214718,21.966644,129,283,219,116,214,291
7,6956,2228,15892,45,27,-38,0.04,-0.2,-0.19,0.960083,9.47604,22.154831,22.034262,202,81,256,94,0,322
8,7040,1924,16104,21,31,9,0.04,-0.2,-0.19,0.960083,9.497284,22.142754,22.036325,280,-30,379,72,-132,447
9,6560,2464,16016,6,62,78,0.04,-0.2,-0.19,0.960266,9.440076,22.120087,21.979036,289,-131,462,12,-229,511
10,6152,3240,15624,27,92,55,0.04,-0.2,-0.19,0.960571,9.399627,22.052311,21.865843,243,17,439,34,-75,495
11,6480,3124,15464,38,73,9,0.04,-0.2,-0.19,0.960815,9.427812,21.947119,21.78367,175,188,359,67,108,422
12,6788,2292,15844,59,36,4,0.04,-0.2,-0.19,0.960876,9.502237,21.888596,21.754473,220,139,330,101,45,405
13,6600,2676,16108,12,28,66,0.04,-0.2,-0.18,0.960999,9.515466,21.865971,21.692684,257,32,381,75,-67,449
14,6364,2912,15896,-32,58,55,0.04,-0.2,-0.18,0.961182,9.461961,21.844149,21.613375,249,101,484,51,0,551
15,6288,2896,15380,-25,67,4,0.04,-0.2,-0.18,0.961426,9.395137,21.764204,21.574881,185,185,443,42,101,502
16,6492,2892,15444,25,33,-7,0.04,-0.2,-0.18,0.961548,9.391658,21.692057,21.566282,159,195,338,66,120,398
17,6616,2520,15616,33,1,-19,0.04,-0.2,-0.18,0.961548,9.444508,21.679941,21.568392,184,167,302,92,85,370
18,6624,2404,16024,3,-18,5,0.04,-0.2,-0.18,0.961487,9.465864,21.697338,21.575127,227,78,338,84,-13,405
19,6468,2688,16140,-34,21,19,0.04,-0.2,-0.18,0.961487,9.429006,21.713146,21.569443,230,56,426,44,-35,484
20,6300,2816,15796,-5,42,3,0.04,-0.2,-0.18,0.961609,9.380368,21.679016,21.564411,203,90,448,24,6,499
21,6420,2872,15664,-4,21,-23,0.04,-0.2,-0.18,0.96167,9.385476,21.633947,21.565584,182,149,381,53,69,439
22,6532,2468,15864,-1,-12,-14,0.04,-0.2,-0.18,0.961609,9.392628,21.631033,21.603773,203,81,334,67,-1,393
23,6500,2712,16084,2,1,-7,0.04,-0.2,-0.18,0.961548,9.383608,21.647741,21.617399,211,90,371,62,3,431
24,6492,2340,15916,7,16,16,0.04,-0.2,-0.18,0.961548,9.378931,21.647608,21.632679,244,29,413,53,-65,473
25,6584,2556,15896,-4,4,44,0.04,-0.2,-0.18,0.961609,9.333861,21.643822,21.610086,237,3,419,36,-86,472
26,6352,3092,15740,4,14,40,0.04,-0.2,-0.18,0.961731,9.307676,21.650972,21.550629,204,68,418,30,-13,468
27,6240,2596,15732,7,20,2,0.04,-0.2,-0.18,0.961792,9.321393,21.634394,21.521732,205,149,374,76,61,441
28,6344,2620,15528,5,9,10,0.04,-0.2,-0.18,0.961792,9.316931,21.621838,21.51548,186,102,344,56,24,399
29,6484,2804,15740,11,-15,8,0.04,-0.2,-0.18,0.961792,9.317623,21.636829,21.501261,171,108,345,44,35,395
30,6508,2664,15892,-1,-23,-6,0.04,-0.2,-0.18,0.961731,9.332099,21.663246,21.50255,191,122,371,56,41,429
31,6408,2716,15964,30,9,-2,0.04,-0.2,-0.18,0.96167,9.331853,21.685144,21.514246,195,86,439,20,6,487
32,6480,2580,15612,10,13,-19,0.04,-0.2,-0.18,0.961731,9.363727,21.663153,21.502518,184,118,429,25,39,479
33,6620,2156,15668,12,-16,-4,0.04,-0.2,-0.18,0.96167,9.375569,21.660385,21.525431,213,59,365,55,-25,422
34,6552,2644,16016,6,-26,44,0.04,-0.2,-0.18,0.96167,9.352657,21.708895,21.509811,218,-13,395,23,-94,440
35,6528,2936,16068,5,22,28,0.04,-0.2,-0.18,0.961731,9.333365,21.736443,21.460371,207,82,477,13,-1,526
36,6324,2772,15352,4,45,-5,0.04,-0.2,-0.18,0.961792,9.340678,21.693146,21.432598,191,127,424,36,45,478
37,6508,2468,15636,22,-15,-16,0.04,-0.2,-0.18,0.961853,9.355898,21.652466,21.438702,178,137,318,71,60,378
38,6592,2568,16136,6,-26,12,0.04,-0.2,-0.18,0.961731,9.390097,21.689629,21.446987,199,73,337,59,-7,393
39,6416,2720,15928,-14,20,28,0.04,-0.2,-0.18,0.961731,9.363605,21.717264,21.439051,211,46,456,13,-37,502
40,6316,2920,15548,13,29,3,0.04,-0.2,-0.18,0.961853,9.328825,21.695894,21.409687,197,104,449,23,22,500
41,6288,2680,15520,34,7,-20,0.04,-0.2,-0.18,0.961853,9.359996,21.668415,21.402328,174,136,355,52,60,410
42,6584,2376,15956,20,1,-22,0.04,-0.2,-0.18,0.961792,9.408145,21.665718,21.409887,190,128,324,75,47,386
43,6524,2312,16120,3,-3,15,0.04,-0.2,-0.18,0.961731,9.430386,21.674826,21.430561,214,39,391,39,-44,443
