seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,4468,-1168,16036,201,-189,-197,-0.03,-0.14,0.11,0.983032,-5.778851,15.547112,-12.844634,112,490,445,-125,517,408
1,5252,908,17116,355,-434,-224,-0.03,-0.14,0.11,0.983032,-5.566726,15.745575,-12.77552,27,469,408,-190,474,354
2,5368,272,20432,313,-388,-293,-0.03,-0.15,0.11,0.982788,-4.935441,16.331926,-12.636198,147,754,973,-305,785,909
3,4712,396,21816,243,-212,-169,-0.02,-0.15,0.11,0.982727,-4.414716,16.711262,-12.453633,171,648,1839,-519,687,1757
4,4460,2484,22056,63,-83,-115,-0.02,-0.15,0.11,0.982849,-4.029341,16.821041,-12.372736,8,900,2444,-902,889,2275
5,4660,1008,23568,39,-30,-231,-0.02,-0.15,0.1,0.983154,-3.736994,16.786177,-12.190526,-81,1129,2901,-1160,1086,2677
6,4180,1748,25596,100,104,-217,-0.01,-0.15,0.1,0.983643,-3.436515,16.652466,-11.929849,-90,1021,3630,-1346,969,3386
7,4472,3092,27064,220,286,-328,-0.01,-0.14,0.1,0.984497,-2.990242,16.276196,-11.661268,-77,1288,4366,-1564,1214,4098
8,4912,3504,30788,378,464,-474,-0.01,-0.14,0.1,0.985718,-2.253179,15.721848,-11.266848,77,1534,5294,-1661,1439,5054
9,5572,2788,32100,360,926,-590,0.0,-0.13,0.09,0.987366,-1.358643,14.802197,-10.711793,348,1642,6499,-1623,1520,6332
10,6024,1692,32240,351,1389,-563,0.01,-0.12,0.08,0.989563,-0.57893,13.340221,-10.017282,785,1335,7216,-1126,1232,7188
11,5532,3264,28440,262,1842,-508,0.01,-0.1,0.08,0.991882,0.071691,11.363296,-9.376711,1172,1199,7264,-468,1129,7353
12,4900,3704,25788,276,2002,-625,0.01,-0.08,0.07,0.99408,0.672399,9.022641,-8.702791,1419,1376,6411,197,1344,6569
13,4892,3704,25860,356,2017,-795,0.02,-0.06,0.07,0.995972,1.353705,6.620841,-7.865773,1624,1498,5580,775,1482,5763
14,5044,2292,24500,263,2273,-931,0.02,-0.04,0.06,0.997437,2.00768,4.161156,-6.83655,1938,1402,5125,1404,1394,5297
