seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-6536,2156,11144,-218,396,-102,0.1,0.22,0.17,0.954773,16.809019,-22.559076,-18.919682,-202,-488,-412,-216,-477,-417
1,-5964,2700,14272,106,-49,83,0.1,0.22,0.17,0.95459,16.671972,-22.773836,-18.929983,-32,-877,-644,-67,-747,-788
2,-6424,3784,14292,-78,63,165,0.1,0.22,0.18,0.954529,16.686737,-22.691374,-19.065649,-9,-699,-234,89,-620,-388
3,-3804,3836,9528,-92,175,173,0.1,0.22,0.18,0.954163,16.563972,-22.770452,-19.385044,257,-645,-523,168,-438,-731
4,-4744,2352,11028,251,-125,107,0.1,0.22,0.18,0.953735,16.680649,-22.795225,-19.54056,640,-750,-1334,150,-300,-1624
5,-4168,3012,12984,212,-38,245,0.1,0.22,0.18,0.953674,16.943405,-22.533348,-19.574633,923,-880,-1179,500,-317,-1632
6,-4172,5804,10616,101,153,253,0.1,0.22,0.18,0.953003,17.254797,-22.410971,-19.852438,966,-500,-1146,438,53,-1517
7,-3256,5732,6552,45,109,29,0.1,0.22,0.18,0.952026,17.598942,-22.508402,-20.045433,1031,19,-1903,-19,647,-2064
8,-2616,2484,6852,0,-181,-152,0.11,0.22,0.18,0.951782,17.799635,-22.543594,-19.946115,1264,3,-2918,-291,852,-3049
9,-1708,680,7612,-41,-332,14,0.11,0.22,0.18,0.952698,17.624199,-22.285889,-19.783827,1530,-826,-3184,78,232,-3619
10,-2168,4940,7188,-3,-454,177,0.11,0.21,0.18,0.953552,17.551676,-21.738628,-19.853607,1725,-878,-3373,207,295,-3871
11,-732,4048,4576,-52,-475,-31,0.11,0.21,0.18,0.954285,17.626974,-21.100048,-19.911898,1855,-436,-3743,56,819,-4118
12,16,3540,5140,44,-615,-141,0.11,0.2,0.18,0.955505,17.639769,-20.438452,-19.712816,2173,-443,-4374,104,1043,-4789
13,628,392,4304,48,-567,-160,0.11,0.2,0.18,0.957153,17.631454,-19.667601,-19.365063,2472,-836,-4572,463,856,-5173
