seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
25,8604,-11004,8808,-706,3681,-2096,0.14,0.12,-0.4,0.896301,9.843616,-18.895311,49.436909,7534,-4422,725,1601,-8253,-2479
26,7432,-11312,5172,-689,3237,-1527,0.14,0.15,-0.42,0.885071,7.646602,-22.95137,52.107853,7681,-5228,-1321,380,-8030,-4841
27,6616,-12924,4980,-586,2693,-1024,0.14,0.19,-0.42,0.875244,5.558603,-26.346464,54.285217,7713,-5788,-2832,-778,-7667,-6451
28,5748,-12724,3728,-527,2346,-464,0.14,0.21,-0.43,0.867371,3.663527,-29.110279,55.917603,7662,-6177,-3708,-1727,-7365,-7304
29,5296,-13284,2176,-516,2041,24,0.14,0.24,-0.43,0.861755,2.091004,-31.512291,56.941761,7547,-6267,-4460,-2383,-6885,-7939
30,5068,-13948,328,-470,1775,587,0.13,0.26,-0.42,0.858398,0.808184,-33.563927,57.394894,7495,-6546,-5082,-3054,-6635,-8454
31,4952,-12580,-2308,-400,1462,1160,0.13,0.27,-0.41,0.857605,0.022213,-35.36993,57.161381,7485,-6591,-5920,-3504,-6186,-9161
32,4804,-11864,-4092,-398,943,1645,0.13,0.29,-0.4,0.859741,-0.119504,-36.808121,56.167294,7506,-6355,-6896,-3675,-5532,-10006
33,5976,-10744,-3620,-457,277,2154,0.13,0.29,-0.38,0.865356,0.282197,-37.564415,54.327446,7625,-6078,-7622,-3543,-5081,-10712
34,8116,-11424,-1608,-373,-278,2633,0.13,0.29,-0.36,0.874878,1.15785,-37.435139,51.52877,7966,-5923,-7755,-2953,-5184,-11092
35,10792,-11976,1180,-97,-637,3273,0.13,0.29,-0.34,0.887512,2.645078,-36.475838,47.862274,8625,-6144,-7347,-1965,-5960,-11256
36,12656,-10424,2776,120,-863,4057,0.13,0.27,-0.31,0.902832,4.895664,-34.802223,43.21698,9332,-6376,-6658,-509,-6775,-11219
37,13928,-4580,5936,95,-1245,4837,0.14,0.25,-0.27,0.920166,7.834768,-32.372227,37.517067,9912,-6024,-5942,1542,-6860,-10971
38,13696,3148,10164,-447,-1681,5277,0.14,0.22,-0.22,0.938904,10.872425,-28.863632,30.686501,10140,-4420,-4805,4308,-5627,-9757
39,12228,10204,16476,-1255,-2008,5206,0.14,0.19,-0.17,0.95697,13.003932,-24.37471,23.204578,9779,-1855,-3126,6829,-3240,-7189
40,8008,12940,19244,-1578,-1733,4853,0.13,0.16,-0.11,0.971802,13.799905,-19.616211,15.881488,8714,784,-1049,7976,-513,-3708
41,784,23976,18704,-621,-1346,4801,0.13,0.13,-0.06,0.981079,14.423025,-15.587336,9.222457,6642,3291,158,6920,2521,-847
42,-9088,32767,22488,-73,-1325,4384,0.14,0.11,-0.01,0.98407,16.48782,-12.191057,3.255703,3423,7483,1093,3984,6882,2377
43,-10056,32767,25192,-652,-1474,3220,0.16,0.09,0.03,0.983704,18.32785,-9.189099,-1.736942,113,10262,2401,231,9037,5417
44,-11044,32767,27088,-1114,-1370,1163,0.16,0.07,0.05,0.983337,18.867107,-6.83777,-4.740348,-2062,11820,3746,-2423,9744,7559
45,-9044,25644,30204,-1191,-1134,324,0.16,0.06,0.06,0.983948,18.619474,-5.3968,-5.663298,-3252,12065,5008,-3730,9417,8864
46,-8048,24396,28776,-1226,-585,77,0.15,0.05,0.06,0.985107,17.950495,-4.537532,-5.985607,-3518,11060,6047,-3919,8205,9409
47,-6380,22564,26852,-1321,-214,-376,0.15,0.05,0.06,0.986328,17.146463,-4.344168,-5.955779,-3346,10452,6040,-3718,7786,9080
48,-4272,17396,25316,-1117,176,-836,0.14,0.05,0.05,0.98761,16.279482,-4.649732,-5.347795,-2728,9371,5665,-2938,7105,8258
