seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,4912,1620,17028,-20,-68,19,0.0,-0.16,-0.32,0.933777,6.597759,17.119699,38.751637,134,-95,545,-120,-104,546
1,5408,280,16288,22,56,19,0.0,-0.16,-0.32,0.933838,6.564022,17.116003,38.743393,149,-205,554,-177,-199,547
2,5720,516,15740,-39,91,107,0.0,-0.16,-0.32,0.934204,6.465926,17.05966,38.652042,245,-393,408,-173,-420,417
3,5576,104,14964,-34,69,199,0.0,-0.16,-0.32,0.934814,6.25869,17.019033,38.48164,324,-538,210,-139,-601,238
4,5716,-1100,15052,38,-42,326,0.0,-0.16,-0.32,0.93573,6.043001,17.077248,38.183365,407,-733,-16,-122,-829,30
5,5380,180,14812,108,-133,510,-0.0,-0.16,-0.31,0.936951,5.840257,17.288477,37.695347,428,-893,-183,-143,-987,-133
6,4544,5796,16372,242,-245,469,-0.0,-0.16,-0.31,0.938416,5.820448,17.60947,37.021435,175,-117,-134,106,-208,-85
7,4216,5328,17880,342,-194,63,0.0,-0.16,-0.3,0.938843,6.287125,17.87775,36.628349,-118,781,284,264,731,313
8,3836,5900,16524,285,-44,-199,0.01,-0.17,-0.3,0.938416,6.887133,17.929653,36.612766,-299,1188,546,271,1188,559
9,4100,6008,16164,148,-125,-500,0.01,-0.17,-0.31,0.937195,7.535243,17.877661,36.929379,-391,1558,492,432,1531,538
10,4988,2648,17160,-95,-203,-752,0.01,-0.17,-0.31,0.934753,8.057487,17.925705,37.693497,-339,1530,586,439,1476,651
11,6516,-1688,16812,-173,-99,-662,0.01,-0.17,-0.32,0.931946,8.162296,17.988146,38.710064,-41,431,742,-17,428,744
12,7076,-2896,15888,-160,-35,-302,0.01,-0.17,-0.32,0.930176,7.909978,18.037994,39.429447,316,-817,627,-462,-779,581
13,7296,-4092,16216,-72,-18,92,0.01,-0.17,-0.33,0.929749,7.500889,18.172901,39.672356,711,-1721,442,-664,-1743,424
14,6920,-2428,15220,60,87,471,0.0,-0.17,-0.32,0.930786,7.032833,18.318039,39.361031,926,-2092,346,-689,-2176,373
15,5748,3176,15964,259,17,657,0.0,-0.17,-0.32,0.932983,6.745061,18.403845,38.598904,794,-1609,147,-410,-1740,209
16,4748,7732,19280,328,7,398,0.0,-0.17,-0.31,0.934814,6.987575,18.505358,37.793137,397,-78,557,71,-239,641
17,4348,5016,18692,270,404,-52,0.01,-0.17,-0.31,0.935608,7.516486,18.270765,37.406185,115,1017,1297,247,868,1383
18,4636,1712,14868,129,563,-143,0.02,-0.17,-0.31,0.936096,7.926286,17.5609,37.341259,33,808,1053,151,711,1110
19,4480,808,12008,-102,294,14,0.02,-0.16,-0.31,0.936646,7.93453,16.956045,37.329147,30,182,56,109,133,85
20,4628,2492,13728,-71,-184,119,0.02,-0.16,-0.31,0.937073,7.71572,16.880894,37.255405,-36,-42,-736,176,-64,-713
21,4728,3084,17104,100,-327,59,0.01,-0.16,-0.31,0.93689,7.71234,17.24337,37.21117,-36,48,-469,147,25,-448
22,5540,4712,19720,79,-152,-124,0.02,-0.17,-0.31,0.936401,7.92473,17.57048,37.223629,-26,572,465,158,512,506
23,5532,1684,17400,-69,232,-260,0.02,-0.17,-0.31,0.935669,8.104264,17.491156,37.471485,118,522,1073,44,428,1118
24,5440,-424,14848,-184,262,-127,0.02,-0.16,-0.31,0.935486,7.957565,17.136747,37.718536,279,-69,727,-59,-168,761
25,5496,20,14692,-180,85,92,0.01,-0.16,-0.31,0.935791,7.586386,16.946455,37.775742,339,-547,161,-113,-627,182
