seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,6880,-7064,14828,-50,258,783,-0.01,-0.13,-0.35,0.926941,4.564202,14.789817,42.211304,986,-2533,27,-949,-2545,82
1,6376,-3500,16072,410,99,1381,-0.01,-0.13,-0.34,0.929016,4.234579,14.808353,41.54641,1098,-2890,-81,-1043,-2911,-3
2,4976,-2172,15368,534,190,1638,-0.01,-0.13,-0.33,0.934448,3.953987,14.916712,39.68819,1020,-2499,53,-799,-2574,147
3,4208,2628,13004,816,-35,1937,-0.01,-0.13,-0.31,0.940552,3.934631,14.921885,37.45137,731,-1950,-213,-534,-2018,-146
4,3180,9636,16048,786,-433,1799,-0.0,-0.14,-0.29,0.946594,4.357222,15.252833,34.915325,319,-482,-629,148,-630,-556
5,2584,14052,19232,424,-411,1129,0.0,-0.14,-0.27,0.950867,5.088136,15.892466,32.713669,-164,1768,-75,806,1583,34
6,844,17272,19592,108,-171,205,0.01,-0.15,-0.26,0.952881,5.876377,16.303204,31.441778,-676,3904,828,1155,3752,984
7,2304,18700,21456,-359,17,-925,0.02,-0.15,-0.26,0.952454,6.748649,16.235893,31.379406,-1184,5739,1453,1454,5606,1701
8,3724,7952,17420,-619,468,-1998,0.02,-0.15,-0.28,0.949036,7.524835,15.721622,32.837269,-1116,6374,1964,1823,6062,2375
9,6428,-5740,12796,-801,409,-2069,0.02,-0.14,-0.31,0.94043,7.637626,14.25917,36.804859,-117,2575,624,1221,2174,902
10,8196,-10528,11876,-905,153,-1556,0.02,-0.14,-0.32,0.9375,7.249603,13.959237,38.10257,307,765,38,677,423,204
11,9180,-15300,13864,-738,-170,-577,0.01,-0.13,-0.33,0.933044,5.933314,13.896145,40.05545,1234,-2546,-861,-457,-2812,-790
12,10456,-16920,16420,-214,-60,494,-0.01,-0.13,-0.34,0.93158,4.34333,14.390727,40.751465,1916,-5054,-764,-1613,-5176,-632
13,9804,-14348,12108,530,370,1587,-0.02,-0.13,-0.33,0.934143,3.002478,14.76864,39.963852,2392,-6709,-399,-2318,-6745,-115
14,6752,3608,10976,1029,-39,2455,-0.02,-0.13,-0.3,0.944763,2.320686,14.937514,36.075119,2107,-4860,-1661,-739,-5357,-1250
15,2816,21036,20900,941,-522,1841,-0.02,-0.13,-0.29,0.948242,2.719746,15.280472,34.527302,1667,-2179,-1352,464,-2865,-963
16,-1668,24616,24536,607,18,334,-0.0,-0.14,-0.27,0.952087,4.246089,15.831845,32.402184,330,3539,700,1905,2909,1013
17,516,18996,21316,646,662,-1127,0.01,-0.14,-0.27,0.952209,6.224289,15.297334,32.037277,-1030,6905,2349,2021,6546,2702
18,1664,3664,12504,-307,795,-1711,0.04,-0.13,-0.29,0.946899,8.668968,13.113939,34.225792,-1212,5455,1553,1569,5204,2020
19,3148,-1160,9444,-1100,343,-1471,0.04,-0.13,-0.3,0.944824,8.681819,12.475492,35.24329,-1038,4032,586,1274,3895,935
20,5916,-6664,9484,-1375,-396,-1130,0.03,-0.12,-0.32,0.940979,7.536326,11.971016,37.227253,-458,1342,-1274,743,1319,-1158
21,9756,-15748,16472,-948,-775,-591,0.01,-0.12,-0.33,0.937073,5.809857,12.590301,38.944649,404,-1466,-1895,-150,-1510,-1896
22,10452,-18128,18620,19,-259,489,-0.01,-0.12,-0.33,0.934937,4.035259,13.71906,39.792019,1505,-4740,-755,-1656,-4697,-698
