seq,ax,ay,az,gx,gy,gz,qx,qy,qz,qw,roll,pitch,yaw,rax,ray,raz,wx,wy,wz
0,-2684,10584,19528,351,-130,-173,0.01,0.08,0.16,0.984131,2.380052,-9.379398,-18.065453,-211,3674,205,-1286,3431,386
1,-3964,9656,15976,291,92,-340,0.02,0.09,0.15,0.984497,3.251661,-9.382567,-17.553272,-181,3930,508,-1249,3688,749
2,-2004,15736,16352,304,-121,-336,0.02,0.09,0.15,0.98468,4.098663,-9.442112,-17.15309,74,4752,59,-1298,4555,380
3,-1560,17352,18820,242,-105,-900,0.03,0.09,0.14,0.985229,5.171828,-9.247348,-16.430002,247,6030,352,-1381,5824,842
4,-1716,16604,18368,-18,92,-1332,0.04,0.09,0.13,0.98645,5.960238,-9.251917,-15.06326,349,6682,807,-1228,6472,1420
5,-992,18176,16112,24,180,-1757,0.05,0.09,0.12,0.987854,6.447553,-9.545945,-13.273124,421,7125,757,-1062,6945,1460
6,1356,18232,18904,62,45,-2300,0.05,0.09,0.1,0.989563,6.970667,-9.846629,-10.864543,838,7526,625,-464,7458,1367
7,1932,15492,19760,179,261,-2849,0.06,0.09,0.07,0.991394,7.406232,-10.090078,-7.778476,1483,7502,1252,685,7476,1914
8,2904,14932,18104,195,454,-3203,0.06,0.1,0.04,0.992554,7.699293,-10.657665,-4.120031,2095,7041,1398,1826,6997,1900
9,4684,12248,15916,263,471,-3635,0.07,0.1,0.01,0.992676,7.84657,-11.438487,-0.003665,2748,6508,957,2883,6397,1255
10,5848,8708,18436,214,426,-3863,0.07,0.1,-0.03,0.991638,7.736518,-12.115844,4.55971,3563,5517,815,4072,5159,767
11,6052,8112,15892,174,627,-3905,0.07,0.11,-0.07,0.989136,7.286714,-12.801677,9.268291,4162,4435,951,4914,3666,546
12,7480,7860,13616,121,516,-4123,0.07,0.11,-0.11,0.984802,6.694932,-13.609122,14.088072,4621,3873,241,5360,2739,-415
13,9116,4724,16336,307,300,-4454,0.07,0.11,-0.16,0.978577,5.953552,-14.117558,19.238811,5316,3288,-240,5930,1587,-1197
